geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
11444,-23.975069432233603,-46.19307011579933,guarujá,SP
11462,-23.979304832286505,-46.222874295875116,guaruja,SP
11462,-23.975905544087816,-46.25635802943985,guarujá,SP
11471,-23.96811335997463,-46.2777308433262,guaruja,SP
11471,-23.967104563419696,-46.27822284693289,guarujá,SP
11600,-23.82658003617865,-45.43067850837835,sao sebastiao,SP
11600,-23.76910847199777,-45.64972084840988,são sebastião,SP
11662,-23.63110024265887,-45.38592310678537,caraguatatuba,SP
11666,-23.69700211726876,-45.434541658119535,caraguatatuba,SP
11701,-24.014308819868457,-46.399949921865115,praia grande,SP
11704,-24.042398874434028,-46.50607683733047,praia grande,SP
11730,-24.139403874468396,-46.71346567861012,mongagua,SP
11730,-24.14040287454558,-46.70691443519532,mongaguá,SP
11900,-24.531245196415107,-47.81717757357246,registro,SP
12030,-23.041270013066296,-45.57387964363744,taubate,SP
12030,-23.03729611296093,-45.56471138051818,taubaté,SP
12031,-23.04595310776457,-45.59013744122802,taubate,SP
12031,-23.044380600611685,-45.58557140022503,taubaté,SP
12071,-23.011859570363008,-45.52784903819744,taubate,SP
12071,-23.011893210369973,-45.525042267413035,taubaté,SP
12091,-23.05664008093071,-45.55816103757688,taubate,SP
12091,-23.050754639101825,-45.5636850330949,taubaté,SP
12214,-23.25682182962209,-45.94089033894351,sao jose dos campos,SP
12214,-23.16765436580301,-45.914412221622705,são josé dos campos,SP
12215,-23.272113085760065,-45.836610445264526,sao jose dos campos,SP
12215,-23.190182443824778,-45.87234019410551,são josé dos campos,SP
12230,-23.23530047100232,-45.88347203427779,sao jose dos campos,SP
12230,-23.23540847100233,-45.88143353427779,são josé dos campos,SP
12236,-23.295969715186924,-45.895850025587094,sao jose dos campos,SP
12236,-23.294786951151252,-45.89875308090484,são josé dos campos,SP
12239,-23.27401838384212,-45.89689341252727,sao jose dos campos,SP
12239,-23.273470441778638,-45.89325025665658,são josé dos campos,SP
12243,-23.219193120957158,-45.888195681970956,sao jose dos campos,SP
12243,-23.219193120957158,-45.888195681970956,são josé dos campos,SP
12244,-23.232649558863105,-45.90745425062123,sao jose dos campos,SP
12244,-23.206586427693495,-45.95270134347042,são josé dos campos,SP
12245,-23.21004954021696,-45.89240184557161,sao jose dos campos,SP
12245,-23.207487045242072,-45.894973249091166,são josé dos campos,SP
12248,-23.176383118789317,-45.79309416541636,sao jose dos campos,SP
12248,-23.17595226089215,-45.79265503052688,são josé dos campos,SP
12270,-23.320188,-45.73585349999999,jambeiro,SP
12282,-23.119299030500017,-45.710196781277936,cacapava,SP
12282,-23.10242280544173,-45.70031102207276,caçapava,SP
12320,-23.318974121011006,-45.97172423757863,jacarei,SP
12320,-23.316238037191976,-45.97290306994057,jacareí,SP
12327,-23.31177085960578,-45.96957056015361,jacarei,SP
12327,-23.30800415875126,-45.97238593089615,jacareí,SP
12460,-22.777643434172145,-45.60595146480669,campos do jordao,SP
12460,-22.783163885076085,-45.603488985659475,campos do jordão,SP
12507,-22.808843211719616,-45.240249881575174,guaratingueta,SP
12507,-22.80808324807671,-45.238145009342304,guaratinguetá,SP
12512,-22.79299857360179,-45.21196839957166,guaratingueta,SP
12512,-22.772763410389807,-45.20922605917717,guaratinguetá,SP
12604,-22.734372673350105,-45.10439168235554,lorena,SP
12820,-22.597766340071324,-44.692159640309065,areias,SP
12913,-22.963103801814707,-46.52228035001278,braganca paulista,SP
12913,-22.963103801814707,-46.52228035001278,bragança paulista,SP
12922,-22.928026499999994,-46.56548024999999,braganca paulista,SP
12922,-22.927950000000003,-46.56485475000001,bragança paulista,SP
12935,-22.914431404756897,-46.38010184059069,vargem,SP
12942,-23.151443920335915,-46.55740684860633,atibaia,SP
12952,-23.14492333670709,-46.539830386938746,atibaia,SP
12955,-23.174570999999943,-46.476561499999974,bom jesus dos perdoes,SP
12955,-23.174570999999943,-46.476561499999974,bom jesus dos perdões,SP
13010,-22.97960952899767,-47.14902461518264,campinas,SP
13040,-22.95438681282254,-47.05727552464825,campinas,SP
13041,-22.928116668115987,-47.05195900639326,campinas,SP
13056,-22.998251022476804,-47.13833566971554,campinas,SP
13058,-23.039518358589646,-47.121604213572624,campinas,SP
13059,-23.03836922952855,-47.117748431444404,campinas,SP
13061,-22.917183454065437,-47.10669171135092,campinas,SP
13067,-23.03335476075387,-47.12723627706583,campinas,SP
13068,-22.910856786465178,-47.063942012872275,campinas,SP
13070,-22.90276123175025,-47.07509178365741,campinas,SP
13076,-22.88731668646393,-47.058751697515355,campinas,SP
13081,-22.861333288649075,-47.061881733135216,campinas,SP
13083,-22.9671095260626,-47.11333903954781,campinas,SP
13087,-22.96435219968292,-47.13476399999999,campinas,SP
13170,-22.829554218505667,-47.270790536574225,sumare,SP
13170,-22.83907182314343,-47.26069017877168,sumaré,SP
13174,-22.829913901813153,-47.245780329634535,sumare,SP
13174,-22.82327287786314,-47.25204650384164,sumaré,SP
13175,-22.845834922009345,-47.19252515667378,sumare,SP
13175,-22.82585418223501,-47.23614217099826,sumaré,SP
13179,-22.839870342489483,-47.16005255966878,sumare,SP
13179,-22.831045354434703,-47.16885362683939,sumaré,SP
13180,-22.85578729078067,-47.16475316026999,sumare,SP
13180,-22.85263657507646,-47.165448462808,sumaré,SP
13184,-22.8986065412938,-47.17562883231447,hortolandia,SP
13184,-22.882590641142833,-47.171015297318014,hortolândia,SP
13185,-22.911117740579012,-47.1813491435371,hortolandia,SP
13185,-22.906153600159247,-47.17682590983872,hortolândia,SP
13201,-23.196383843386634,-46.876964714298126,jundiai,SP
13201,-23.195538366988593,-46.875082477296374,jundiaí,SP
13202,-23.21571229032252,-46.86963382278265,jundiai,SP
13202,-23.21727257008479,-46.868835573403025,jundiaí,SP
13214,-23.258968146892673,-46.861335953226096,jundiai,SP
13214,-23.17431619954992,-46.904808698309175,jundiaí,SP
13215,-23.199748785706213,-46.86489058052679,jundiai,SP
13215,-23.183957117664132,-46.87810320428179,jundiaí,SP
13221,-23.20326877198469,-46.822081229972866,varzea paulista,SP
13221,-23.19789655450147,-46.82681836575799,várzea paulista,SP
13236,-23.64367266304559,-46.761547692876896,campo limpo paulista,SP
13240,-23.141742523811033,-46.69317931055842,jarinu,SP
13250,-23.009739552590478,-46.83701636120172,itatiba,SP
13270,-22.983462594755352,-47.0041307301779,valinhos,SP
13272,-22.96347652989317,-47.005666796520266,valinhos,SP
13274,-22.974642922378475,-46.971807646110165,valinhos,SP
13275,-22.993122696673392,-46.98884249999998,valinhos,SP
13280,-23.072505962804176,-46.99968529256083,vinhedo,SP
13290,-23.104745999999995,-46.96578169563522,louveira,SP
13304,-23.288588258332403,-47.27050610926572,itu,SP
13313,-23.25676936789071,-47.30688823707971,itu,SP
13322,-23.207081093133784,-47.259540271141454,salto,SP
13323,-23.230183316406006,-47.2643224793122,salto,SP
13324,-23.225305693317523,-47.2971294425529,salto,SP
13330,-23.094506895257847,-47.223620068216825,indaiatuba,SP
13334,-23.086918925685676,-47.206780358765485,indaiatuba,SP
13347,-23.14339975717542,-47.2374856800587,indaiatuba,SP
13360,-23.022434429379608,-47.51099255642141,capivari,SP
13390,-22.86365959665312,-47.61541827901199,rio das pedras,SP
13403,-22.739402503750913,-47.66732967389912,piracicaba,SP
13417,-22.747442907389697,-47.63319994013793,piracicaba,SP
13423,-22.774383671100512,-47.588948843730236,piracicaba,SP
13425,-22.769840711097988,-47.63475394781072,piracicaba,SP
13450,-22.765446475362964,-47.426588670560385,santa barbara d oeste,SP
13450,-22.76634415956834,-47.430874217346705,santa barbara d'oeste,SP
13450,-22.76634415956834,-47.430874217346705,santa bárbara d'oeste,SP
13450,-22.751787457426403,-47.413647935352074,santa bárbara doeste,SP
13455,-22.738481999999998,-47.35589849999998,santa barbara d oeste,SP
13455,-22.75761238217527,-47.38111516653177,santa barbara d'oeste,SP
13455,-22.71241598579223,-47.371273027042854,santa barbara doeste,SP
13455,-22.742234678629433,-47.35673833735696,santa bárbara d'oeste,SP
13455,-22.741947456193483,-47.3571938614509,santa bárbara doeste,SP
13456,-22.762127904187157,-47.39694435552279,santa barbara d oeste,SP
13456,-22.767400133967026,-47.40123993285647,santa barbara d'oeste,SP
13456,-22.763228183098224,-47.39433803595171,santa bárbara d'oeste,SP
13456,-22.753402271545355,-47.367413925350796,santa bárbara doeste,SP
13460,-22.80825502628271,-47.30255639197035,nova odessa,SP
13480,-22.638321000000005,-47.33018100000001,limeira,SP
13481,-22.62182892423105,-47.41280165514457,limeira,SP
13483,-22.568604831525217,-47.446968719400985,limeira,SP
13487,-22.600209189610254,-47.372416654590275,limeira,SP
13504,-22.431221658681146,-47.58182051534514,rio claro,SP
13515,-22.537501850909372,-47.759760332525936,charqueada,SP
13562,-22.01042790527275,-47.914498262694956,sao carlos,SP
13562,-22.01042790527275,-47.914498262694956,são carlos,SP
13563,-22.002819674158932,-47.91165762600267,sao carlos,SP
13563,-22.001722260343897,-47.91512695781636,são carlos,SP
13566,-22.010175586733226,-47.88993062476193,sao carlos,SP
13566,-22.008154499999996,-47.886925500000004,são carlos,SP
13567,-22.015231917081117,-47.85803861417567,sao carlos,SP
13567,-22.015231917081117,-47.85803861417567,são carlos,SP
13575,-22.044301459893816,-47.90196706757464,sao carlos,SP
13575,-22.04296766127643,-47.90318606737295,são carlos,SP
13603,-22.357155798358097,-47.4052921218512,araras,SP
13610,-22.206891758231627,-47.391129131910894,leme,SP
13630,-22.010481954552358,-47.429884644930546,pirassununga,SP
13660,-23.217090799678534,-47.522463082713266,porto ferreira,SP
13690,-21.929253003857646,-47.62280016508337,descalvado,SP
13700,-23.610903675220047,-45.38303832243192,casa branca,SP
13720,-21.628095853960538,-46.89433800264123,sao jose do rio pardo,SP
13720,-21.61430705460881,-46.89339847947379,são josé do rio pardo,SP
13736,-21.49471368769211,-47.00491148379688,mococa,SP
13820,-22.722683694351264,-46.97145024439485,jaguariuna,SP
13820,-22.70884049999999,-46.98919351338789,jaguariúna,SP
13820,-22.711901731057765,-46.97816890313921,monte alegre do sul,SP
13825,-22.6582691885394,-47.02968766121425,holambra,SP
13840,-22.371524503932754,-46.94068571893897,mogi guacu,SP
13840,-22.37273478272731,-46.94325292703728,mogi guaçu,SP
13840,-22.371691718914537,-46.94291889715896,mogi-guacu,SP
13844,-22.39557487270473,-46.94833431494319,mogi guacu,SP
13844,-22.39557487270473,-46.94833431494319,mogi guaçu,SP
13844,-22.395891392116418,-46.94691043764621,mogi-guacu,SP
13845,-22.368938037039772,-46.94970899645424,mogi guacu,SP
13845,-22.379561653724046,-46.9461228067224,mogi guaçu,SP
13845,-22.3751679768719,-46.95192432839628,mogi-guacu,SP
13846,-22.36959370366482,-46.936790090805815,mogi guacu,SP
13846,-22.34245157905815,-46.95446017317684,mogi guaçu,SP
13846,-22.38117282039631,-46.925373324915746,mogi-guacu,SP
13871,-21.988227624256343,-46.79641489638244,sao joao da boa vista,SP
13871,-22.006643212703334,-46.780301516228505,são joão da boa vista,SP
13920,-23.692606859245704,-46.65813811804285,pedreira,SP
13930,-23.510957935004935,-47.616364993736234,serra negra,SP
14020,-21.221119294182355,-47.80061499341371,ribeirao preto,SP
14020,-21.212975696137004,-47.80351316009537,ribeirão preto,SP
14025,-21.20928581848347,-47.81337561379765,ribeirao preto,SP
14025,-21.20877284984708,-47.81328822814356,ribeirão preto,SP
14055,-21.214489912776397,-47.77973180062799,ribeirao preto,SP
14055,-21.164142677217345,-47.8284613380461,ribeirão preto,SP
14057,-21.13867542270184,-47.85259144364942,ribeirao preto,SP
14057,-21.13838767415894,-47.85157241090083,ribeirão preto,SP
14070,-21.12414641548848,-47.790531775463116,ribeirao preto,SP
14070,-21.12409653344107,-47.79056172453689,ribeirão preto,SP
14085,-21.188952,-47.81682360935426,ribeirao preto,SP
14085,-21.17522084984708,-47.798397728143556,ribeirão preto,SP
14090,-21.18964581764675,-47.776358053840404,ribeirao preto,SP
14090,-21.18838026395058,-47.77883945031452,ribeirão preto,SP
14092,-21.184373107013453,-47.75772416625401,ribeirao preto,SP
14092,-21.182143558139572,-47.76111347362804,ribeirão preto,SP
14166,-21.13580445564596,-47.982293541013775,sertaozinho,SP
14166,-21.133302956979634,-47.98197483014022,sertãozinho,SP
14400,-20.55138379944616,-47.405156105771724,franca,SP
14401,-20.53821322305511,-47.390094000000005,franca,SP
14402,-20.539583660952847,-47.356499631925345,franca,SP
14460,-20.425623607968202,-47.42252657329478,cristais paulista,SP
14600,-20.606561466219247,-47.869321962012656,sao joaquim da barra,SP
14600,-20.603588144128807,-47.86936759162849,são joaquim da barra,SP
14702,-20.971741369659135,-48.47194744381428,bebedouro,SP
14730,-20.92011623208057,-48.63827380692287,monte azul paulista,SP
14740,-20.880636283981442,-48.29437756837823,viradouro,SP
14750,-21.022624439274665,-48.22794634485128,pitangueiras,SP
14784,-20.592150034970288,-48.56995106356392,barretos,SP
14806,-21.769084311802057,-48.16538106734061,araraquara,SP
14940,-21.775355805235435,-48.84473185078478,ibitinga,SP
15014,-20.82386096774624,-49.37587320917818,sao jose do rio preto,SP
15014,-20.822663523966245,-49.382138910143254,são josé do rio preto,SP
15054,-20.822791242582895,-49.38243600314118,sao jose do rio preto,SP
15054,-20.789893804690056,-49.359626801876,são josé do rio preto,SP
15061,-20.866304979677306,-49.310385786418394,sao jose do rio preto,SP
15061,-20.825301271458528,-49.34399659118399,são josé do rio preto,SP
15075,-20.82912600791518,-49.35990991969433,sao jose do rio preto,SP
15075,-20.826492562451723,-49.351387479225686,são josé do rio preto,SP
15085,-20.85037751208188,-49.39263684337085,sao jose do rio preto,SP
15085,-20.85037751208188,-49.39263684337085,são josé do rio preto,SP
15115,-20.927584349622375,-49.458301686423226,bady bassitt,SP
15130,-20.840260491235757,-49.48927817471882,mirassol,SP
15502,-20.427982047478242,-49.989657857995844,votuporanga,SP
15570,-20.102164683770575,-49.91086021258737,cardoso,SP
15601,-20.29811259961654,-50.25331663457617,fernandopolis,SP
15601,-20.303040492966314,-50.24807807596775,fernandópolis,SP
15700,-20.284208163531844,-50.544116750790295,jales,SP
15802,-21.15017475131286,-48.99682663835192,catanduva,SP
15840,-21.32594655474542,-49.05654691473981,itajobi,SP
15900,-21.476503106934366,-48.62448215013497,taquaritinga,SP
15960,-21.19680602418957,-48.788494009934524,ariranha,SP
15990,-21.617156912574284,-48.36074448182236,matao,SP
15990,-21.615196498260772,-48.36758572472457,matão,SP
16012,-21.218342275501744,-50.40186393415943,aracatuba,SP
16012,-21.218321545934558,-50.400362346932894,araçatuba,SP
16300,-21.445954952757404,-50.06720270018391,penapolis,SP
16300,-21.42650372161802,-50.06709989328673,penápolis,SP
16402,-21.691439999999993,-49.72157325,lins,SP
16901,-20.9129506472335,-51.369913512358224,andradina,SP
17051,-22.33677201645713,-49.101122657539065,bauru,SP
17052,-22.34941798452126,-49.09714989307685,bauru,SP
17250,-22.08961239043831,-48.75187244144131,bariri,SP
17350,-22.526997317224378,-48.5679706228625,igaracu do tiete,SP
17350,-22.525160680054622,-48.569205396700305,igaraçu do tietê,SP
17370,-22.573485815592605,-48.15719201055296,santa maria da serra,SP
17380,-22.29582297122913,-48.1266717470773,brotas,SP
17490,-22.421960249990395,-49.13730894779682,piratininga,SP
17502,-22.228661912574292,-49.954275649460435,marilia,SP
17502,-22.228702145709526,-49.95408887607479,marília,SP
17510,-22.23659370996594,-49.927932188729876,marilia,SP
17510,-22.20011054954124,-49.95190599916328,marília,SP
17520,-22.24633007972122,-49.92438241972006,marilia,SP
17520,-22.24360793672453,-49.92736974686945,marília,SP
17526,-22.252067497085804,-49.992471183045744,marilia,SP
17526,-22.251464497085806,-49.99246120858096,marília,SP
17580,-22.119246041264766,-50.14900640202948,pompeia,SP
17580,-22.113984027348348,-50.151631247921685,pompéia,SP
17602,-21.943777726903114,-50.49585837421773,tupa,SP
17602,-21.935592253800884,-50.520469671619054,tupã,SP
17690,-21.93584899805816,-50.72974831616603,bastos,SP
17740,-21.732897060112418,-50.72574468684521,rinopolis,SP
17740,-21.736166119209003,-50.73202233525054,rinópolis,SP
17990,-21.318182333857155,-51.83135541642363,pauliceia,SP
17990,-21.313616983972828,-51.8355011034288,paulicéia,SP
18015,-23.508842461825974,-47.42483446195724,sorocaba,SP
18048,-23.545551848172092,-47.46866431523788,sorocaba,SP
18079,-23.525517102710197,-47.46519873034564,sorocaba,SP
18080,-23.49450946760049,-47.45730386690012,sorocaba,SP
18113,-23.542102750476143,-47.40801394714054,votorantim,SP
18134,-23.527546344711187,-47.13176799500834,sao roque,SP
18134,-23.527203991268205,-47.13148598546848,são roque,SP
18147,-23.46772575658346,-47.01877549684029,aracariguama,SP
18147,-23.43964799999995,-47.07174949999995,araçariguama,SP
18150,-23.805641999999946,-47.17613149999997,ibiuna,SP
18150,-23.67777041511889,-47.211793382881595,ibiúna,SP
18160,-23.670966463921303,-47.590242831532585,salto de pirapora,SP
18212,-23.578447159791118,-48.039232172958386,itapetininga,SP
18240,-23.550272072130415,-48.30415627258901,angatuba,SP
18240,-23.491333492091986,-48.42040982914537,sorocaba,SP
18270,-23.365226604800586,-47.86366432365377,tatui,SP
18270,-23.35675752709228,-47.85132212788804,tatuí,SP
18271,-23.344829041248566,-47.84195906199226,são paulo,SP
18271,-23.349752982245416,-47.83457258495229,tatui,SP
18271,-23.347768758047174,-47.82839510948043,tatuí,SP
18279,-23.34047108584832,-47.85010117001611,tatui,SP
18279,-23.336816056935415,-47.850061645977256,tatuí,SP
18285,-23.24397246255063,-47.93933431042246,cesario lange,SP
18285,-23.230563141401834,-47.94913842333478,cesário lange,SP
18425,-23.930428457576753,-48.706912102769714,taquarivai,SP
18425,-23.927605242164816,-48.69995358689421,taquarivaí,SP
18500,-23.090779229495222,-47.89407963411373,laranjal paulista,SP
18530,-23.13001328905441,-47.70297308094747,tiete,SP
18530,-23.12630871124075,-47.70030205335294,tietê,SP
18550,-23.333192999999998,-47.68449749999999,boituva,SP
18603,-22.88828473688615,-48.44673221579432,botucatu,SP
18760,-23.059865999999946,-49.12053649999996,cerqueira cesar,SP
18760,-23.04517704487411,-49.15119034338709,cerqueira césar,SP
18900,-22.924237892596345,-49.62152798601055,santa cruz do rio pardo,SP
19053,-22.167711751121992,-51.41063571140058,presidente prudente,SP
19300,-22.112687999999945,-51.619890499999954,presidente bernardes,SP
19800,-22.675572000000003,-50.41896964255334,assis,SP
19815,-22.6631025,-50.39854199999999,assis,SP
19830,-22.433640203934225,-50.20744061986336,echapora,SP
19830,-22.43402296821043,-50.21067000619213,echaporã,SP
19900,-22.987018121011015,-49.86737275965142,ourinhos,SP
19911,-22.97517347100232,-49.87100179808414,ourinhos,SP
20071,-22.90344565139367,-43.18667115168213,rio de janeiro,RJ
20091,-22.902799914507533,-43.177287343586,rio de janeiro,RJ
20231,-22.92011723397195,-43.184962293784956,rio de janeiro,RJ
20250,-22.978023313854145,-43.681412922856914,rio de janeiro,RJ
20260,-23.01023847792722,-43.342083,rio de janeiro,RJ
20270,-22.92614672996124,-43.22212049070917,rio de janeiro,RJ
20271,-22.943910560140818,-43.254772993992525,rio de janeiro,RJ
20511,-22.93484034227838,-43.244665856151904,rio de janeiro,RJ
20535,-22.897433698551396,-43.20235439951714,rio de janeiro,RJ
20550,-22.926187131282795,-43.234249076317205,rio de janeiro,RJ
20560,-22.924985553147913,-43.24954100914658,rio de janeiro,RJ
20710,-22.913942647238727,-43.27510892867445,rio de janeiro,RJ
20720,-22.912753641410347,-43.284616077298146,rio de janeiro,RJ
20760,-22.920525893836654,-43.24914089383665,rio de janeiro,RJ
20765,-22.87902683928684,-43.27183045169951,rio de janeiro,RJ
20775,-22.899582230365265,-43.276180620318534,rio de janeiro,RJ
20910,-22.903069516504186,-43.228634993334886,rio de janeiro,RJ
20921,-22.9196817238444,-43.67128084041201,rio de janeiro,RJ
20950,-22.909776013330195,-43.26813414931619,rio de janeiro,RJ
21011,-22.994779410438927,-43.644678346047186,rio de janeiro,RJ
21020,-22.84053977961805,-43.271247856223724,rio de janeiro,RJ
21031,-22.855065203156602,-43.2588916670898,rio de janeiro,RJ
21050,-22.90999350774413,-43.21570643028895,rio de janeiro,RJ
21215,-22.83787546378897,-43.30088016180969,rio de janeiro,RJ
21220,-22.866091474375665,-43.30302588321352,rio de janeiro,RJ
21221,-22.938554771365187,-43.69253937724227,rio de janeiro,RJ
21331,-22.982492419931877,-43.695775204830056,rio de janeiro,RJ
21371,-22.86127113711118,-43.32156008578094,rio de janeiro,RJ
21610,-22.985690506289334,-43.1965409294699,rio de janeiro,RJ
21616,-22.869161927001013,-43.405082339719534,rio de janeiro,RJ
21715,-22.886803361648067,-43.43598316348312,rio de janeiro,RJ
21760,-22.896987316694457,-43.42212713598599,rio de janeiro,RJ
21770,-22.899385759651405,-43.445379683449765,rio de janeiro,RJ
21820,-22.892367212116472,-43.46447758573376,rio de janeiro,RJ
21843,-22.90297405495659,-43.546898720869834,rio de janeiro,RJ
21853,-22.980284329618243,-43.682734978537546,rio de janeiro,RJ
22030,-22.96932085383186,-43.18974585273855,rio de janeiro,RJ
22071,-23.030654709417682,-43.473297142939565,rio de janeiro,RJ
22240,-22.951324641849972,-43.18067219572933,rio de janeiro,RJ
22250,-22.950466835415384,-43.1817399526077,rio de janeiro,RJ
22290,-22.960381107132548,-43.178650187344914,rio de janeiro,RJ
22410,-22.986060727694348,-43.21512523333485,rio de janeiro,RJ
22421,-22.985755878988986,-43.20934023411617,rio de janeiro,RJ
22440,-22.98760376019966,-43.22728948251486,rio de janeiro,RJ
22441,-22.988308033972572,-43.227562643393036,rio de janeiro,RJ
22620,-23.0150528506431,-43.3061378506431,rio de janeiro,RJ
22713,-22.96958556017043,-43.49925324733761,rio de janeiro,RJ
22723,-22.975726652815577,-43.333695384174824,rio de janeiro,RJ
22725,-22.934513385193114,-43.38587950675346,rio de janeiro,RJ
22740,-22.931049740492828,-43.362979286571615,rio de janeiro,RJ
22745,-22.938890427145235,-43.33696126103637,rio de janeiro,RJ
22770,-22.94580224923539,-43.36046044463038,rio de janeiro,RJ
22775,-22.995936,-43.36550262536844,rio de janeiro,RJ
22780,-22.989923862937466,-43.418505009280274,rio de janeiro,RJ
22790,-23.030796436580303,-43.48059973688615,rio de janeiro,RJ
22793,-23.011049919773185,-43.421603122452204,rio de janeiro,RJ
23012,-22.90445295674033,-43.534090896275785,rio de janeiro,RJ
23020,-23.068313141266113,-43.567147891886485,rio de janeiro,RJ
23028,-22.993867155475755,-43.64436960591188,rio de janeiro,RJ
23035,-22.954294842837175,-43.60984568399093,rio de janeiro,RJ
23045,-22.94135038135491,-43.56246156786309,rio de janeiro,RJ
23060,-22.913015287862407,-43.6164649669466,rio de janeiro,RJ
23062,-22.909313084655754,-43.60194566833056,rio de janeiro,RJ
23075,-22.886523366639732,-43.56462266374293,rio de janeiro,RJ
23092,-22.882970441023694,-43.52219063336025,rio de janeiro,RJ
23510,-22.932837136747136,-43.66754080605842,rio de janeiro,RJ
23931,-23.019844665226078,-44.33141460582894,angra dos reis,RJ
23946,-23.031855674347412,-44.17270377159057,angra dos reis,RJ
23970,-23.349625101929487,-44.72588034885984,parati,RJ
23970,-23.330114999999992,-44.7358725,paraty,RJ
24140,-22.902333217362813,-42.96402051939306,niteroi,RJ
24140,-22.902333217362813,-42.96402051939306,niterói,RJ
24210,-22.945831249400534,-43.01339364369975,niteroi,RJ
24210,-22.908111517579467,-43.12978237148066,niterói,RJ
24220,-22.910523086329192,-43.10935339979233,niteroi,RJ
24220,-22.910403866495496,-43.109301121847736,niterói,RJ
24230,-22.912510850706646,-43.108995952464674,niteroi,RJ
24230,-22.9130115949897,-43.099609192853876,niterói,RJ
24310,-22.9408611867162,-43.05306665682312,niteroi,RJ
24310,-22.918184999999994,-43.06499338343237,niterói,RJ
24315,-22.914216880373964,-43.06355763711118,niteroi,RJ
24315,-22.903607106410345,-43.0631995386362,niterói,RJ
24350,-22.956028708753045,-43.071701004303186,niteroi,RJ
24350,-22.956028708753045,-43.071701004303186,niterói,RJ
24435,-22.83294088312401,-43.07761387068119,sao goncalo,RJ
24435,-22.832243306355355,-43.070900287763905,são gonçalo,RJ
24445,-22.831818495299206,-42.98402882952421,sao goncalo,RJ
24445,-22.82488402018055,-43.04168820489108,são gonçalo,RJ
24460,-22.820908528396757,-43.04391967754535,sao goncalo,RJ
24460,-22.82091964212493,-43.04406218746742,são gonçalo,RJ
24465,-22.838449259944415,-42.972767920977546,sao goncalo,RJ
24465,-22.839360546962112,-42.97210537292709,são gonçalo,RJ
24710,-22.83383207784613,-43.00271147321232,sao goncalo,RJ
24710,-22.831881429742374,-43.006353397178614,são gonçalo,RJ
24808,-22.767598545554982,-42.85650260286713,itaborai,RJ
24808,-22.770239999999944,-42.86449452599993,itaboraí,RJ
24855,-22.7848249722262,-42.91757037880185,itaborai,RJ
24855,-22.77328499999993,-42.91785630299995,itaboraí,RJ
24913,-22.908095225225264,-42.822558497094136,inoa,RJ
24913,-22.957708623999963,-42.98487149999994,marica,RJ
24913,-22.91438543426634,-42.819267445224526,maricá,RJ
24937,-22.968647917225105,-43.01031852755177,marica,RJ
24937,-22.963124466281208,-43.015138419259436,maricá,RJ
24941,-22.943851091621998,-42.74388116810194,marica,RJ
25020,-22.78901255293317,-43.3115718333932,duque de caxias,RJ
25025,-22.8005009917041,-43.326191123597084,duque de caxias,RJ
25035,-22.768820721622905,-43.322339637125566,duque de caxias,RJ
25040,-22.76964506420943,-43.306353459616226,duque de caxias,RJ
25060,-22.79492433009113,-43.33020446063142,duque de caxias,RJ
25250,-22.782594939513494,-43.28915265946077,duque de caxias,RJ
25261,-22.6779981106636,-43.2634124879174,duque de caxias,RJ
25645,-22.55046865604076,-43.2176823741525,petropolis,RJ
25645,-22.55046865604076,-43.2176823741525,petrópolis,RJ
25740,-22.41726870720411,-43.165554149792975,petropolis,RJ
25740,-22.400770980845657,-43.12137829571315,petrópolis,RJ
25750,-22.4929773442584,-43.15238040281382,petropolis,RJ
25750,-22.530712556712192,-43.20516513856429,petrópolis,RJ
25870,-22.053642379954848,-43.207654351540505,comendador levy gasparian,RJ
25900,-22.70871849472369,-43.158520033852035,mage,RJ
25900,-22.704627855916062,-43.16395932829033,magé,RJ
25935,-22.64533909198375,-43.14843350364683,inhomirim,RJ
25935,-22.71180031328779,-43.16998342069521,mage,RJ
25935,-22.708084372194406,-43.16168756519881,magé,RJ
25946,-22.543449680373357,-42.98095773690683,guapimirim,RJ
25995,-22.4402604922669,-42.97112368208212,teresopolis,RJ
25995,-22.394111995470528,-42.94190281166337,teresópolis,RJ
26020,-22.763414006752754,-43.45783077717714,nova iguacu,RJ
26020,-22.741389568060406,-43.447926628659445,nova iguaçu,RJ
26276,-22.775900455050355,-43.54510933824525,nova iguacu,RJ
26276,-22.74979431736422,-43.506137170031806,nova iguaçu,RJ
26279,-22.750466364415047,-43.517033823650785,nova iguacu,RJ
26279,-22.748172576664253,-43.51413312572578,nova iguaçu,RJ
26535,-22.806793077367647,-43.41307685308034,nilopolis,RJ
26535,-22.805726502616878,-43.41163723345771,nilópolis,RJ
26564,-22.777406629288564,-43.41839134040966,mesquita,RJ
27143,-22.534149496203582,-43.79808602279832,barra do pirai,RJ
27143,-22.524654478377347,-43.80413769915342,barra do piraí,RJ
27211,-22.492883020945396,-44.07734024670948,volta redonda,RJ
27323,-22.56339903258719,-44.14135788694918,barra mansa,RJ
27351,-22.538159999999948,-44.229919999999936,barra mansa,RJ
27940,-22.395633392711527,-41.79001351195449,macae,RJ
27940,-22.39378314714144,-41.7887007671952,macaé,RJ
28010,-21.783116683494317,-41.322000537722445,campos dos goytacazes,RJ
28021,-21.83409908595444,-41.28680609286858,campos dos goytacazes,RJ
