order_id,payment_sequential,payment_type,payment_installments,payment_value
616b813dbea8acc9de0ca0380cd89b83,1,credit_card,4,45.45
616f1f539d7add607844e0199fed7ea6,1,credit_card,1,61.42
620b0acb9258b51defbc51804c5298d5,1,credit_card,10,451.44
6219ece1f053a3ffa649340e87cd93d2,1,credit_card,3,370.68
62246c16a32a0866943f17d7b42db940,1,credit_card,6,69.35
62260701eb6b51252ed47c4967b1a48d,1,credit_card,1,19.71
6248b0a9b547366913fb67922a7a2b77,1,credit_card,1,124.84
625b3ac41fea45dbd5aaa02d0941ee59,1,credit_card,3,114.77
632ba34265b5449d1f742d24cacf1208,1,credit_card,8,267.27
6335afd8e6b7eb0ebc8bb71ea0008f6f,1,credit_card,10,971.96
63638a6806d67773f3adba8534553fff,1,voucher,1,15.1
63638a6806d67773f3adba8534553fff,2,voucher,1,11.99
63638a6806d67773f3adba8534553fff,3,voucher,1,9.02
63638a6806d67773f3adba8534553fff,4,voucher,1,10.56
63638a6806d67773f3adba8534553fff,5,voucher,1,34.19
63638a6806d67773f3adba8534553fff,6,voucher,1,5.28
63638a6806d67773f3adba8534553fff,7,voucher,1,0.74
63f4ff5d2266b242ba0ce7c3ad390029,1,credit_card,3,50.96
640aef9709beda161ca0b5af58ac437c,1,boleto,1,286.55
64410a4fbf4904d3f9445bf58e9491b5,1,credit_card,1,56.03
6460e331ee8f69c01f1423cca48d9991,1,boleto,1,20.11
64ba433f9d86e1df4e9cb86b1a3884d1,1,credit_card,5,53.28
64cad05fe3f34277719621c70f416ad2,1,credit_card,6,317.37
64f5569ef96004a1e1137bdf28fd4c45,1,credit_card,3,69.63
65d1e226dfaeb8cdc42f665422522d14,1,credit_card,1,35.61
65fd2f07bc74b8df1728cc3ee9e19ebb,1,credit_card,1,239.64
660c604f50fc9edcf854689682d1560e,1,credit_card,3,161.65
660e589af9553d75506968867c922d91,1,credit_card,1,368.69
668ee4108169a1d58c55b20ddc3fa3c9,1,credit_card,10,118.03
66f1a7baf73c12eb3af95058da54b6f8,1,credit_card,4,49.01
66f5111aa3f376fd7dfa577aa7c57515,1,credit_card,8,117.0
67418605ab8f9414a2e238bbcdde1312,1,credit_card,1,139.89
6744d76b253e71e06a89867248227b9c,1,credit_card,6,84.81
676157c2d1075c88ea0009f8d7d2d389,1,credit_card,6,76.6
6789a1de9a37be580653e51fc6458776,1,credit_card,3,75.06
678b28f078641e74d50be86b4ecaec7e,1,credit_card,2,56.05
67adba02e0955286954975ea56f9d17f,1,credit_card,9,98.83
67d0c933fefa1c4ff65e800b8c8bf804,1,credit_card,1,55.04
67e2b3a30d665abe59b95f2d60676138,1,credit_card,1,144.91
6acecf438369055d9243e121045cca74,1,boleto,1,18.62
6ad644c08b98d152d28f183097633d41,1,credit_card,3,60.86
6b3ee7697a02619a0ace2b3f0aa46bde,1,credit_card,1,65.77
6b5e619dedba6d4297fb10dd5886912f,1,credit_card,10,207.22
6b686186d43eaa21c407ecf34ebb9ee6,1,voucher,1,222.55
6bc6b07e448bae52d248c4df401d6157,1,credit_card,1,51.64
6c273b11e7a7b4b410ea29fac9769fac,1,credit_card,2,26.76
6c6e590c8ce02ecc30bef8bd3b34d82f,1,credit_card,3,147.99
6c7481b5566c6a3821a91a05b0f9f7c8,1,credit_card,3,74.49
6c82197bc099415d9919ccb609a9c072,1,credit_card,4,202.71
6ca2b1dbcac1751cab45df5faa1b892e,1,credit_card,1,22.72
6cf5d7a6b6eb9cad292da0b65d6c010e,1,credit_card,7,73.61
6d234dea658ce0c00f91e931cb11f93c,1,boleto,1,64.46
6e0d2539e48e84296bae6290de41058c,1,credit_card,6,982.41
6e4a67f3a94e46e6cc5af48093d14127,1,credit_card,4,167.1
6e5fe7366a2e1bfbf3257dba0af1267f,1,credit_card,10,406.92
6eb51c1c9c69f78ea9fd4665fb98b7d2,1,credit_card,2,74.76
6ece326e25f193d084e3dc092bbdd93b,1,credit_card,2,85.82
6ed4f19dc97f2a4b5d0f15651247dbca,1,credit_card,1,98.31
6ef172eee30cfbfa01516ce2eb2ee68f,1,boleto,1,29.86
6f275c944d1814eca6bfbb2bcfa3b0ea,1,boleto,1,242.24
6f334a2e1303fe798ae16f4c33269e82,1,credit_card,5,107.57
6f748695717d537b882406da58acefec,1,credit_card,3,366.26
6f7626222f2b324b580e36eb22d8bb8e,1,boleto,1,182.89
6ff09113fd48861d786d40583b7f2aa3,1,credit_card,9,689.87
7002a78c79c519ac54022d4f8a65e6e8,1,boleto,1,60.42
7004296aa0256632eaddc171edaf727f,1,boleto,1,19.62
7033745709b7cf1bac7d2533663592de,1,credit_card,4,111.51
7090c88db4158f89d839c794cdd73272,1,boleto,1,82.9
70d0dedf8c23e2cedca5915427acd101,1,credit_card,6,185.26
711b9be9c346d9ecdb9d38a5e1e7e39b,1,credit_card,10,202.77
71303d7e93b399f5bcd537d124c0bcfa,1,credit_card,1,109.34
717d28ee12c7c0ef8b384ff1b62b33c7,1,boleto,1,84.64
719628a909505f12f342015fd53a8d43,1,credit_card,4,40.86
719b940ab2f1e351ffb14a0a02ffe3c4,1,boleto,1,97.8
71f86189760ff1dec6805f4fc7c6f52f,1,credit_card,3,195.44
721c90253d3c1f625f71e2faf53a6b57,1,credit_card,1,63.92
7249fd69ae42373a6a357567e41ecc57,1,credit_card,1,110.7
7254ba1421bac35de5d5da660715bf0e,1,credit_card,3,176.85
72c1d87887d0b9a3965557013e74f543,1,credit_card,2,139.69
72c6b41818d5e645f455986b59b7a964,1,credit_card,5,134.99
73558fe683b9ce228381cf2ca678d322,1,credit_card,1,159.11
73e934755292def8b6519b03f2230723,1,credit_card,2,49.06
743cc56ca44d32e3e125c74c98044997,1,credit_card,1,117.27
747996a66f5aa711deb8ae58f5ae46a0,1,boleto,1,18.62
749a31c1093994e39ecb4aef66a7aa3a,1,credit_card,1,39.95
74b9c5a1b6f7632750a25db4de597512,1,credit_card,5,53.42
753aaaa715f963740a358c291bc79727,1,credit_card,1,144.07
7559c51df991c6861e6a8be5fb1e3751,1,boleto,1,69.49
75fb23d26903b71ce3dd550ae22d2cc1,1,credit_card,1,61.02
76458889992169d3135b264dc13aec67,1,credit_card,2,85.58
765442de6466c0bb079c22b8b20e0eab,1,credit_card,2,367.65
765e82006189100419015233bf26be8a,1,credit_card,6,59.99
76774c936de5cb5a431120fde98e40da,1,credit_card,1,141.37
76bd9ce8aa3ce93bd913f3ec17f66790,1,boleto,1,87.37
76c6e866289321a7c93b82b54852dc33,1,boleto,1,35.95
770d331c84e5b214bd9dc70a10b829d0,1,credit_card,2,263.93
775eb0ae1891c8dd8f12c2f8c6850006,1,credit_card,8,1326.79
77c34615b2963e4bf4b48d59da0eb5e1,1,debit_card,1,139.59
77c75c0f9b0b1c5417b62c696c4734e5,1,credit_card,1,55.11
77e102ecf08e057581ef2ce55c80c6c0,1,credit_card,4,43.62
7853cfd26dee49109295b3e604567180,1,boleto,1,125.8
78a1a87882880114ee891ccdcbd1ccde,1,credit_card,1,79.62
799dc0fd216e2a8e571a2684ddb6f940,1,credit_card,3,140.99
79ffdd52a918bbe867895a4b183d6457,1,credit_card,10,319.0
7a094f321857b6925fee399192bb5ebd,1,credit_card,1,41.93
7a18a504c1a4b32d883e68de2e1a7db0,1,boleto,1,16.62
7a36fa82d4bcff7d936c10be470b9c8e,1,boleto,1,42.77
7a7d2c889e27d93b2005462a8788e168,1,credit_card,3,35.86
7ab9c55c59eaeea579d047e2d8aaed81,1,boleto,1,22.46
7ac6f4778cd283c6b76c66fe1e0d4431,1,credit_card,10,455.01
7b4fb0197b18a0fd0e75f9e44b3fc757,1,credit_card,2,121.62
7c0ff60ea08a0885a1404c299f7ed4f2,1,credit_card,1,83.03
7c28cd51bc7b7b5b8e81ae0bb7f17340,1,credit_card,2,27.86
7c933084ae34df732cfb3b47968b1666,1,credit_card,6,77.75
7cb5aaf8b7b7b439174c2e4efdf4c7a3,1,credit_card,6,126.25
7cbc58346dce935abff14a7c5a0488f5,1,credit_card,6,137.67
7cc5f7da21653de1b71a6f4ad590e5a1,1,credit_card,1,463.54
7d0eb8de17d494f4151e4470cd1b0605,1,credit_card,3,91.28
7d7bf3ee337c36ce012762da5f28f53a,1,credit_card,1,170.3
7d86c4aa9e59504b23f16c7ca68954a7,1,credit_card,4,90.61
7e2dddf174cc4d2768bf39c43ab2bd7a,1,credit_card,1,159.35
7e61a4c6d93d6ad8a4ca4a8d00094339,1,credit_card,2,313.0
7e6b55f6388682bf51a05d8f13c2d466,1,credit_card,5,740.62
7ead6c8726098bd70de2b16cac42df74,1,boleto,1,69.94
7ece3f32d060f91a98d50279ab15ebaf,1,credit_card,3,159.94
7ef1da1730f64df72be4189c5ea58c66,1,credit_card,6,63.52
7fd4b0e047195ca197c3660772a8d8c0,1,credit_card,3,110.92
80606b26965c5ed21e85a085e0667b63,1,credit_card,4,178.11
809a282bbd5dbcabb6f2f724fca862ec,1,credit_card,2,40.95
80e9acbfd99b46609bded7263945fe15,1,credit_card,1,53.0
811eadaef225935d84d4d3fdcca7ee85,1,credit_card,8,419.06
81251f18621a822ad5b09593dfee4fc9,1,credit_card,2,22.46
81e5043198a44ddeb226002ff55d8ad4,1,credit_card,10,108.12
8213bc96304fc0881189c4525f3002f7,1,credit_card,1,48.55
82bfafb84a5843f06b8c3983edb1883b,1,credit_card,5,247.9
82e4f033f60598903866557d89c9c042,1,credit_card,3,44.74
835bf4777ad72891587719f1098e3528,1,credit_card,1,41.93
83812118bb682267a9880ea1b261ac4b,1,credit_card,4,277.81
84d8cb80e8228cbea6d970499c3ce3c3,1,credit_card,2,313.72
8557dabbdacec1a9e250f5e70afe1eab,1,boleto,1,60.65
85841af0d94e5d0cd3a9c0e42e565b74,1,credit_card,1,38.36
86df4a2f1f5cd47ee3f5bf1781240d1a,1,credit_card,1,45.49
8729a8f7c27d03afe731463091711489,1,credit_card,1,152.12
88130f20a472f28fcca9dd5d50358820,1,credit_card,3,447.49
882c1e2076610adab15e5a68430d2180,1,credit_card,2,276.84
8846a9571a893b22eb57d4732b978bbb,1,credit_card,8,425.02
893dc49276696129a9bf6f2a9fe23e57,1,credit_card,5,169.23
89484162f10c48a5cbccb77221419395,1,boleto,1,273.9
897702f9f3fe72f18863ffc09e7ddef3,1,credit_card,3,263.04
897ed337ed4c3fba920924b9143c2ea0,1,credit_card,9,95.0
89898719573722b59b173f76fb213501,1,credit_card,2,47.83
89f586f0cbddc6428831c41c8c333c66,1,credit_card,4,44.49
8a784d47854e4cbc5562362393d504db,1,boleto,1,18.62
8a7f0e6d9767d52a05dd48229e24d766,1,credit_card,3,158.72
8aa9f9fb8d016c8abd90a65dcd7f2ab6,1,credit_card,1,30.96
8adafb3466daa5395694d3a906ff9d40,1,credit_card,4,218.0
8b160e3e272dcca4665850aae31ae6fd,1,boleto,1,31.92
8b388d845a3e8700444b971fa2bef902,1,boleto,1,108.84
8b6d201fff0b1b32e59f7cbdc6beaf54,1,credit_card,1,448.05
8b93f79b1a4d6b3388dab2356493c0b3,1,credit_card,10,159.94
8b94c85a97b61f51a419a57e451d4e3a,1,credit_card,1,26.64
8beb59392e21af5eb9547ae1a9938d06,1,credit_card,5,111.22
8bef37e0a778afcdf32118f376beb9de,1,credit_card,1,58.74
8c0a4c58ee098fea192d86cb195786e6,1,credit_card,5,70.51
8c10b4712b6c450e49bcfb6b1e48449f,1,boleto,1,41.9
8c482c28bfcadc891bc37e13dc7ace34,1,credit_card,1,50.06
8c72f52f7655510c1ec81f3b9019c638,1,credit_card,5,419.06
8c78d01de3a9009e23d6877a7cc9be20,1,credit_card,7,249.72
8cb07e7e810ad9e5f33062cb4735d488,1,boleto,1,38.42
8d47519f5c9c42540b37bd3db0492878,1,credit_card,4,89.38
8d9a9808c4a5546adb15d524d6ab2e91,1,credit_card,1,14.86
8dc67de08c1738a90e70f62f2920b432,1,credit_card,10,369.78
8e7ef380ad5ae407dffbe2f0826cae73,1,boleto,1,47.42
8f1a2a26d4f0ed5608a8857e0e88b7ad,1,credit_card,3,181.0
8f359a870a6206af39d54ab82c99619d,1,credit_card,3,60.42
8f359a870a6206af39d54ab82c99619d,2,voucher,1,100.0
8fe36dfd03ccfe3ed3d492c146705b9d,1,credit_card,3,111.22
8ffd24fbf822586b2712a4becc7217dc,1,credit_card,2,142.0
9021fdebb45ac827a6033d6969d5c2e3,1,boleto,1,50.95
903c880841c9b1af32d6d086b9763133,1,credit_card,4,43.26
9058bc799c3791077efb3aaa8e0d5e02,1,boleto,1,91.07
90aea7c4e52538a18cb9bbfd16f09185,1,credit_card,10,979.91
90bd4466c2905d7b5b56370149e62bcc,1,credit_card,1,1.05
90bd4466c2905d7b5b56370149e62bcc,2,voucher,1,50.0
90bf0d006edb962cf09943bf3e4ad217,1,debit_card,1,65.05
90d2bbc31356e711e2fe7b0b78181687,1,boleto,1,30.86
91750e4d3d89e619cd557a6da400be06,1,credit_card,1,1.43
91750e4d3d89e619cd557a6da400be06,2,voucher,1,10.42
91750e4d3d89e619cd557a6da400be06,3,voucher,1,10.42
91750e4d3d89e619cd557a6da400be06,4,voucher,1,10.13
91750e4d3d89e619cd557a6da400be06,5,voucher,1,6.69
91750e4d3d89e619cd557a6da400be06,6,voucher,1,12.81
91750e4d3d89e619cd557a6da400be06,7,voucher,1,3.44
91750e4d3d89e619cd557a6da400be06,8,voucher,1,6.12
917ca364b9fb9460dee6ea613ee2a5ab,1,credit_card,2,491.36
91c52e15672343c61768b4d10597eea8,1,credit_card,1,87.9
91c96626f9e13b1b71a1f3e7ed52dd7a,1,credit_card,3,102.69
91d1bf2b7745903cb0d17162d1bbd750,1,credit_card,1,76.11
92580e7039e427da2884d35809a95996,1,credit_card,2,105.74
92b44b87f1f7670b8911c5f0e642435e,1,boleto,1,161.65
92d731517f17c26f16182d45498c4c3d,1,boleto,1,221.84
92e3415f60fec80f07ebca939434c3a7,1,credit_card,1,40.95
9315757eaf0e782619bed131508dbddb,1,credit_card,6,150.46
942cb81b8e0a2f33510159729f69d8b1,1,boleto,1,167.32
944f618b790d6d01c2c78750fc0f700a,1,credit_card,7,77.84
94b35c9542f07ad80b3367f9051b63af,1,boleto,1,74.11
956f15dfe9a7f2414a02c445fdbb865a,1,credit_card,1,77.06
95d31d53ccc53bca2c13fcd535d67526,1,credit_card,7,192.55
95e01270fcbae9863423400103359279,1,credit_card,5,115.22
95e4477d8423c69a93c55d840e02d9ba,1,credit_card,6,66.9
95fd5e469d8ce5093adeace50b5a4389,1,credit_card,1,60.86
96123b9ae5a9cdfd4efe5fe402a94675,1,boleto,1,149.54
966f96af9d189dc428ff04ebbca821b8,1,credit_card,3,142.34
96867881a8d245ffae18dd2f1c4898d2,1,credit_card,8,255.75
96caf486ad384c707d860dbb4e519794,1,credit_card,6,116.16
96e60a8b7fe4d9cd4f5ef7f3399a502b,1,credit_card,2,317.0
9758e655b4d2fca01c69a4dde9d4fb5b,1,credit_card,6,134.6
9786c52ca3e1ed1ef3ba5c65941627f0,1,credit_card,10,169.9
97d2f8fe76f2f253b8291e17b5383884,1,credit_card,10,401.19
97df4160390cf20ee63b032b5a93d0e2,1,credit_card,1,203.73
984d046c833232079162e22c7ef8c15d,1,credit_card,8,451.03
985db56d4cabd2577d0960194dd2cd5a,1,credit_card,8,154.29
98750f114ae6088d04ea0d3cfe3f137f,1,boleto,1,24.52
98974b076b01553d49ee6467905675a7,1,credit_card,6,121.13
98beb6d036255a151fd6d5000ad66da8,1,boleto,1,72.6
9980c5519e01cc5a1c1c35bd247bb499,1,credit_card,10,216.6
99a4238f13a11d486a5eabe5c8b1a1ab,1,credit_card,1,58.05
99c0817d6ecd5fe55d21540917f1f5f9,1,credit_card,1,64.1
99d3df1714b20b9eb9734e731927379a,1,credit_card,10,319.09
99e3f90c535337b45eace6f8a8a9400f,1,credit_card,4,95.0
9a3e437ab219133c20a7033be9087edf,1,credit_card,3,164.21
9a4ae4d5c3a3dabdf42e5d7ec4203ed2,1,credit_card,10,197.91
9a75a775d17d37cd19193fe02c3f21de,1,boleto,1,424.04
9aa3197e4887919fde0307fc23601d7a,1,credit_card,3,34.62
9b2e5e7107f9b0d28873782803e01ecd,1,credit_card,3,54.06
9b42f8813f6bfa620e0c91a4e132f2c0,1,credit_card,2,63.12
9b42f8813f6bfa620e0c91a4e132f2c0,2,credit_card,2,63.25
9b91ddcbd6cbceb83d4fd2462ca1f95e,1,boleto,1,19.62
9bd5312d12f48b04a460f702baff3d8c,1,credit_card,5,221.84
9c0b834fc89f4dd70679baffe8bed38e,1,credit_card,2,186.46
9c54a1816e487456bb7eb5082b9823ff,1,credit_card,1,2.01
9c54a1816e487456bb7eb5082b9823ff,2,voucher,1,14.6
9c54a1816e487456bb7eb5082b9823ff,3,voucher,1,14.6
9c54a1816e487456bb7eb5082b9823ff,4,voucher,1,14.2
9c54a1816e487456bb7eb5082b9823ff,5,voucher,1,9.37
9c54a1816e487456bb7eb5082b9823ff,6,voucher,1,17.95
9c54a1816e487456bb7eb5082b9823ff,7,voucher,1,4.82
9c54a1816e487456bb7eb5082b9823ff,8,voucher,1,8.57
9d00e5dd1d0a6dc258a09e9c90854357,1,boleto,1,16.62
9d34d5659dfa39b38d29bfcf0c85ead9,1,credit_card,1,49.52
9d57e7a9c3dae94772187f73e97d9854,1,credit_card,1,83.07
9d664ec86be69d869bb6870294c4fdd8,1,credit_card,10,204.38
9d6f552c9b731d52bb9c9b6051ddf5a2,1,boleto,1,56.6
9dc6746a8f29fafaa637f2239a9f3d28,1,credit_card,10,875.96
9e1b7a7d17aa42da16ee605b5fee2e0a,1,credit_card,3,239.64
9edaabce3c4beef5432b6327ade4109b,1,credit_card,5,218.3
9ee391a01004a9f330f16ebf9f7f0966,1,boleto,1,137.99
9fb6e7ca3a34e0500eb810d98b00b81d,1,credit_card,1,476.34
a01cc79e3afbac4a52ce1d528080e438,1,boleto,1,28.46
a041155864e5141116458291313b35c2,1,credit_card,6,117.86
a08d1f4b300c3d7ec52f5f9a74234eca,1,credit_card,1,57.06
a1597cc7eca8c8d095e5de327444d9d0,1,boleto,1,63.67
a15df161654da3f47c2984ffd7764920,1,credit_card,5,78.0
a241bea87dcdd0160ca94ebdba5bdbb9,1,credit_card,5,297.35
a2c7b8f8a4fe1bc4a8f4e30a5311861d,1,boleto,1,74.49
a2db088616f079ceb7a0e856f8a741ca,1,boleto,1,30.86
a3d1ef2562cf71542edfed06c1a7b6c8,1,boleto,1,115.27
a41c8759fbe7aab36ea07e038b2d4465,1,boleto,1,53.73
a47c6e02b84d8dea0ec21748a611293e,1,boleto,1,107.9
a503ed3639b58426f15f719d61bfe408,1,credit_card,4,234.59
a50d16f8c24acdc0c3d2fe0af2cd5c87,1,credit_card,4,210.08
a52e6fa2d7c6ecaf73ff5f7f10438339,1,credit_card,10,233.97
a6475bb7a50387e3c665534e15bd40ac,1,boleto,1,659.41
a68667474430fadbcfc1bfbb9e2adc0b,1,boleto,1,32.77
a68ce1686d536ca72bd2dadc4b8671e5,1,boleto,1,77.73
a6cd683d4bd3b9b1f0aa37b27f8116d3,1,credit_card,6,609.9
a6dfab363a9e239287c4b1e3c275fb93,1,boleto,1,336.56
a6e307f50d1a494a1ad373af7a748e1d,1,boleto,1,119.39
a73a38a5eeac4ab94ef2bcbd90f92e43,1,credit_card,1,29.2
a74a1bb28cb0ae0a239270f8e3a85cdf,1,credit_card,1,32.47
a7765f04ecc5f2e0683f08a97ee8174e,1,credit_card,2,82.9
a8305d2dfd60042d6000b3de3bc533a3,1,credit_card,1,74.18
a87f63f16c37c383775f476c6f22b635,1,credit_card,1,45.78
a8846701b9f3e21e64c9062ed3f4dfd7,1,credit_card,3,96.23
a89b268d1a28bab0770e650f25232b06,1,boleto,1,34.86
a8c3f65a43b2e956cbfca10db4300853,1,credit_card,9,196.27
a8f7a1d76c02dc4a7c5177aee8c2b02c,1,credit_card,10,236.9
a909c24a30d5a05204ecb7ef3f11e321,1,credit_card,2,237.97
a9506e4af5c19ca12362961efdefb20d,1,credit_card,1,34.86
a9a93c428c6103f2151bb63a1d32a520,1,credit_card,10,160.67
a9ad904bde6787e355771489eef73012,1,boleto,1,257.08
a9fc3ae13c740ad46532fd50b61c69d5,1,credit_card,3,34.42
aa04ef5214580b06b10e2a378300db44,1,credit_card,5,139.43
aa04ef5214580b06b10e2a378300db44,2,voucher,1,250.0
aa4f1c4318226e2f86adeb5578d8726b,1,debit_card,1,138.49
aa58df9711205e09b4ef6d704db7871e,1,credit_card,10,619.46
aa799c67bfe59b0de24f6db1dc1b776e,1,credit_card,8,240.4
aa830d74d3e7d4a392cb7eac51a9c719,1,credit_card,6,104.3
aac01d5ce6fab5aa0e191d71aedbaa3c,1,credit_card,4,47.68
aac01d5ce6fab5aa0e191d71aedbaa3c,2,voucher,1,5.82
ab0c90a5da04e0132ea07c113bedec0d,1,credit_card,3,77.52
ab8e5f9b860cd703f5f647200c2c7b58,1,credit_card,1,35.42
aba7884f1a6e6e52b774eb7654651325,1,credit_card,6,685.69
abbbf52551bc34cd52a7851c06dfca90,1,boleto,1,239.48
abef8b5d0f7fa066c7473db7d650c870,1,credit_card,1,452.72
abfb34ed11820c7247adfb30fe5bb7ae,1,credit_card,4,371.05
ac00d3859c095d282f6bef69e0ed1b38,1,credit_card,2,89.16
ac2b7c522d811acba0aa270ed3e112e4,1,credit_card,10,315.24
acb3a4ba3d4d4b0c57cd93736fa61558,1,credit_card,10,144.0
acc3d4031cbd2f28ac6b5b71427a054c,1,credit_card,2,130.75
acf83f0e8fb878cb25197344426ed10b,1,boleto,1,663.93
ad1aeeb1a99c9f021e38a49865bb812c,1,boleto,1,625.2
ad818323f40e1a353eb3a3874d138c51,1,credit_card,2,191.4
adebb4dfc650b98f7c7e38bb11cb0aa9,1,credit_card,1,52.9
ae0913baa54f18027667d8049c36fde2,1,boleto,1,173.4
ae25aaffc9b89e8519bb9b5aa59cc8ef,1,credit_card,2,155.42
ae8a60e4b03c5a4ba9ca0672c164b181,1,credit_card,2,154.57
ae917963181c56c14f8d0e873b1588ac,1,boleto,1,406.14
aef214f769de82d355c5d2ab49e15891,1,credit_card,2,47.54
af9cf6a8b011e9fea2be4c295942e58b,1,credit_card,10,104.65
b017dafe7c59c8aaf92ab3fa1ca54d78,1,credit_card,2,141.52
b04bd4e0a1a21fef81b1f24f6fb81c08,1,boleto,1,143.78
b063bf13bfec7c847d7a6bdb54554c00,1,credit_card,10,104.79
b08dfa6db006194a07108b6ff6330313,1,credit_card,2,81.0
b0cfee6ce5503781be6004e0e31e4309,1,credit_card,1,116.17
b0f913cb83681e8a8563b96b641b3e1b,1,voucher,1,13.51
b0f913cb83681e8a8563b96b641b3e1b,2,voucher,1,9.05
b0f913cb83681e8a8563b96b641b3e1b,3,voucher,1,6.82
b0f913cb83681e8a8563b96b641b3e1b,4,voucher,1,32.0
b0f913cb83681e8a8563b96b641b3e1b,5,voucher,1,25.01
b0f913cb83681e8a8563b96b641b3e1b,6,voucher,1,5.56
b0f913cb83681e8a8563b96b641b3e1b,7,voucher,1,79.96
b0f913cb83681e8a8563b96b641b3e1b,8,voucher,1,24.55
b0f913cb83681e8a8563b96b641b3e1b,9,voucher,1,6.42
b0f913cb83681e8a8563b96b641b3e1b,10,voucher,1,16.67
b0f913cb83681e8a8563b96b641b3e1b,11,voucher,1,8.35
b157079a62d77688a0f66043aa1f0306,1,credit_card,1,34.91
b157079a62d77688a0f66043aa1f0306,2,voucher,1,100.0
b174fa32929e4af3622213e835cfa84a,1,boleto,1,151.37
b19169c7cb8391fb8561e094d61c531a,1,credit_card,10,129.03
b1d88d1e4179448cac98b8d433e23316,1,boleto,1,107.37
b23dfa1c97d08f8d2017e85dbdc5b1aa,1,credit_card,10,710.0
b2f92b2f7047cd8b35580d629d7b3bfb,1,credit_card,1,31.21
b2f92b2f7047cd8b35580d629d7b3bfb,2,voucher,1,20.0
b2f92b2f7047cd8b35580d629d7b3bfb,3,voucher,1,20.0
b330d4bdde86ff11a726ee57dd2a7d75,1,credit_card,3,266.11
b34d8ec665f905d3c7583b291f54b605,1,boleto,1,44.9
b379b3d63e1948d3692990c4e0a5adc8,1,credit_card,1,86.03
b3a60e4531d82485b6ed7c49ba266c66,1,credit_card,3,173.0
b3aa45b7ba0f950a1b163a9f85f613de,1,credit_card,1,60.52
b42efbd88abf3882f91928b08cf74d6f,1,boleto,1,113.86
b44d71edad65f41824d2e177470ef8f6,1,credit_card,4,61.64
b4924647a0523d99010023d68b76c18d,1,voucher,1,149.99
b49998737b7359ebe1b64b0b7ffb20f6,1,credit_card,3,36.82
b4a600b2f7cc0efe40a086465eca8799,1,credit_card,8,709.93
b4d81b7ba0a5e97d9b77104dc0f3b82d,1,credit_card,1,169.99
b4e9e179195a7cee910bf458c5b6e01e,1,credit_card,1,99.67
b533dea24ada4dc5c1a9041d25d7c812,1,boleto,1,30.42
b582532527260a8be949eac9f4d0ccff,1,boleto,1,76.51
b5c037cf61074d84c0a994fa0d024064,1,credit_card,8,387.5
b5d124183f47ec6adf54b1cfc3e445f8,1,credit_card,1,44.01
b5eeec1b045b05d3e3010ef57120a8dc,1,credit_card,1,15.78
b5eeec1b045b05d3e3010ef57120a8dc,2,voucher,1,20.84
b626a11507dbce56f74a5b1b1a6af615,1,credit_card,3,37.95
b6e5aa946acc4e29e7069510f28a0bce,1,boleto,1,169.23
b7026ba7432929d99880463305b8ce98,1,credit_card,5,162.6
b782d486ebb05fdf0ba6ec05652f704f,1,boleto,1,1837.16
b79559dba6909e4d8ac0ddf501a99f14,1,debit_card,1,44.66
b7ae7c643ef9274727f48dcb0ba08593,1,boleto,1,64.42
b8297ee8722ce94cc9a2e9263124cd36,1,credit_card,4,45.57
b866af202be0692766081310cd4085e1,1,credit_card,8,206.65
b88cd65e1d90bf6e185bf9b6f0b614cd,1,credit_card,4,40.86
b8a4cbf978ddb7ef0264c480a122329f,1,credit_card,1,15.71
b8b9d7046c083150cb5360b83a8ebb51,1,credit_card,3,119.79
b9581bf1b646f4fc021b131e1ca4d034,1,credit_card,1,77.54
b95a0a8bd30aece4e94e81f0591249d8,1,boleto,1,19.62
b95b454428554b28f33786b07e41edc4,1,credit_card,1,97.9
b96f5299909903eedc435d396f90f726,1,credit_card,8,1323.3
b9b51e569a2e79970555eb81107eb369,1,credit_card,1,57.51
ba3d713d46b9dadf35bf0ab911b06408,1,credit_card,1,85.6
ba78eeba3ae33579487bedc08dce96be,1,credit_card,3,302.58
bab0a62e41a5f0abc7f04989cdd7a6fd,1,credit_card,2,221.85
bb0ef554fe35f069cb84d62115f885f0,1,credit_card,2,108.0
bb2dfe6031f35f7abc9a3c7dad5e4467,1,credit_card,8,651.84
bb448c2c512a6883aa2a26cb57b6cf4a,1,credit_card,10,138.35
bb9fd560a08ca7403789dedaca85da14,1,credit_card,3,217.3
bbcec25aefec973dfa1b9499147fdf76,1,credit_card,2,425.07
bbf0608a4772666602f2fe57fe81742e,1,voucher,1,64.87
bbf0608a4772666602f2fe57fe81742e,2,voucher,1,58.61
bc0e0c28cbe995798d3afb7c7c75d269,1,credit_card,10,1423.55
bc7bc14f585b1879f63e89cb0e4cfa17,1,boleto,1,139.53
bcb093f60b7e48f285bf92f681e65651,1,boleto,1,101.14
bcbc0973414b1dd97555e6f8e9713cfa,1,credit_card,3,383.24
bd2623f3663c5daa3f89e6b527fd49da,1,credit_card,4,40.86
bd50a7fe9fd97ea4b7663031a319e150,1,credit_card,1,19.62
bd726a1bcd046edd7019cee8a66245f7,1,boleto,1,449.65
bda31774eda0320ee68c33da94027e4d,1,credit_card,10,146.01
bdf4423bf60eac03b6786ebd0e507cc1,1,credit_card,2,41.93
be09f109e6aa72ccad1f72f521f8d525,1,credit_card,1,128.0
