product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
ca38c039b717207dec906f4fa9a21db7,beleza_saude,53,3734,5,538,23,12,34
cac8035fdb858496d8e1b60ba8907d24,consoles_games,63,1099,2,4700,40,30,30
cce61e7ab409679afd6ba99a47349582,moveis_decoracao,54,351,1,600,35,10,35
cd23f8469a90c62d99eb9bf8ad74fed1,moveis_decoracao,63,443,1,4000,45,15,35
cd2c03056720c7de4d6a59c1167bdee0,fashion_bolsas_e_acessorios,50,554,3,100,16,5,11
cef211702e18d39ca1a4b6d2d6580c0d,eletroportateis,38,566,1,1200,35,35,35
cf1d8e226162a1d0ad61f29b7ed72d82,market_place,53,1377,2,250,18,8,18
cf78006a2a6b0429b9663edd99bb38f9,moveis_decoracao,49,399,1,1900,28,19,21
cfd43c5e600d45ac029357406b05dd82,climatizacao,46,317,1,5333,38,38,27
d05d900323cc6f68c3de5ad56d8d63e3,moveis_decoracao,60,362,1,2100,40,10,30
d0ae5110da1575c15853f122de459f4b,beleza_saude,63,2472,1,1400,16,16,15
d0b92134fa97a1ead038775a821847ea,moveis_decoracao,47,1048,1,400,35,7,27
d12a5178024ccefb3582170a9ab45a0d,cool_stuff,44,422,4,3288,25,45,25
d26580768894ea0cdc9f19dc672956c2,utilidades_domesticas,44,586,3,3950,42,14,22
d2998d7ced12f83f9b832f33cf6507b6,bebes,32,561,1,500,18,18,18
d32c445df9d36f1cdfc915ed14ee44cd,moveis_decoracao,52,1111,5,1600,35,13,35
d38001d747d4cd832d1ceb2c2d3ca15d,moveis_decoracao,30,1466,2,1700,38,25,33
d38b73f9519632415b56acb83abc77fa,utilidades_domesticas,54,620,3,1900,47,11,25
d48e56be99464cbf285a9da17f618165,moveis_decoracao,54,584,1,1200,33,8,23
d4a8ab90e626911fa92af68c07228390,moveis_decoracao,59,438,1,1000,30,4,20
d51e0a7f437c0d14f560082ed007fd85,perfumaria,36,47,1,210,17,11,14
d5448c89ef7dc8228e12ae75e180ba74,telefonia,44,101,1,100,20,20,20
d54a7e69c3102b38b13952aeae0bc8f3,moveis_decoracao,58,372,1,400,37,15,27
d5889e40a08a57aff04de227408ed197,moveis_decoracao,46,696,2,1100,30,6,32
d5f4f441812a9a67cf8fa6d6019192c8,beleza_saude,51,1540,1,1700,20,15,15
d6f3bd7b1fc04fb1a2effb51ae44ab17,consoles_games,47,348,4,400,19,7,17
d8c365a069853295a82caf595c2c8c8d,moveis_quarto,55,1931,1,200,16,2,11
d984b9203bd56960bbdda0bb7f05f781,fashion_bolsas_e_acessorios,31,162,6,150,16,16,11
d9894482fba41f536a273ba2276d951f,market_place,62,310,2,600,20,14,20
db7a58cce179f80f562fb714ceee9319,bebes,51,132,1,1260,36,8,30
db9c09ef2fa2590a7ca12480603396aa,bebes,42,1183,1,200,16,2,11
dbd024d4182504993ad1e3cd2ee9d9e9,automotivo,38,231,3,100,17,17,17
dc82d7e8f99966cb4c641f7ea5590eaf,bebes,63,60,1,200,30,20,30
dca18a6e2fb6da75092ed874094ed7b6,telefonia,62,340,1,300,13,8,10
dd6a505f83dd3c6326aa9856519e0978,brinquedos,43,623,5,200,16,7,11
ddc50b859563aa0b3d663559f3696690,moveis_escritorio,30,1343,1,11113,58,55,24
de6517dda8e49774f58c07f80abc8d7a,market_place,56,975,1,950,26,17,24
e00d2c49504aeaf7acdc9ff7cf8a6107,brinquedos,23,587,2,2079,30,27,24
e07fbd0969dcddca941b8c4adec498b1,cool_stuff,63,2263,1,200,16,3,13
e08d86e1c599e2373d95380ac9a3ccc8,ferramentas_jardim,54,926,8,5000,17,30,30
e095c986136fd680308f08bc98f20a53,cool_stuff,63,2662,2,300,17,26,12
e12685e3aebb14bb04c2b22992de81cd,moveis_decoracao,55,630,1,3300,35,35,35
e1772099adc6b03202a50a2aae5efb0c,brinquedos,38,314,2,400,36,18,27
e1ed3c28e40cbce2783e79eea79e8701,moveis_decoracao,57,241,1,1800,40,8,35
e24f73b7631ee3fbb2ab700a9acaa258,fashion_bolsas_e_acessorios,60,1118,6,2250,22,15,20
e2a1d45a73dc7f5a7f9236b043431b89,fashion_calcados,56,459,2,9000,16,5,33
e338f548cda0b52650b9acfd317a74db,fashion_bolsas_e_acessorios,40,444,4,150,16,5,20
e3ffa5b25f4a372e7ccf597b6ceb6c90,bebes,57,2049,2,600,65,11,11
e41a6ac2f57a273eb0d214c7cbab5db9,moveis_escritorio,56,1085,1,8975,35,52,36
e4e9fa024c5f014419b395452a41987c,esporte_lazer,59,355,1,3450,16,105,55
e4fe462cce9f36e312b869418a86bc3a,automotivo,41,126,1,9650,60,60,16
e500a9395078ba5b59387db0dbee0063,musica,60,1862,1,200,16,2,11
e7f5908a3c9844728d24e3322254b109,esporte_lazer,27,372,4,400,27,8,15
e7ffaa35a5caaca3366f5cc5705b5fb2,beleza_saude,40,428,2,1000,18,9,27
e96867993d08fadbc6f828871885f897,perfumaria,40,280,1,408,20,14,17
e9b3cf27d68caa64832c4a7c460abcb9,market_place,43,1373,3,1200,40,10,30
e9eebb8e8ba0fadb9020f8ba1c003b48,perfumaria,36,210,1,541,21,15,16
eb6b6f708fb1a57720d0734f30c3b31e,esporte_lazer,63,1436,3,1900,70,14,17
eb7172d8a3c64298d2d767f6603c231e,brinquedos,51,296,2,250,23,11,22
eba7488e1c67729f045ab43fac426f2e,perfumaria,43,259,1,610,22,14,16
ebb4faacc3b7ade065ff47901900c4e7,esporte_lazer,46,679,1,5350,55,15,43
ec1600d8f15b93ce3e402f522696a18c,beleza_saude,24,407,6,20200,90,60,20
ecac086eca2f806295b1f43b4f6ca119,fashion_roupa_feminina,40,1628,2,600,60,60,15
ecf23a6c1689e2bed38171ececac6138,utilidades_domesticas,56,1688,4,1700,16,17,17
f07ef9dd6e2d9a366ff30a25e210be70,telefonia_fixa,53,1021,2,900,20,20,20
f0af7ec9760e53f21277444f32ee3308,moveis_decoracao,59,205,1,1300,40,10,34
f0f3c686ec837b27ec9da08762d85317,automotivo,41,353,2,200,25,42,25
f27f3e8b4b3836e4d6cd756dfb83e750,esporte_lazer,48,1322,2,550,26,16,21
f293394c72c9b5fafd7023301fc21fc2,moveis_decoracao,41,754,3,1800,32,6,28
f32af0a8b0bcb05b60f05e8907ad8866,moveis_decoracao,59,325,3,400,16,2,11
f3412532ea4da687eaa6943639812bc3,fraldas_higiene,49,1151,8,700,35,7,29
f38ce47371f868581f8c2df4ffa47fb6,esporte_lazer,63,1244,2,28500,105,65,25
f3c2d01a84c947b078e32bbef0718962,telefonia,42,381,1,700,25,2,25
f3dd572f31692bb5b6ab21d2af0673b1,cool_stuff,56,730,1,2550,35,28,22
f422d0d9f8b5f7c27289382b14b61248,brinquedos,63,361,3,1800,38,12,35
f436a5130457df6b73cdb2c12a90ea2b,moveis_decoracao,51,498,1,2500,30,30,30
f4d18451e6c35980e6898e36dfd6fb55,cama_mesa_banho,53,392,1,900,45,15,35
f5d8f4fbc70ca2a0038b9a0010ed5cb0,fashion_bolsas_e_acessorios,64,1710,1,200,16,2,11
f6fe388c9bfc145a2790437f1e4888d9,fashion_roupa_masculina,53,1434,2,300,16,2,11
f7b6ca5735bfd052e73fa0b776070112,eletronicos,59,694,2,175,21,2,15
f9bb291280bceedf7840b89e1e75b89c,moveis_decoracao,57,113,11,2400,40,8,35
f9bcf9d8e89d012d7dc24fe4de0abd80,informatica_acessorios,36,398,1,900,28,18,14
faa268ecc8a8434cb4ebee091b3222d6,eletronicos,48,2276,4,1800,55,20,45
fb01a5fc09b9b9563c2ee41a22f07d54,consoles_games,33,912,2,1500,33,25,11
fb060ad9a8625b626189641799bccf89,esporte_lazer,63,569,3,275,24,8,12
fb21cbf5cf37c8282a583cf8b6e770dc,beleza_saude,63,3900,1,700,16,16,15
fd37eb547d2c63b60bcefd68951ee54d,moveis_decoracao,55,238,1,2700,50,12,40
fd440fd792fd8a4b681f1eb258c25445,moveis_decoracao,54,573,1,1200,33,8,23
fd7fd78fd3cbc1b0a6370a7909c0a629,esporte_lazer,39,518,1,400,16,16,16
fd8a5b9a8a79d7ba0739d69be5dc5aa1,relogios_presentes,44,394,3,850,17,13,15
fdcd8c17805ad801a924cf11272a2834,esporte_lazer,46,1027,5,2050,90,8,15
fe7976532777922f0d60261e75f7ad36,telefonia,55,364,4,150,16,4,13
fe95eb948375116da759c8ef60295001,cama_mesa_banho,58,556,1,800,45,15,35
