date_id,full_date,year,quarter,month,month_name,week,day,day_of_week,day_name,is_weekend
20170822,2017-08-22,2017,3,8,August,34,22,2,Tuesday,false
20170821,2017-08-21,2017,3,8,August,34,21,1,Monday,false
20170820,2017-08-20,2017,3,8,August,33,20,0,Sunday,true
20170819,2017-08-19,2017,3,8,August,33,19,6,Saturday,true
20170818,2017-08-18,2017,3,8,August,33,18,5,Friday,false
20170817,2017-08-17,2017,3,8,August,33,17,4,Thursday,false
20170816,2017-08-16,2017,3,8,August,33,16,3,Wednesday,false
20170815,2017-08-15,2017,3,8,August,33,15,2,Tuesday,false
20170814,2017-08-14,2017,3,8,August,33,14,1,Monday,false
20170813,2017-08-13,2017,3,8,August,32,13,0,Sunday,true
20170812,2017-08-12,2017,3,8,August,32,12,6,Saturday,true
20170811,2017-08-11,2017,3,8,August,32,11,5,Friday,false
20170810,2017-08-10,2017,3,8,August,32,10,4,Thursday,false
20170809,2017-08-09,2017,3,8,August,32,9,3,Wednesday,false
20170808,2017-08-08,2017,3,8,August,32,8,2,Tuesday,false
20170807,2017-08-07,2017,3,8,August,32,7,1,Monday,false
20170806,2017-08-06,2017,3,8,August,31,6,0,Sunday,true
20170805,2017-08-05,2017,3,8,August,31,5,6,Saturday,true
20170804,2017-08-04,2017,3,8,August,31,4,5,Friday,false
20170803,2017-08-03,2017,3,8,August,31,3,4,Thursday,false
20170802,2017-08-02,2017,3,8,August,31,2,3,Wednesday,false
20170801,2017-08-01,2017,3,8,August,31,1,2,Tuesday,false
20170731,2017-07-31,2017,3,7,July,31,31,1,Monday,false
20170730,2017-07-30,2017,3,7,July,30,30,0,Sunday,true
20170729,2017-07-29,2017,3,7,July,30,29,6,Saturday,true
20170728,2017-07-28,2017,3,7,July,30,28,5,Friday,false
20170727,2017-07-27,2017,3,7,July,30,27,4,Thursday,false
20170726,2017-07-26,2017,3,7,July,30,26,3,Wednesday,false
20170725,2017-07-25,2017,3,7,July,30,25,2,Tuesday,false
20170724,2017-07-24,2017,3,7,July,30,24,1,Monday,false
20170723,2017-07-23,2017,3,7,July,29,23,0,Sunday,true
20170722,2017-07-22,2017,3,7,July,29,22,6,Saturday,true
20170721,2017-07-21,2017,3,7,July,29,21,5,Friday,false
20170720,2017-07-20,2017,3,7,July,29,20,4,Thursday,false
20170719,2017-07-19,2017,3,7,July,29,19,3,Wednesday,false
20170718,2017-07-18,2017,3,7,July,29,18,2,Tuesday,false
20170717,2017-07-17,2017,3,7,July,29,17,1,Monday,false
20170716,2017-07-16,2017,3,7,July,28,16,0,Sunday,true
20170715,2017-07-15,2017,3,7,July,28,15,6,Saturday,true
20170714,2017-07-14,2017,3,7,July,28,14,5,Friday,false
20170713,2017-07-13,2017,3,7,July,28,13,4,Thursday,false
20170712,2017-07-12,2017,3,7,July,28,12,3,Wednesday,false
20170711,2017-07-11,2017,3,7,July,28,11,2,Tuesday,false
20170710,2017-07-10,2017,3,7,July,28,10,1,Monday,false
20170709,2017-07-09,2017,3,7,July,27,9,0,Sunday,true
20170708,2017-07-08,2017,3,7,July,27,8,6,Saturday,true
20170707,2017-07-07,2017,3,7,July,27,7,5,Friday,false
20170706,2017-07-06,2017,3,7,July,27,6,4,Thursday,false
20170705,2017-07-05,2017,3,7,July,27,5,3,Wednesday,false
20170704,2017-07-04,2017,3,7,July,27,4,2,Tuesday,false
20170703,2017-07-03,2017,3,7,July,27,3,1,Monday,false
20170702,2017-07-02,2017,3,7,July,26,2,0,Sunday,true
20170701,2017-07-01,2017,3,7,July,26,1,6,Saturday,true
20170630,2017-06-30,2017,2,6,June,26,30,5,Friday,false
20170629,2017-06-29,2017,2,6,June,26,29,4,Thursday,false
20170628,2017-06-28,2017,2,6,June,26,28,3,Wednesday,false
20170627,2017-06-27,2017,2,6,June,26,27,2,Tuesday,false
20170626,2017-06-26,2017,2,6,June,26,26,1,Monday,false
20170625,2017-06-25,2017,2,6,June,25,25,0,Sunday,true
20170624,2017-06-24,2017,2,6,June,25,24,6,Saturday,true
20170623,2017-06-23,2017,2,6,June,25,23,5,Friday,false
20170622,2017-06-22,2017,2,6,June,25,22,4,Thursday,false
20170621,2017-06-21,2017,2,6,June,25,21,3,Wednesday,false
20170620,2017-06-20,2017,2,6,June,25,20,2,Tuesday,false
20170619,2017-06-19,2017,2,6,June,25,19,1,Monday,false
20170618,2017-06-18,2017,2,6,June,24,18,0,Sunday,true
20170617,2017-06-17,2017,2,6,June,24,17,6,Saturday,true
20170616,2017-06-16,2017,2,6,June,24,16,5,Friday,false
20170615,2017-06-15,2017,2,6,June,24,15,4,Thursday,false
20170614,2017-06-14,2017,2,6,June,24,14,3,Wednesday,false
20170613,2017-06-13,2017,2,6,June,24,13,2,Tuesday,false
20170612,2017-06-12,2017,2,6,June,24,12,1,Monday,false
20170611,2017-06-11,2017,2,6,June,23,11,0,Sunday,true
20170610,2017-06-10,2017,2,6,June,23,10,6,Saturday,true
20170609,2017-06-09,2017,2,6,June,23,9,5,Friday,false
20170608,2017-06-08,2017,2,6,June,23,8,4,Thursday,false
20170607,2017-06-07,2017,2,6,June,23,7,3,Wednesday,false
20170606,2017-06-06,2017,2,6,June,23,6,2,Tuesday,false
20170605,2017-06-05,2017,2,6,June,23,5,1,Monday,false
20170604,2017-06-04,2017,2,6,June,22,4,0,Sunday,true
20170603,2017-06-03,2017,2,6,June,22,3,6,Saturday,true
20170602,2017-06-02,2017,2,6,June,22,2,5,Friday,false
20170601,2017-06-01,2017,2,6,June,22,1,4,Thursday,false
20170531,2017-05-31,2017,2,5,May,22,31,3,Wednesday,false
20170530,2017-05-30,2017,2,5,May,22,30,2,Tuesday,false
20170529,2017-05-29,2017,2,5,May,22,29,1,Monday,false
20170528,2017-05-28,2017,2,5,May,21,28,0,Sunday,true
20170527,2017-05-27,2017,2,5,May,21,27,6,Saturday,true
20170526,2017-05-26,2017,2,5,May,21,26,5,Friday,false
20170525,2017-05-25,2017,2,5,May,21,25,4,Thursday,false
20170524,2017-05-24,2017,2,5,May,21,24,3,Wednesday,false
20170523,2017-05-23,2017,2,5,May,21,23,2,Tuesday,false
20170522,2017-05-22,2017,2,5,May,21,22,1,Monday,false
20170521,2017-05-21,2017,2,5,May,20,21,0,Sunday,true
20170520,2017-05-20,2017,2,5,May,20,20,6,Saturday,true
20170519,2017-05-19,2017,2,5,May,20,19,5,Friday,false
20170518,2017-05-18,2017,2,5,May,20,18,4,Thursday,false
20170517,2017-05-17,2017,2,5,May,20,17,3,Wednesday,false
20170516,2017-05-16,2017,2,5,May,20,16,2,Tuesday,false
20170515,2017-05-15,2017,2,5,May,20,15,1,Monday,false
20170514,2017-05-14,2017,2,5,May,19,14,0,Sunday,true
20170513,2017-05-13,2017,2,5,May,19,13,6,Saturday,true
20170512,2017-05-12,2017,2,5,May,19,12,5,Friday,false
20170511,2017-05-11,2017,2,5,May,19,11,4,Thursday,false
20170510,2017-05-10,2017,2,5,May,19,10,3,Wednesday,false
20170509,2017-05-09,2017,2,5,May,19,9,2,Tuesday,false
20170508,2017-05-08,2017,2,5,May,19,8,1,Monday,false
20170507,2017-05-07,2017,2,5,May,18,7,0,Sunday,true
20170506,2017-05-06,2017,2,5,May,18,6,6,Saturday,true
20170505,2017-05-05,2017,2,5,May,18,5,5,Friday,false
20170504,2017-05-04,2017,2,5,May,18,4,4,Thursday,false
20170503,2017-05-03,2017,2,5,May,18,3,3,Wednesday,false
20170502,2017-05-02,2017,2,5,May,18,2,2,Tuesday,false
20170501,2017-05-01,2017,2,5,May,18,1,1,Monday,false
20170430,2017-04-30,2017,2,4,April,17,30,0,Sunday,true
20170429,2017-04-29,2017,2,4,April,17,29,6,Saturday,true
20170428,2017-04-28,2017,2,4,April,17,28,5,Friday,false
20170427,2017-04-27,2017,2,4,April,17,27,4,Thursday,false
20170426,2017-04-26,2017,2,4,April,17,26,3,Wednesday,false
20170425,2017-04-25,2017,2,4,April,17,25,2,Tuesday,false
20170424,2017-04-24,2017,2,4,April,17,24,1,Monday,false
20170423,2017-04-23,2017,2,4,April,16,23,0,Sunday,true
20170422,2017-04-22,2017,2,4,April,16,22,6,Saturday,true
20170421,2017-04-21,2017,2,4,April,16,21,5,Friday,false
20170420,2017-04-20,2017,2,4,April,16,20,4,Thursday,false
20170419,2017-04-19,2017,2,4,April,16,19,3,Wednesday,false
20170418,2017-04-18,2017,2,4,April,16,18,2,Tuesday,false
20170417,2017-04-17,2017,2,4,April,16,17,1,Monday,false
20170416,2017-04-16,2017,2,4,April,15,16,0,Sunday,true
20170415,2017-04-15,2017,2,4,April,15,15,6,Saturday,true
20170414,2017-04-14,2017,2,4,April,15,14,5,Friday,false
20170413,2017-04-13,2017,2,4,April,15,13,4,Thursday,false
20170412,2017-04-12,2017,2,4,April,15,12,3,Wednesday,false
20170411,2017-04-11,2017,2,4,April,15,11,2,Tuesday,false
20170410,2017-04-10,2017,2,4,April,15,10,1,Monday,false
20170409,2017-04-09,2017,2,4,April,14,9,0,Sunday,true
20170408,2017-04-08,2017,2,4,April,14,8,6,Saturday,true
20170407,2017-04-07,2017,2,4,April,14,7,5,Friday,false
20170406,2017-04-06,2017,2,4,April,14,6,4,Thursday,false
20170405,2017-04-05,2017,2,4,April,14,5,3,Wednesday,false
20170404,2017-04-04,2017,2,4,April,14,4,2,Tuesday,false
20170403,2017-04-03,2017,2,4,April,14,3,1,Monday,false
20170402,2017-04-02,2017,2,4,April,13,2,0,Sunday,true
20170401,2017-04-01,2017,2,4,April,13,1,6,Saturday,true
20170331,2017-03-31,2017,1,3,March,13,31,5,Friday,false
20170330,2017-03-30,2017,1,3,March,13,30,4,Thursday,false
20170329,2017-03-29,2017,1,3,March,13,29,3,Wednesday,false
20170328,2017-03-28,2017,1,3,March,13,28,2,Tuesday,false
20170327,2017-03-27,2017,1,3,March,13,27,1,Monday,false
20170326,2017-03-26,2017,1,3,March,12,26,0,Sunday,true
20170325,2017-03-25,2017,1,3,March,12,25,6,Saturday,true
20170324,2017-03-24,2017,1,3,March,12,24,5,Friday,false
20170323,2017-03-23,2017,1,3,March,12,23,4,Thursday,false
20170322,2017-03-22,2017,1,3,March,12,22,3,Wednesday,false
20170321,2017-03-21,2017,1,3,March,12,21,2,Tuesday,false
20170320,2017-03-20,2017,1,3,March,12,20,1,Monday,false
20170319,2017-03-19,2017,1,3,March,11,19,0,Sunday,true
20170318,2017-03-18,2017,1,3,March,11,18,6,Saturday,true
20170317,2017-03-17,2017,1,3,March,11,17,5,Friday,false
20170316,2017-03-16,2017,1,3,March,11,16,4,Thursday,false
20170315,2017-03-15,2017,1,3,March,11,15,3,Wednesday,false
20170314,2017-03-14,2017,1,3,March,11,14,2,Tuesday,false
20170313,2017-03-13,2017,1,3,March,11,13,1,Monday,false
20170312,2017-03-12,2017,1,3,March,10,12,0,Sunday,true
20170311,2017-03-11,2017,1,3,March,10,11,6,Saturday,true
20170310,2017-03-10,2017,1,3,March,10,10,5,Friday,false
20170309,2017-03-09,2017,1,3,March,10,9,4,Thursday,false
20170308,2017-03-08,2017,1,3,March,10,8,3,Wednesday,false
20170307,2017-03-07,2017,1,3,March,10,7,2,Tuesday,false
20170306,2017-03-06,2017,1,3,March,10,6,1,Monday,false
20170305,2017-03-05,2017,1,3,March,9,5,0,Sunday,true
20170304,2017-03-04,2017,1,3,March,9,4,6,Saturday,true
20170303,2017-03-03,2017,1,3,March,9,3,5,Friday,false
20170302,2017-03-02,2017,1,3,March,9,2,4,Thursday,false
20170301,2017-03-01,2017,1,3,March,9,1,3,Wednesday,false
20170228,2017-02-28,2017,1,2,February,9,28,2,Tuesday,false
20170227,2017-02-27,2017,1,2,February,9,27,1,Monday,false
20170226,2017-02-26,2017,1,2,February,8,26,0,Sunday,true
20170225,2017-02-25,2017,1,2,February,8,25,6,Saturday,true
20170224,2017-02-24,2017,1,2,February,8,24,5,Friday,false
20170223,2017-02-23,2017,1,2,February,8,23,4,Thursday,false
20170222,2017-02-22,2017,1,2,February,8,22,3,Wednesday,false
20170221,2017-02-21,2017,1,2,February,8,21,2,Tuesday,false
20170220,2017-02-20,2017,1,2,February,8,20,1,Monday,false
20170219,2017-02-19,2017,1,2,February,7,19,0,Sunday,true
20170218,2017-02-18,2017,1,2,February,7,18,6,Saturday,true
20170217,2017-02-17,2017,1,2,February,7,17,5,Friday,false
20170216,2017-02-16,2017,1,2,February,7,16,4,Thursday,false
20170215,2017-02-15,2017,1,2,February,7,15,3,Wednesday,false
20170214,2017-02-14,2017,1,2,February,7,14,2,Tuesday,false
20170213,2017-02-13,2017,1,2,February,7,13,1,Monday,false
20170212,2017-02-12,2017,1,2,February,6,12,0,Sunday,true
20170211,2017-02-11,2017,1,2,February,6,11,6,Saturday,true
20170210,2017-02-10,2017,1,2,February,6,10,5,Friday,false
20170209,2017-02-09,2017,1,2,February,6,9,4,Thursday,false
20170208,2017-02-08,2017,1,2,February,6,8,3,Wednesday,false
20170207,2017-02-07,2017,1,2,February,6,7,2,Tuesday,false
20170206,2017-02-06,2017,1,2,February,6,6,1,Monday,false
20170205,2017-02-05,2017,1,2,February,5,5,0,Sunday,true
20170204,2017-02-04,2017,1,2,February,5,4,6,Saturday,true
20170203,2017-02-03,2017,1,2,February,5,3,5,Friday,false
20170202,2017-02-02,2017,1,2,February,5,2,4,Thursday,false
20170201,2017-02-01,2017,1,2,February,5,1,3,Wednesday,false
20170131,2017-01-31,2017,1,1,January,5,31,2,Tuesday,false
20170130,2017-01-30,2017,1,1,January,5,30,1,Monday,false
20170129,2017-01-29,2017,1,1,January,4,29,0,Sunday,true
20170128,2017-01-28,2017,1,1,January,4,28,6,Saturday,true
20170127,2017-01-27,2017,1,1,January,4,27,5,Friday,false
20170126,2017-01-26,2017,1,1,January,4,26,4,Thursday,false
20170125,2017-01-25,2017,1,1,January,4,25,3,Wednesday,false
20170124,2017-01-24,2017,1,1,January,4,24,2,Tuesday,false
20170123,2017-01-23,2017,1,1,January,4,23,1,Monday,false
20170122,2017-01-22,2017,1,1,January,3,22,0,Sunday,true
20170121,2017-01-21,2017,1,1,January,3,21,6,Saturday,true
20170120,2017-01-20,2017,1,1,January,3,20,5,Friday,false
20170119,2017-01-19,2017,1,1,January,3,19,4,Thursday,false
20170118,2017-01-18,2017,1,1,January,3,18,3,Wednesday,false
20170117,2017-01-17,2017,1,1,January,3,17,2,Tuesday,false
20170116,2017-01-16,2017,1,1,January,3,16,1,Monday,false
20170115,2017-01-15,2017,1,1,January,2,15,0,Sunday,true
20170114,2017-01-14,2017,1,1,January,2,14,6,Saturday,true
20170113,2017-01-13,2017,1,1,January,2,13,5,Friday,false
20170112,2017-01-12,2017,1,1,January,2,12,4,Thursday,false
20170111,2017-01-11,2017,1,1,January,2,11,3,Wednesday,false
20170110,2017-01-10,2017,1,1,January,2,10,2,Tuesday,false
20170109,2017-01-09,2017,1,1,January,2,9,1,Monday,false
20170108,2017-01-08,2017,1,1,January,1,8,0,Sunday,true
20170107,2017-01-07,2017,1,1,January,1,7,6,Saturday,true
20170106,2017-01-06,2017,1,1,January,1,6,5,Friday,false
20170105,2017-01-05,2017,1,1,January,1,5,4,Thursday,false
20170104,2017-01-04,2017,1,1,January,1,4,3,Wednesday,false
20170103,2017-01-03,2017,1,1,January,1,3,2,Tuesday,false
20170102,2017-01-02,2017,1,1,January,1,2,1,Monday,false
20170101,2017-01-01,2017,1,1,January,52,1,0,Sunday,true
20161231,2016-12-31,2016,4,12,December,52,31,6,Saturday,true
20161230,2016-12-30,2016,4,12,December,52,30,5,Friday,false
20161229,2016-12-29,2016,4,12,December,52,29,4,Thursday,false
20161228,2016-12-28,2016,4,12,December,52,28,3,Wednesday,false
20161227,2016-12-27,2016,4,12,December,52,27,2,Tuesday,false
20161226,2016-12-26,2016,4,12,December,52,26,1,Monday,false
20161225,2016-12-25,2016,4,12,December,51,25,0,Sunday,true
20161224,2016-12-24,2016,4,12,December,51,24,6,Saturday,true
20161223,2016-12-23,2016,4,12,December,51,23,5,Friday,false
20161222,2016-12-22,2016,4,12,December,51,22,4,Thursday,false
20161221,2016-12-21,2016,4,12,December,51,21,3,Wednesday,false
20161220,2016-12-20,2016,4,12,December,51,20,2,Tuesday,false
20161219,2016-12-19,2016,4,12,December,51,19,1,Monday,false
20161218,2016-12-18,2016,4,12,December,50,18,0,Sunday,true
20161217,2016-12-17,2016,4,12,December,50,17,6,Saturday,true
20161216,2016-12-16,2016,4,12,December,50,16,5,Friday,false
20161215,2016-12-15,2016,4,12,December,50,15,4,Thursday,false
20161214,2016-12-14,2016,4,12,December,50,14,3,Wednesday,false
20161213,2016-12-13,2016,4,12,December,50,13,2,Tuesday,false
20161212,2016-12-12,2016,4,12,December,50,12,1,Monday,false
20161211,2016-12-11,2016,4,12,December,49,11,0,Sunday,true
20161210,2016-12-10,2016,4,12,December,49,10,6,Saturday,true
20161209,2016-12-09,2016,4,12,December,49,9,5,Friday,false
20161208,2016-12-08,2016,4,12,December,49,8,4,Thursday,false
20161207,2016-12-07,2016,4,12,December,49,7,3,Wednesday,false
20161206,2016-12-06,2016,4,12,December,49,6,2,Tuesday,false
20161205,2016-12-05,2016,4,12,December,49,5,1,Monday,false
20161204,2016-12-04,2016,4,12,December,48,4,0,Sunday,true
20161203,2016-12-03,2016,4,12,December,48,3,6,Saturday,true
20161202,2016-12-02,2016,4,12,December,48,2,5,Friday,false
20161201,2016-12-01,2016,4,12,December,48,1,4,Thursday,false
20161130,2016-11-30,2016,4,11,November,48,30,3,Wednesday,false
20161129,2016-11-29,2016,4,11,November,48,29,2,Tuesday,false
20161128,2016-11-28,2016,4,11,November,48,28,1,Monday,false
20161127,2016-11-27,2016,4,11,November,47,27,0,Sunday,true
20161126,2016-11-26,2016,4,11,November,47,26,6,Saturday,true
20161125,2016-11-25,2016,4,11,November,47,25,5,Friday,false
20161124,2016-11-24,2016,4,11,November,47,24,4,Thursday,false
20161123,2016-11-23,2016,4,11,November,47,23,3,Wednesday,false
20161122,2016-11-22,2016,4,11,November,47,22,2,Tuesday,false
20161121,2016-11-21,2016,4,11,November,47,21,1,Monday,false
20161120,2016-11-20,2016,4,11,November,46,20,0,Sunday,true
20161119,2016-11-19,2016,4,11,November,46,19,6,Saturday,true
20161118,2016-11-18,2016,4,11,November,46,18,5,Friday,false
20161117,2016-11-17,2016,4,11,November,46,17,4,Thursday,false
20161116,2016-11-16,2016,4,11,November,46,16,3,Wednesday,false
20161115,2016-11-15,2016,4,11,November,46,15,2,Tuesday,false
20161114,2016-11-14,2016,4,11,November,46,14,1,Monday,false
20161113,2016-11-13,2016,4,11,November,45,13,0,Sunday,true
20161112,2016-11-12,2016,4,11,November,45,12,6,Saturday,true
20161111,2016-11-11,2016,4,11,November,45,11,5,Friday,false
20161110,2016-11-10,2016,4,11,November,45,10,4,Thursday,false
20161109,2016-11-09,2016,4,11,November,45,9,3,Wednesday,false
20161108,2016-11-08,2016,4,11,November,45,8,2,Tuesday,false
20161107,2016-11-07,2016,4,11,November,45,7,1,Monday,false
20161106,2016-11-06,2016,4,11,November,44,6,0,Sunday,true
20161105,2016-11-05,2016,4,11,November,44,5,6,Saturday,true
20161104,2016-11-04,2016,4,11,November,44,4,5,Friday,false
20161103,2016-11-03,2016,4,11,November,44,3,4,Thursday,false
20161102,2016-11-02,2016,4,11,November,44,2,3,Wednesday,false
20161101,2016-11-01,2016,4,11,November,44,1,2,Tuesday,false
20161031,2016-10-31,2016,4,10,October,44,31,1,Monday,false
20161030,2016-10-30,2016,4,10,October,43,30,0,Sunday,true
20161029,2016-10-29,2016,4,10,October,43,29,6,Saturday,true
20161028,2016-10-28,2016,4,10,October,43,28,5,Friday,false
20161027,2016-10-27,2016,4,10,October,43,27,4,Thursday,false
20161026,2016-10-26,2016,4,10,October,43,26,3,Wednesday,false
20161025,2016-10-25,2016,4,10,October,43,25,2,Tuesday,false
20161024,2016-10-24,2016,4,10,October,43,24,1,Monday,false
20161023,2016-10-23,2016,4,10,October,42,23,0,Sunday,true
20161022,2016-10-22,2016,4,10,October,42,22,6,Saturday,true
20161021,2016-10-21,2016,4,10,October,42,21,5,Friday,false
20161020,2016-10-20,2016,4,10,October,42,20,4,Thursday,false
20161019,2016-10-19,2016,4,10,October,42,19,3,Wednesday,false
20161018,2016-10-18,2016,4,10,October,42,18,2,Tuesday,false
20161017,2016-10-17,2016,4,10,October,42,17,1,Monday,false
20161016,2016-10-16,2016,4,10,October,41,16,0,Sunday,true
20161015,2016-10-15,2016,4,10,October,41,15,6,Saturday,true
20161014,2016-10-14,2016,4,10,October,41,14,5,Friday,false
20161013,2016-10-13,2016,4,10,October,41,13,4,Thursday,false
20161012,2016-10-12,2016,4,10,October,41,12,3,Wednesday,false
20161011,2016-10-11,2016,4,10,October,41,11,2,Tuesday,false
20161010,2016-10-10,2016,4,10,October,41,10,1,Monday,false
20161009,2016-10-09,2016,4,10,October,40,9,0,Sunday,true
20161008,2016-10-08,2016,4,10,October,40,8,6,Saturday,true
20161007,2016-10-07,2016,4,10,October,40,7,5,Friday,false
20161006,2016-10-06,2016,4,10,October,40,6,4,Thursday,false
20161005,2016-10-05,2016,4,10,October,40,5,3,Wednesday,false
20161004,2016-10-04,2016,4,10,October,40,4,2,Tuesday,false
20161003,2016-10-03,2016,4,10,October,40,3,1,Monday,false
20161002,2016-10-02,2016,4,10,October,39,2,0,Sunday,true
20161001,2016-10-01,2016,4,10,October,39,1,6,Saturday,true
20160930,2016-09-30,2016,3,9,September,39,30,5,Friday,false
20160929,2016-09-29,2016,3,9,September,39,29,4,Thursday,false
20160928,2016-09-28,2016,3,9,September,39,28,3,Wednesday,false
20160927,2016-09-27,2016,3,9,September,39,27,2,Tuesday,false
20160926,2016-09-26,2016,3,9,September,39,26,1,Monday,false
20160925,2016-09-25,2016,3,9,September,38,25,0,Sunday,true
20160924,2016-09-24,2016,3,9,September,38,24,6,Saturday,true
20160923,2016-09-23,2016,3,9,September,38,23,5,Friday,false
20160922,2016-09-22,2016,3,9,September,38,22,4,Thursday,false
20160921,2016-09-21,2016,3,9,September,38,21,3,Wednesday,false
20160920,2016-09-20,2016,3,9,September,38,20,2,Tuesday,false
20160919,2016-09-19,2016,3,9,September,38,19,1,Monday,false
20160918,2016-09-18,2016,3,9,September,37,18,0,Sunday,true
20160917,2016-09-17,2016,3,9,September,37,17,6,Saturday,true
20160916,2016-09-16,2016,3,9,September,37,16,5,Friday,false
20160915,2016-09-15,2016,3,9,September,37,15,4,Thursday,false
20160914,2016-09-14,2016,3,9,September,37,14,3,Wednesday,false
20160913,2016-09-13,2016,3,9,September,37,13,2,Tuesday,false
20160912,2016-09-12,2016,3,9,September,37,12,1,Monday,false
20160911,2016-09-11,2016,3,9,September,36,11,0,Sunday,true
20160910,2016-09-10,2016,3,9,September,36,10,6,Saturday,true
20160909,2016-09-09,2016,3,9,September,36,9,5,Friday,false
20160908,2016-09-08,2016,3,9,September,36,8,4,Thursday,false
20160907,2016-09-07,2016,3,9,September,36,7,3,Wednesday,false
20160906,2016-09-06,2016,3,9,September,36,6,2,Tuesday,false
20160905,2016-09-05,2016,3,9,September,36,5,1,Monday,false
20160904,2016-09-04,2016,3,9,September,35,4,0,Sunday,true
