order_date,customer_state,product_category_name_english,total_orders,total_items,gross_revenue,freight_value,average_order_value,delivered_orders,cancelled_orders,late_deliveries
2018-08-01,MG,health_beauty,4,4,384.45,72.10,96.1125,4,0,0
2017-10-21,SP,stationery,3,4,189.88,42.11,63.29333333333333,3,0,0
2018-08-18,RS,housewares,1,1,49.50,19.54,49.5,1,0,0
2017-07-28,SP,telephony,1,1,199.00,17.83,199.0,1,0,0
2017-02-17,MG,telephony,1,1,18.90,14.52,18.9,1,0,0
2018-02-01,ES,housewares,1,1,159.00,18.39,159.0,1,0,0
2017-05-21,SP,perfumery,6,6,647.77,56.90,107.96166666666666,6,0,1
2018-03-31,RJ,housewares,1,1,120.00,34.38,120.0,1,0,0
2017-07-29,SP,bed_bath_table,10,14,1606.24,201.77,160.624,9,0,0
2017-09-25,RS,baby,1,1,69.90,15.25,69.9,1,0,0
2017-07-23,PR,sports_leisure,3,3,338.89,43.44,112.96333333333332,3,0,0
2017-07-15,SP,housewares,6,6,250.50,69.06,41.75,6,0,0
2018-02-06,GO,bed_bath_table,2,2,170.92,38.98,85.46,2,0,0
2017-10-30,RJ,sports_leisure,2,2,163.20,23.36,81.6,2,0,0
2018-05-02,DF,housewares,1,2,278.00,58.46,278.0,1,0,0
2018-04-17,SP,health_beauty,5,5,749.45,68.11,149.89000000000001,5,0,0
2017-05-04,MG,,1,1,284.90,22.07,284.9,1,0,0
2018-08-15,RJ,audio,2,2,258.00,38.00,129.0,2,0,0
2018-08-13,RS,perfumery,1,1,114.08,18.90,114.08,1,0,0
2018-08-15,RJ,perfumery,4,4,310.95,62.65,77.7375,4,0,0
2018-03-25,PE,fashion_bags_accessories,1,1,49.90,19.04,49.9,1,0,0
2017-10-10,RJ,sports_leisure,5,5,487.60,70.50,97.52000000000001,5,0,1
2018-04-01,SP,audio,1,1,168.00,13.62,168.0,1,0,0
2018-05-04,MG,housewares,1,1,74.59,11.62,74.59,1,0,0
2017-10-02,SP,computers_accessories,2,2,183.90,27.53,91.95,1,0,0
2018-05-31,MG,baby,1,1,119.98,18.72,119.98,1,0,0
2017-10-26,CE,luggage_accessories,1,2,145.80,71.66,145.8,1,0,0
2018-01-04,BA,cool_stuff,1,1,32.90,17.92,32.9,1,0,0
2017-10-18,SP,costruction_tools_garden,1,1,24.00,11.85,24.0,1,0,0
2017-01-05,PR,music,2,2,19.80,17.44,9.9,2,0,0
2017-12-05,SP,stationery,6,6,725.80,95.24,120.96666666666665,6,0,2
2017-12-30,MG,bed_bath_table,3,4,213.65,65.44,71.21666666666667,3,0,0
2018-01-22,RJ,health_beauty,2,2,109.60,29.27,54.8,2,0,1
2017-11-26,SP,air_conditioning,2,3,1546.20,68.06,773.1,2,0,1
2017-03-22,ES,books_general_interest,1,1,104.50,15.94,104.5,1,0,0
2018-01-08,SC,housewares,1,1,23.90,15.10,23.9,1,0,0
2017-12-12,MG,furniture_decor,5,6,224.67,95.34,44.934,5,0,0
2018-07-25,MG,construction_tools_lights,1,1,79.90,19.75,79.9,1,0,0
2017-07-25,SP,health_beauty,6,7,253.80,76.71,42.300000000000004,5,0,0
2018-05-03,RS,electronics,1,1,179.90,29.42,179.9,1,0,0
2017-11-28,MG,perfumery,5,5,759.69,80.78,151.93800000000002,5,0,0
2017-07-04,GO,computers_accessories,1,2,134.00,33.82,134.0,1,0,0
2018-01-26,GO,computers_accessories,1,1,19.99,15.10,19.99,1,0,0
2017-08-24,RJ,bed_bath_table,3,3,215.89,57.58,71.96333333333332,3,0,0
2018-02-25,SP,bed_bath_table,9,11,1010.47,191.34,112.27444444444444,9,0,1
2017-09-11,SP,cool_stuff,2,2,163.90,24.96,81.95,2,0,0
2018-04-26,SP,food_drink,1,1,21.00,8.82,21.0,1,0,0
2018-04-26,MG,sports_leisure,2,2,309.89,40.82,154.945,2,0,0
2017-07-15,MG,garden_tools,2,2,178.00,82.02,89.0,2,0,0
2018-03-28,GO,garden_tools,1,3,161.70,64.05,161.7,1,0,1
2018-01-26,RS,furniture_decor,2,2,59.80,37.58,29.9,2,0,0
2018-05-18,RJ,housewares,3,3,255.80,144.52,85.26666666666667,3,0,0
2018-08-12,SP,perfumery,2,2,247.00,31.32,123.5,2,0,0
2017-08-02,SP,computers_accessories,8,10,1542.90,117.36,192.8625,8,0,0
2017-12-11,SP,baby,2,2,1039.00,30.47,519.5,2,0,0
2018-06-18,MG,construction_tools_construction,1,1,849.00,27.24,849.0,1,0,0
2017-05-04,SP,cool_stuff,4,4,597.98,67.60,149.495,4,0,0
2018-04-23,DF,bed_bath_table,1,1,84.90,16.56,84.9,1,0,0
2018-01-30,SP,luggage_accessories,2,2,108.89,23.50,54.445,2,0,0
2017-10-10,PR,fashion_male_clothing,1,1,139.90,14.73,139.9,1,0,0
2017-04-20,SP,garden_tools,2,2,758.90,35.73,379.45,2,0,0
2018-04-18,RJ,auto,2,2,101.90,37.82,50.95,1,0,0
2018-04-04,SP,auto,4,4,267.10,54.18,66.775,4,0,0
2018-03-09,BA,small_appliances,1,1,299.00,32.74,299.0,1,0,1
2018-05-22,SC,housewares,2,2,398.00,82.88,199.0,2,0,0
2016-10-09,RS,sports_leisure,1,1,39.90,15.70,39.9,1,0,0
2018-08-20,SP,sports_leisure,8,8,316.62,95.22,39.5775,8,0,2
2017-10-17,SP,baby,4,4,379.87,92.45,94.9675,4,0,0
2017-12-30,CE,telephony,1,1,19.00,25.63,19.0,1,0,0
2017-07-07,DF,fashion_bags_accessories,1,1,34.90,16.60,34.9,1,0,0
2017-09-14,SP,furniture_decor,3,3,170.51,34.38,56.836666666666666,3,0,0
2017-03-10,MG,bed_bath_table,2,2,139.80,35.15,69.9,2,0,0
2017-03-26,RS,sports_leisure,1,1,67.00,15.68,67.0,1,0,0
2018-08-07,SP,perfumery,4,5,434.79,57.05,108.6975,4,0,2
2018-01-17,MG,,2,2,204.30,33.43,102.15,2,0,0
2017-11-12,RJ,furniture_decor,1,1,216.00,50.04,216.0,1,0,0
2017-12-15,RJ,garden_tools,1,1,59.00,17.66,59.0,1,0,1
2018-06-30,BA,sports_leisure,1,1,42.39,29.53,42.39,1,0,0
2018-01-09,MG,stationery,2,2,273.97,27.39,136.985,2,0,0
2018-04-26,AM,home_construction,1,1,150.00,32.85,150.0,1,0,0
2017-09-28,MG,watches_gifts,2,2,407.90,32.36,203.95,2,0,0
2018-04-12,SP,agro_industry_and_commerce,1,1,549.00,20.66,549.0,1,0,0
2017-03-28,SP,furniture_decor,4,5,179.13,81.86,44.7825,4,0,1
2018-04-04,SE,health_beauty,1,1,349.90,31.96,349.9,1,0,0
2017-08-10,PE,toys,1,2,105.80,78.72,105.8,1,0,0
2017-10-16,RJ,home_comfort_2,1,1,12.90,15.10,12.9,1,0,0
2017-06-06,MG,health_beauty,5,5,932.86,81.01,186.572,5,0,0
2017-09-08,RJ,health_beauty,1,1,129.90,18.16,129.9,1,0,1
2017-09-07,MG,stationery,1,2,358.00,37.00,358.0,1,0,0
2017-01-17,BA,sports_leisure,1,1,159.90,27.59,159.9,1,0,0
2017-08-13,MG,,1,1,160.00,15.87,160.0,1,0,0
2018-06-26,ES,housewares,1,1,154.00,27.38,154.0,1,0,0
2017-11-10,BA,toys,1,1,85.00,16.03,85.0,1,0,0
2018-03-05,MA,housewares,1,1,119.00,102.47,119.0,1,0,1
2017-12-13,MG,sports_leisure,3,3,133.60,44.57,44.53333333333333,3,0,0
2017-12-30,RS,sports_leisure,2,2,299.95,43.39,149.975,2,0,1
2018-04-19,SP,fashion_bags_accessories,2,2,99.90,16.27,49.95,2,0,0
2017-11-05,CE,housewares,1,1,25.90,35.67,25.9,1,0,0
2017-11-25,BA,garden_tools,5,6,325.89,154.77,65.178,5,0,0
2018-01-30,SP,construction_tools_construction,1,1,109.00,8.51,109.0,1,0,0
2017-06-23,DF,cool_stuff,1,1,79.90,15.32,79.9,1,0,0
2018-03-10,RJ,baby,1,1,29.90,15.23,29.9,1,0,0
2018-07-18,BA,health_beauty,2,2,168.90,43.06,84.45,2,0,0
2017-12-15,PA,bed_bath_table,1,1,29.90,20.75,29.9,1,0,0
2017-03-17,DF,computers_accessories,1,1,29.90,16.05,29.9,1,0,0
2017-10-23,MT,furniture_decor,1,3,115.20,53.76,115.2,1,0,0
2018-07-04,RJ,auto,2,2,149.90,27.66,74.95,2,0,0
2018-04-23,PE,musical_instruments,1,1,397.79,39.47,397.79,1,0,0
2017-11-02,PR,watches_gifts,2,2,658.90,35.12,329.45,2,0,0
2017-07-19,SP,telephony,3,3,125.99,31.48,41.99666666666666,3,0,0
2018-07-11,SP,electronics,2,2,18.00,20.18,9.0,2,0,0
2018-03-22,SP,sports_leisure,11,12,884.08,169.13,80.3709090909091,10,0,1
2018-01-05,MT,bed_bath_table,1,1,81.50,19.81,81.5,1,0,0
2017-07-04,RJ,bed_bath_table,3,3,549.70,60.67,183.23333333333335,3,0,0
2018-08-23,MG,cool_stuff,1,1,44.90,9.44,44.9,1,0,0
2017-09-09,SP,computers_accessories,2,2,27.88,23.70,13.94,2,0,0
2018-07-02,SP,perfumery,6,7,659.54,90.68,109.92333333333333,6,0,0
2018-03-03,MG,construction_tools_construction,1,1,39.99,15.10,39.99,1,0,0
2018-08-07,SE,telephony,1,1,219.00,19.63,219.0,1,0,0
2018-04-30,SP,bed_bath_table,9,12,1714.71,160.27,190.52333333333334,8,0,0
2018-05-14,PI,electronics,1,1,19.90,60.41,19.9,1,0,0
2017-04-21,RS,furniture_decor,1,1,186.90,21.36,186.9,1,0,0
2017-10-31,PR,computers_accessories,2,2,608.17,38.42,304.085,2,0,0
2018-03-11,ES,telephony,1,1,24.99,18.23,24.99,1,0,0
2018-05-15,PR,bed_bath_table,2,2,131.90,32.55,65.95,2,0,0
2018-04-02,PR,,2,2,172.76,30.97,86.38,2,0,0
2018-03-02,SP,sports_leisure,9,11,961.66,130.91,106.85111111111111,9,0,2
2018-03-21,RS,telephony,1,1,23.99,18.23,23.99,1,0,0
2017-09-14,MT,pet_shop,1,1,110.00,33.22,110.0,1,0,1
2017-12-04,RS,furniture_decor,1,2,138.00,41.94,138.0,1,0,0
2017-12-29,BA,telephony,1,1,24.99,16.79,24.99,1,0,0
2018-05-14,DF,cool_stuff,2,2,308.99,47.74,154.495,2,0,1
2018-06-22,RJ,electronics,1,1,13.65,15.23,13.65,1,0,0
2017-02-22,SP,garden_tools,2,2,118.80,24.38,59.4,2,0,0
2017-07-10,RJ,garden_tools,1,1,89.00,41.01,89.0,1,0,0
2018-08-04,RJ,bed_bath_table,3,3,245.89,92.91,81.96333333333332,2,0,1
2018-04-04,SP,pet_shop,2,2,281.24,24.04,140.62,2,0,0
2018-07-11,SP,musical_instruments,1,2,179.76,37.46,179.76,1,0,0
2018-06-05,MG,pet_shop,3,3,158.89,51.26,52.96333333333333,3,0,0
2018-05-18,SP,furniture_decor,16,17,1443.17,267.76,90.198125,16,0,4
2017-03-06,RO,garden_tools,1,1,39.90,24.84,39.9,1,0,0
2017-05-04,RJ,housewares,2,7,257.39,71.60,128.695,2,0,0
2017-03-22,MG,fashion_bags_accessories,1,1,39.90,10.96,39.9,1,0,0
2018-05-17,MT,health_beauty,1,1,455.00,23.90,455.0,1,0,0
2017-09-20,MG,health_beauty,2,2,319.80,31.74,159.9,2,0,0
2017-06-20,SP,health_beauty,5,5,274.77,45.05,54.95399999999999,5,0,0
2017-10-04,BA,cool_stuff,1,1,49.50,17.92,49.5,1,0,0
2018-02-08,RJ,toys,1,1,89.90,22.86,89.9,1,0,0
2017-11-24,SC,baby,1,1,52.00,17.61,52.0,1,0,0
2018-05-05,SP,sports_leisure,4,5,1190.40,76.12,297.6,4,0,0
2017-12-10,PR,sports_leisure,1,1,69.90,16.25,69.9,1,0,0
2017-10-23,SP,furniture_decor,3,6,249.90,70.12,83.3,3,0,0
2018-04-20,MG,health_beauty,2,2,190.50,38.23,95.25,2,0,0
2018-04-28,RJ,pet_shop,1,1,94.90,19.63,94.9,1,0,0
2017-09-17,SP,watches_gifts,4,4,1032.79,51.84,258.1975,4,0,0
2018-06-02,RJ,bed_bath_table,4,6,347.80,125.35,86.95,4,0,0
2018-02-01,AL,consoles_games,1,1,689.89,48.68,689.89,1,0,1
2017-10-03,GO,bed_bath_table,1,1,87.85,17.86,87.85,1,0,0
2017-09-29,SP,stationery,2,2,208.00,91.11,104.0,2,0,0
2017-11-04,CE,housewares,1,1,69.90,17.77,69.9,1,0,0
2018-02-10,SP,perfumery,2,2,243.89,24.14,121.945,2,0,0
2017-12-08,SP,baby,3,3,209.38,32.79,69.79333333333334,2,0,0
2017-11-02,PR,cool_stuff,2,3,187.97,32.40,93.985,2,0,0
2018-04-30,RJ,bed_bath_table,3,3,286.80,56.38,95.60000000000001,3,0,0
2018-03-16,SP,bed_bath_table,9,14,903.24,201.42,100.36,9,0,1
2018-01-25,AL,office_furniture,1,1,279.90,118.73,279.9,1,0,1
2017-05-30,PB,auto,1,1,75.00,38.08,75.0,1,0,0
2018-08-17,GO,health_beauty,2,3,123.99,44.55,61.995,2,0,0
2018-03-17,SP,sports_leisure,9,9,813.13,129.21,90.34777777777778,9,0,2
2017-05-07,ES,toys,1,1,119.90,27.38,119.9,1,0,0
2017-06-25,DF,toys,1,1,34.90,14.10,34.9,1,0,0
2018-01-16,SP,housewares,3,3,319.85,71.02,106.61666666666667,3,0,0
2018-05-28,SP,computers_accessories,9,13,1374.91,184.90,152.76777777777778,8,1,0
2017-05-08,PR,bed_bath_table,1,1,39.90,15.10,39.9,1,0,0
2018-01-19,SP,housewares,4,5,385.90,84.03,96.475,4,0,0
2017-07-14,SP,agro_industry_and_commerce,1,1,1180.00,19.47,1180.0,1,0,0
2017-04-04,SP,watches_gifts,1,1,95.00,11.28,95.0,1,0,0
2018-01-31,RJ,air_conditioning,2,3,152.80,47.11,76.4,2,0,0
2017-02-06,RJ,telephony,2,3,106.98,44.89,53.49,2,0,0
2018-02-05,SP,bed_bath_table,11,19,1499.29,250.76,136.2990909090909,11,0,0
2018-02-18,SC,sports_leisure,3,3,222.40,50.09,74.13333333333334,3,0,1
2017-11-25,SP,electronics,6,7,403.15,82.69,67.19166666666666,6,0,0
2018-05-18,RS,electronics,1,1,19.90,15.23,19.9,1,0,0
2018-02-15,MG,furniture_decor,1,1,118.90,16.59,118.9,1,0,0
2018-05-15,RJ,furniture_decor,3,5,383.30,66.94,127.76666666666667,3,0,0
2017-10-04,PR,telephony,1,1,149.00,8.63,149.0,1,0,0
2017-02-23,BA,health_beauty,1,1,98.90,21.14,98.9,1,0,0
2017-02-07,RJ,costruction_tools_garden,1,2,579.98,44.70,579.98,1,0,0
2017-05-13,SP,baby,1,1,29.90,14.10,29.9,1,0,0
2018-07-18,PE,electronics,1,1,25.90,37.09,25.9,1,0,0
2018-07-22,SP,telephony,4,4,271.89,48.94,67.9725,4,0,0
2017-11-29,SP,food_drink,1,1,119.90,36.16,119.9,1,0,0
2018-04-03,PR,sports_leisure,3,3,500.39,56.31,166.79666666666665,3,0,0
2017-10-02,MT,watches_gifts,1,1,169.99,17.76,169.99,1,0,0
2017-08-20,RJ,bed_bath_table,2,2,285.89,32.40,142.945,2,0,0
2017-11-24,MA,watches_gifts,1,1,149.00,34.84,149.0,1,0,0
2017-11-19,SP,telephony,3,3,403.89,29.02,134.63,3,0,0
2017-03-13,PR,perfumery,1,1,127.99,15.07,127.99,1,0,0
2018-07-21,RJ,stationery,2,2,212.00,27.85,106.0,2,0,1
2017-11-04,SP,sports_leisure,4,5,548.69,53.51,137.1725,3,0,0
2018-02-18,PE,electronics,1,1,92.00,17.92,92.0,1,0,1
2017-12-10,SP,tablets_printing_image,2,2,139.80,18.54,69.9,2,0,0
2017-05-27,PR,bed_bath_table,2,3,191.90,53.90,95.95,2,0,0
2018-02-09,AL,computers_accessories,1,1,48.90,42.38,48.9,1,0,0
2018-07-10,RS,perfumery,1,1,30.80,18.32,30.8,1,0,0
2017-06-07,SE,toys,1,1,149.00,38.59,149.0,1,0,0
2018-01-29,BA,bed_bath_table,1,1,179.90,24.13,179.9,1,0,0
2018-04-16,MG,sports_leisure,4,4,354.90,82.97,88.725,4,0,0
2018-02-16,PR,bed_bath_table,1,1,18.74,15.10,18.74,1,0,0
2018-05-15,SP,fashion_bags_accessories,4,4,245.70,36.66,61.425,4,0,1
2018-08-19,PR,baby,2,2,129.89,38.20,64.945,2,0,0
2018-07-08,SP,watches_gifts,3,3,1676.99,40.14,558.9966666666667,3,0,0
2018-04-19,GO,watches_gifts,2,2,398.90,39.38,199.45,2,0,0
2018-01-31,MT,computers_accessories,1,1,53.99,16.82,53.99,1,0,0
2018-03-23,SP,housewares,5,6,826.68,71.02,165.33599999999998,5,0,0
2018-04-05,MG,health_beauty,4,4,3019.34,106.89,754.835,4,0,0
2018-04-13,DF,housewares,1,1,48.90,18.23,48.9,1,0,0
2018-07-17,SP,watches_gifts,5,5,759.50,73.50,151.9,5,0,0
2018-06-04,MG,telephony,1,1,24.99,18.23,24.99,1,0,0
2018-05-15,RS,housewares,3,9,1020.70,160.53,340.23333333333335,3,0,0
2018-08-14,SP,food,4,4,331.90,39.99,82.975,4,0,0
2018-01-09,SP,bed_bath_table,12,12,993.77,148.88,82.81416666666667,11,0,0
2018-03-13,SP,auto,4,5,1032.98,105.87,258.245,4,0,2
2017-12-03,SP,musical_instruments,1,1,1058.00,20.43,1058.0,1,0,0
2017-06-04,PR,health_beauty,2,2,97.99,29.40,48.995,2,0,0
2017-11-15,MG,health_beauty,2,3,579.70,52.80,289.85,2,0,0
2017-04-01,MA,consoles_games,1,1,107.94,25.25,107.94,1,0,0
2018-03-13,SP,pet_shop,1,1,189.90,11.95,189.9,1,0,1
2017-11-21,RO,garden_tools,1,1,154.90,47.61,154.9,1,0,0
2017-05-08,BA,watches_gifts,1,1,145.00,17.45,145.0,1,0,0
2017-05-25,SP,fashion_shoes,1,1,71.82,13.52,71.82,1,0,0
2017-04-27,SP,watches_gifts,1,1,45.00,10.96,45.0,1,0,0
2018-04-26,DF,watches_gifts,1,1,139.00,18.85,139.0,1,0,0
2017-07-29,RJ,bed_bath_table,2,2,154.89,36.32,77.445,2,0,0
2017-03-31,RR,sports_leisure,1,1,236.00,30.85,236.0,1,0,1
2017-04-22,SC,,1,1,32.90,14.52,32.9,1,0,1
2018-07-08,PE,costruction_tools_garden,1,1,198.00,39.66,198.0,1,0,0
2017-10-31,SP,telephony,1,1,189.00,16.76,189.0,1,0,0
2017-10-29,RJ,bed_bath_table,3,5,357.85,81.24,119.28333333333335,3,0,0
2017-07-28,RS,sports_leisure,2,3,110.80,45.36,55.4,2,0,0
2017-10-09,PR,housewares,1,2,43.60,30.20,43.6,1,0,0
2017-04-19,RJ,housewares,2,2,142.93,41.81,71.465,2,0,1
2018-01-23,SC,perfumery,1,2,27.98,30.20,27.98,1,0,1
2018-01-26,RS,musical_instruments,1,1,110.00,15.52,110.0,1,0,0
2018-03-23,RS,watches_gifts,1,1,89.00,4.06,89.0,1,0,0
2017-12-10,SP,market_place,1,1,35.99,1.98,35.99,1,0,0
2017-11-30,PI,electronics,1,1,19.90,42.38,19.9,1,0,0
2017-09-06,GO,cool_stuff,1,1,48.90,17.92,48.9,1,0,0
2017-11-17,CE,electronics,1,1,13.70,17.63,13.7,1,0,1
2017-02-26,SP,computers_accessories,1,1,20.00,10.96,20.0,1,0,0
2018-07-28,MG,housewares,3,3,148.75,64.74,49.583333333333336,3,0,0
2017-09-21,PE,bed_bath_table,1,1,99.90,25.25,99.9,1,0,0
2018-01-12,RJ,stationery,2,4,204.70,62.55,102.35,2,0,1
2017-10-09,DF,home_appliances,1,1,699.00,57.49,699.0,1,0,1
2018-05-03,CE,stationery,1,1,81.00,37.26,81.0,1,0,0
2017-01-31,RJ,furniture_decor,2,3,173.70,56.51,86.85,2,0,0
2018-01-23,PR,sports_leisure,1,1,27.61,14.10,27.61,1,0,0
2017-12-30,SP,cool_stuff,1,1,199.00,18.64,199.0,1,0,0
2017-07-11,SC,computers_accessories,1,1,61.90,15.18,61.9,1,0,0
2018-07-13,CE,computers_accessories,1,1,179.90,17.45,179.9,1,0,0
2017-10-17,RJ,sports_leisure,4,4,386.80,71.63,96.7,4,0,0
2018-06-06,RJ,furniture_bedroom,1,1,150.00,36.18,150.0,1,0,0
2018-01-22,SC,baby,1,2,152.89,32.40,152.89,1,0,0
2018-03-17,PI,health_beauty,1,1,154.00,32.88,154.0,1,0,1
2017-11-23,SC,cool_stuff,1,1,239.99,21.17,239.99,1,0,0
2018-04-28,RJ,auto,1,1,20.65,15.23,20.65,1,0,0
2017-12-04,RJ,auto,2,2,165.99,53.70,82.995,2,0,0
2018-07-06,SP,cool_stuff,3,3,296.79,61.15,98.93,3,0,0
2017-11-24,DF,baby,1,1,159.90,21.96,159.9,1,0,1
2018-05-04,SC,bed_bath_table,1,2,49.98,36.46,49.98,1,0,0
2017-09-11,SP,watches_gifts,3,3,159.00,23.34,53.0,3,0,1
2018-05-06,DF,baby,1,1,39.50,18.23,39.5,1,0,0
2018-05-21,SP,pet_shop,2,2,402.61,30.14,201.305,2,0,0
2017-07-22,CE,bed_bath_table,1,1,205.00,38.57,205.0,1,0,0
2018-05-17,BA,bed_bath_table,1,1,75.00,23.46,75.0,1,0,1
2018-03-23,RS,cool_stuff,1,1,25.00,19.32,25.0,1,0,0
2017-10-08,PE,musical_instruments,1,1,34.99,26.89,34.99,1,0,0
2018-05-21,SP,auto,3,3,618.00,54.85,206.0,3,0,0
2017-06-17,SP,health_beauty,5,5,213.87,55.54,42.774,5,0,1
2017-02-02,RJ,health_beauty,2,2,183.80,33.92,91.9,2,0,0
2018-02-21,MG,garden_tools,1,1,49.90,17.60,49.9,1,0,1
2018-02-06,RS,pet_shop,1,1,56.00,26.93,56.0,1,0,0
2018-04-23,SP,office_furniture,1,4,319.96,58.08,319.96,1,0,0
2017-02-21,GO,telephony,2,2,38.96,35.56,19.48,2,0,0
2017-11-18,SP,fashion_bags_accessories,2,2,199.00,20.33,99.5,2,0,0
2017-06-11,RJ,,1,1,35.00,14.10,35.0,1,0,0
2018-01-07,RJ,electronics,5,6,109.15,96.36,21.830000000000002,5,0,0
2017-03-25,PI,fashion_bags_accessories,1,1,65.00,24.94,65.0,1,0,0
2018-04-17,PE,bed_bath_table,1,1,79.99,20.61,79.99,1,0,0
2018-02-03,DF,christmas_supplies,1,1,79.90,26.88,79.9,1,0,0
2017-09-23,RS,watches_gifts,2,2,277.90,39.69,138.95,2,0,0
2017-09-28,SP,fashion_male_clothing,1,3,359.70,27.09,359.7,1,0,0
2017-11-28,RS,health_beauty,1,1,84.99,16.35,84.99,1,0,0
2017-11-26,RS,bed_bath_table,1,1,89.90,17.88,89.9,1,0,0
2018-01-22,MG,sports_leisure,4,4,235.70,63.59,58.925,3,0,0
2018-07-23,SP,furniture_bedroom,1,1,219.00,41.97,219.0,1,0,0
2017-05-27,MT,health_beauty,1,1,49.99,16.79,49.99,1,0,0
2018-03-15,ES,telephony,1,1,39.99,18.23,39.99,1,0,1
2018-06-02,MG,perfumery,1,1,44.99,18.23,44.99,1,0,0
2018-07-04,SP,pet_shop,4,5,204.59,61.89,51.1475,4,0,0
2018-06-05,BA,watches_gifts,1,1,185.00,51.79,185.0,0,0,0
2017-08-28,RJ,computers,1,1,1200.00,40.85,1200.0,1,0,0
2017-10-20,CE,bed_bath_table,2,3,96.98,78.15,48.49,2,0,1
2017-05-01,MA,sports_leisure,2,2,324.80,57.46,162.4,2,0,0
2017-06-11,MG,fashion_bags_accessories,2,2,83.90,28.47,41.95,1,0,0
2018-01-01,RS,health_beauty,1,1,98.00,21.18,98.0,1,0,0
2017-11-28,RJ,computers_accessories,6,6,646.14,127.48,107.69,6,0,2
2018-01-18,CE,furniture_decor,1,1,33.00,20.75,33.0,1,0,0
2018-05-11,GO,construction_tools_construction,1,2,265.96,28.10,265.96,1,0,0
2018-02-05,MG,garden_tools,4,5,827.80,132.41,206.95,4,0,0
2017-07-20,SP,furniture_living_room,1,3,344.91,75.33,344.91,1,0,0
2017-11-18,PR,perfumery,1,1,104.90,23.60,104.9,1,0,0
2018-02-19,SP,construction_tools_construction,3,3,957.60,102.93,319.2,3,0,0
2018-04-24,MA,sports_leisure,1,1,215.99,63.31,215.99,1,0,0
2017-12-18,MT,sports_leisure,2,2,148.89,42.76,74.445,2,0,0
2018-02-02,PR,books_technical,1,1,24.90,14.10,24.9,1,0,0
2018-07-14,SP,health_beauty,5,8,698.83,216.18,139.76600000000002,4,0,3
2018-06-21,DF,computers_accessories,1,1,99.00,15.79,99.0,1,0,0
2018-07-23,RJ,auto,1,1,99.90,23.50,99.9,1,0,0
2018-03-24,SC,computers_accessories,2,2,171.00,36.65,85.5,2,0,0
2017-12-14,GO,health_beauty,1,1,84.99,15.35,84.99,1,0,0
2018-01-02,RJ,sports_leisure,2,3,109.70,31.10,54.85,2,0,0
2018-05-07,RS,housewares,1,1,69.90,19.46,69.9,1,0,0
2018-06-12,SP,watches_gifts,6,6,773.80,71.50,128.96666666666667,6,0,0
2017-09-16,SP,garden_tools,1,1,59.90,13.44,59.9,1,0,1
2017-12-13,SP,consoles_games,1,1,399.00,11.61,399.0,1,0,1
2018-02-16,RJ,,1,1,179.80,18.51,179.8,1,0,1
2018-06-28,RS,watches_gifts,1,1,1399.90,31.73,1399.9,1,0,0
2017-08-29,DF,garden_tools,1,1,59.90,17.67,59.9,1,0,0
2018-05-04,SP,toys,5,6,452.76,71.94,90.55199999999999,5,0,0
2017-04-02,MG,bed_bath_table,5,8,862.78,222.40,172.55599999999998,5,0,0
2018-06-20,RJ,sports_leisure,1,2,449.80,57.04,449.8,1,0,0
2017-03-15,PR,furniture_decor,2,2,133.89,37.66,66.945,1,0,0
2017-04-05,MG,computers_accessories,1,1,269.00,17.09,269.0,1,0,0
2018-02-05,CE,computers_accessories,1,1,89.90,34.43,89.9,1,0,1
2018-07-12,SP,toys,1,1,59.90,9.17,59.9,1,0,0
2018-08-15,SP,luggage_accessories,4,4,287.99,58.43,71.9975,4,0,1
2018-02-21,SP,watches_gifts,3,3,733.88,40.81,244.62666666666667,2,1,0
2018-08-14,RJ,bed_bath_table,5,5,359.69,131.08,71.938,5,0,2
2017-07-07,ES,housewares,1,3,269.70,87.09,269.7,1,0,0
2017-09-12,CE,sports_leisure,1,1,39.99,20.75,39.99,1,0,0
2018-03-01,SP,small_appliances_home_oven_and_coffee,1,1,750.00,43.09,750.0,1,0,0
2017-11-23,ES,health_beauty,1,1,1299.90,34.38,1299.9,1,0,0
2018-06-20,SP,stationery,1,1,119.90,55.64,119.9,1,0,0
2018-06-07,RJ,housewares,3,5,417.97,127.43,139.32333333333335,3,0,0
2017-06-10,RN,housewares,1,1,28.99,25.38,28.99,1,0,0
2017-01-12,SP,computers_accessories,1,1,39.90,14.52,39.9,1,0,1
2017-10-17,RS,telephony,1,1,19.99,15.10,19.99,1,0,0
2017-05-18,DF,baby,1,1,50.00,16.60,50.0,1,0,0
2017-09-28,MG,cool_stuff,4,4,407.88,73.15,101.97,4,0,0
2018-08-07,DF,telephony,1,1,170.00,21.46,170.0,1,0,0
2018-05-18,SC,electronics,1,1,19.90,18.23,19.9,1,0,0
2018-05-27,SP,baby,2,2,137.80,29.35,68.9,2,0,0
2017-06-19,BA,computers_accessories,1,1,159.99,45.20,159.99,1,0,0
2018-02-26,RJ,sports_leisure,5,5,1559.18,90.60,311.836,5,0,2
2017-08-16,RJ,toys,2,5,239.89,116.25,119.945,2,0,0
2018-01-03,SP,perfumery,1,1,22.50,15.10,22.5,1,0,1
2017-11-23,PR,telephony,1,1,19.90,15.10,19.9,1,0,1
2017-04-19,SP,health_beauty,2,2,281.64,27.80,140.82,2,0,1
