shipment_id,order_id,carrier,promised_date,delivered_date,is_late
SHP-000411,ORD-000411,Correios,2025-10-09,2025-10-11,True
SHP-000412,ORD-000412,Correios,2025-12-11,2025-12-11,False
SHP-000413,ORD-000413,Loggi,2025-05-04,2025-05-04,False
SHP-000414,ORD-000414,Jadlog,2025-02-11,,False
SHP-000415,ORD-000415,Total Express,2025-08-02,2025-08-02,False
SHP-000416,ORD-000416,Correios,2025-06-20,2025-06-20,False
SHP-000417,ORD-000417,Correios,2025-01-16,,False
SHP-000418,ORD-000418,Correios,2025-11-21,2025-11-22,True
SHP-000419,ORD-000419,Correios,2025-04-21,2025-04-21,False
SHP-000420,ORD-000420,Loggi,2025-05-21,2025-05-22,True
SHP-000421,ORD-000421,Jadlog,2025-02-24,2025-02-24,False
SHP-000422,ORD-000422,Correios,2025-10-17,2025-10-17,False
SHP-000423,ORD-000423,Total Express,2025-09-19,2025-09-19,False
SHP-000424,ORD-000424,Total Express,2025-04-15,2025-04-17,True
SHP-000425,ORD-000425,Loggi,2025-09-18,2025-09-20,True
SHP-000426,ORD-000426,Correios,2025-12-11,,False
SHP-000427,ORD-000427,Total Express,2025-12-21,2025-12-22,True
SHP-000428,ORD-000428,Total Express,2025-05-21,2025-05-23,True
SHP-000429,ORD-000429,Loggi,2025-07-28,2025-07-27,False
SHP-000430,ORD-000430,Total Express,2025-08-16,2025-08-16,False
SHP-000431,ORD-000431,Total Express,2025-08-09,,False
SHP-000432,ORD-000432,Jadlog,2025-11-27,2025-11-27,False
SHP-000433,ORD-000433,Total Express,2025-08-13,2025-08-12,False
SHP-000434,ORD-000434,Total Express,2025-10-23,2025-10-23,False
SHP-000435,ORD-000435,Correios,2025-02-19,2025-02-19,False
SHP-000436,ORD-000436,Loggi,2025-10-09,2025-10-10,True
SHP-000437,ORD-000437,Jadlog,2025-03-10,2025-03-11,True
SHP-000438,ORD-000438,Total Express,2025-06-10,2025-06-11,True
SHP-000439,ORD-000439,Loggi,2025-08-26,2025-08-28,True
SHP-000440,ORD-000440,Total Express,2025-09-15,,False
SHP-000441,ORD-000441,Loggi,2025-09-07,,False
SHP-000442,ORD-000442,Jadlog,2025-11-08,2025-11-09,True
SHP-000443,ORD-000443,Correios,2025-04-17,2025-04-17,False
SHP-000444,ORD-000444,Correios,2025-02-07,2025-02-07,False
SHP-000445,ORD-000445,Jadlog,2025-01-30,2025-01-29,False
SHP-000446,ORD-000446,Total Express,2025-07-08,2025-07-08,False
SHP-000447,ORD-000447,Loggi,2025-06-02,2025-06-03,True
SHP-000448,ORD-000448,Correios,2025-01-20,2025-01-21,True
SHP-000449,ORD-000449,Total Express,2025-01-24,2025-01-25,True
SHP-000450,ORD-000450,Total Express,2025-12-23,2025-12-23,False
SHP-000451,ORD-000451,Loggi,2025-06-30,2025-07-02,True
SHP-000452,ORD-000452,Correios,2025-02-22,2025-02-23,True
SHP-000453,ORD-000453,Total Express,2025-02-07,2025-02-06,False
SHP-000454,ORD-000454,Jadlog,2025-05-09,,False
SHP-000455,ORD-000455,Correios,2025-07-19,2025-07-18,False
SHP-000456,ORD-000456,Total Express,2025-08-14,2025-08-15,True
SHP-000457,ORD-000457,Correios,2025-03-31,2025-04-01,True
SHP-000458,ORD-000458,Jadlog,2025-03-25,2025-03-27,True
SHP-000459,ORD-000459,Total Express,2025-07-14,2025-07-14,False
SHP-000460,ORD-000460,Total Express,2025-03-08,2025-03-10,True
SHP-000461,ORD-000461,Jadlog,2025-08-27,2025-08-26,False
SHP-000462,ORD-000462,Correios,2025-01-20,2025-01-22,True
SHP-000463,ORD-000463,Jadlog,2025-10-24,2025-10-24,False
SHP-000464,ORD-000464,Loggi,2026-01-02,2026-01-03,True
SHP-000465,ORD-000465,Correios,2025-03-05,2025-03-05,False
SHP-000466,ORD-000466,Total Express,2025-02-03,2025-02-04,True
SHP-000467,ORD-000467,Loggi,2025-03-04,2025-03-03,False
SHP-000468,ORD-000468,Jadlog,2025-11-04,2025-11-04,False
SHP-000469,ORD-000469,Total Express,2025-10-11,2025-10-11,False
SHP-000470,ORD-000470,Jadlog,2025-11-23,,False
SHP-000471,ORD-000471,Jadlog,2025-10-17,2025-10-17,False
SHP-000472,ORD-000472,Total Express,2025-11-11,2025-11-11,False
SHP-000473,ORD-000473,Loggi,2025-12-31,2025-12-30,False
SHP-000474,ORD-000474,Jadlog,2025-07-18,2025-07-17,False
SHP-000475,ORD-000475,Total Express,2025-01-15,2025-01-15,False
SHP-000476,ORD-000476,Total Express,2025-07-12,2025-07-14,True
SHP-000477,ORD-000477,Jadlog,2025-10-15,2025-10-17,True
SHP-000478,ORD-000478,Total Express,2025-09-30,2025-10-02,True
SHP-000479,ORD-000479,Correios,2025-08-12,2025-08-14,True
SHP-000480,ORD-000480,Jadlog,2025-05-02,2025-05-01,False
SHP-000481,ORD-000481,Loggi,2025-08-13,2025-08-13,False
SHP-000482,ORD-000482,Correios,2025-03-03,2025-03-05,True
SHP-000483,ORD-000483,Correios,2025-02-07,2025-02-06,False
SHP-000484,ORD-000484,Correios,2025-02-01,2025-02-01,False
SHP-000485,ORD-000485,Loggi,2025-09-30,2025-10-02,True
SHP-000486,ORD-000486,Loggi,2025-08-11,,False
SHP-000487,ORD-000487,Correios,2025-10-29,2025-10-29,False
SHP-000488,ORD-000488,Loggi,2025-07-01,2025-07-03,True
SHP-000489,ORD-000489,Total Express,2025-06-07,2025-06-07,False
SHP-000490,ORD-000490,Loggi,2025-04-23,2025-04-23,False
SHP-000491,ORD-000491,Jadlog,2025-04-14,2025-04-14,False
SHP-000492,ORD-000492,Loggi,2025-04-17,2025-04-17,False
SHP-000493,ORD-000493,Total Express,2025-07-14,,False
SHP-000494,ORD-000494,Loggi,2025-07-16,2025-07-16,False
SHP-000495,ORD-000495,Total Express,2025-02-03,2025-02-05,True
SHP-000496,ORD-000496,Total Express,2025-06-18,,False
SHP-000497,ORD-000497,Loggi,2025-05-06,2025-05-07,True
SHP-000498,ORD-000498,Jadlog,2025-11-01,,False
SHP-000499,ORD-000499,Correios,2025-11-30,2025-11-30,False
SHP-000500,ORD-000500,Loggi,2025-04-18,2025-04-18,False
SHP-000501,ORD-000501,Jadlog,2025-08-01,,False
SHP-000502,ORD-000502,Correios,2025-11-03,2025-11-05,True
SHP-000503,ORD-000503,Total Express,2025-03-17,2025-03-18,True
SHP-000504,ORD-000504,Total Express,2025-07-31,2025-08-02,True
SHP-000505,ORD-000505,Correios,2025-04-20,,False
SHP-000506,ORD-000506,Total Express,2025-03-02,2025-03-01,False
SHP-000507,ORD-000507,Jadlog,2025-07-12,2025-07-12,False
SHP-000508,ORD-000508,Total Express,2025-08-13,2025-08-13,False
SHP-000509,ORD-000509,Total Express,2025-08-01,2025-08-01,False
SHP-000510,ORD-000510,Loggi,2025-04-08,2025-04-10,True
SHP-000511,ORD-000511,Correios,2025-02-09,2025-02-09,False
SHP-000512,ORD-000512,Total Express,2025-01-19,2025-01-20,True
SHP-000513,ORD-000513,Total Express,2025-02-07,2025-02-09,True
SHP-000514,ORD-000514,Correios,2025-02-17,2025-02-19,True
SHP-000515,ORD-000515,Correios,2025-12-25,2025-12-25,False
SHP-000516,ORD-000516,Jadlog,2025-02-24,2025-02-26,True
SHP-000517,ORD-000517,Correios,2025-04-23,2025-04-23,False
SHP-000518,ORD-000518,Jadlog,2025-04-27,2025-04-29,True
SHP-000519,ORD-000519,Loggi,2025-02-24,2025-02-23,False
SHP-000520,ORD-000520,Loggi,2025-11-15,2025-11-14,False
SHP-000521,ORD-000521,Total Express,2025-08-12,,False
SHP-000522,ORD-000522,Loggi,2025-06-21,2025-06-21,False
SHP-000523,ORD-000523,Correios,2025-05-13,2025-05-12,False
SHP-000524,ORD-000524,Correios,2025-09-13,2025-09-15,True
SHP-000525,ORD-000525,Loggi,2025-09-05,2025-09-05,False
SHP-000526,ORD-000526,Jadlog,2025-09-09,2025-09-11,True
SHP-000527,ORD-000527,Correios,2025-04-04,2025-04-03,False
SHP-000528,ORD-000528,Jadlog,2025-09-17,2025-09-18,True
SHP-000529,ORD-000529,Jadlog,2025-08-17,2025-08-16,False
SHP-000530,ORD-000530,Correios,2025-11-12,2025-11-14,True
SHP-000531,ORD-000531,Total Express,2025-04-15,2025-04-15,False
SHP-000532,ORD-000532,Jadlog,2025-06-11,2025-06-12,True
SHP-000533,ORD-000533,Correios,2025-03-01,2025-03-01,False
SHP-000534,ORD-000534,Correios,2025-02-18,2025-02-17,False
SHP-000535,ORD-000535,Jadlog,2025-04-24,2025-04-24,False
SHP-000536,ORD-000536,Correios,2025-07-07,2025-07-09,True
SHP-000537,ORD-000537,Total Express,2025-10-07,2025-10-07,False
SHP-000538,ORD-000538,Correios,2025-11-15,2025-11-15,False
SHP-000539,ORD-000539,Correios,2025-09-20,2025-09-19,False
SHP-000540,ORD-000540,Total Express,2025-01-23,2025-01-23,False
SHP-000541,ORD-000541,Total Express,2025-12-29,2025-12-30,True
SHP-000542,ORD-000542,Loggi,2025-05-08,2025-05-07,False
SHP-000543,ORD-000543,Jadlog,2025-06-17,2025-06-19,True
SHP-000544,ORD-000544,Loggi,2025-07-30,2025-07-29,False
SHP-000545,ORD-000545,Jadlog,2025-09-19,2025-09-19,False
SHP-000546,ORD-000546,Total Express,2025-02-02,2025-02-02,False
SHP-000547,ORD-000547,Loggi,2025-02-13,2025-02-12,False
SHP-000548,ORD-000548,Correios,2025-12-07,2025-12-09,True
SHP-000549,ORD-000549,Loggi,2025-03-20,2025-03-22,True
SHP-000550,ORD-000550,Jadlog,2025-08-19,2025-08-21,True
SHP-000551,ORD-000551,Jadlog,2025-07-18,2025-07-20,True
SHP-000552,ORD-000552,Loggi,2025-11-05,2025-11-06,True
SHP-000553,ORD-000553,Correios,2025-03-12,2025-03-11,False
SHP-000554,ORD-000554,Jadlog,2025-04-21,2025-04-23,True
SHP-000555,ORD-000555,Correios,2025-03-28,2025-03-29,True
SHP-000556,ORD-000556,Jadlog,2025-06-10,2025-06-12,True
SHP-000557,ORD-000557,Loggi,2025-02-27,2025-02-27,False
SHP-000558,ORD-000558,Jadlog,2025-11-23,,False
SHP-000559,ORD-000559,Total Express,2025-04-22,2025-04-22,False
SHP-000560,ORD-000560,Correios,2025-03-27,2025-03-28,True
SHP-000561,ORD-000561,Jadlog,2025-11-27,2025-11-26,False
SHP-000562,ORD-000562,Total Express,2025-06-10,2025-06-10,False
SHP-000563,ORD-000563,Loggi,2025-11-05,2025-11-04,False
SHP-000564,ORD-000564,Loggi,2025-05-16,2025-05-15,False
SHP-000565,ORD-000565,Total Express,2025-06-18,2025-06-18,False
SHP-000566,ORD-000566,Total Express,2025-01-14,,False
SHP-000567,ORD-000567,Jadlog,2025-10-08,2025-10-08,False
SHP-000568,ORD-000568,Loggi,2025-07-13,2025-07-13,False
SHP-000569,ORD-000569,Total Express,2025-01-05,,False
SHP-000570,ORD-000570,Jadlog,2025-06-06,2025-06-05,False
SHP-000571,ORD-000571,Jadlog,2025-03-13,2025-03-14,True
SHP-000572,ORD-000572,Correios,2025-07-07,2025-07-07,False
SHP-000573,ORD-000573,Correios,2025-12-11,2025-12-10,False
SHP-000574,ORD-000574,Jadlog,2025-03-24,2025-03-25,True
SHP-000575,ORD-000575,Total Express,2025-03-26,2025-03-26,False
SHP-000576,ORD-000576,Jadlog,2025-02-26,,False
SHP-000577,ORD-000577,Correios,2025-01-17,2025-01-18,True
SHP-000578,ORD-000578,Jadlog,2025-03-06,2025-03-06,False
SHP-000579,ORD-000579,Jadlog,2025-09-07,,False
SHP-000580,ORD-000580,Correios,2025-07-08,2025-07-10,True
SHP-000581,ORD-000581,Jadlog,2025-11-02,2025-11-03,True
SHP-000582,ORD-000582,Total Express,2025-03-23,2025-03-24,True
SHP-000583,ORD-000583,Total Express,2025-09-23,2025-09-24,True
SHP-000584,ORD-000584,Total Express,2025-10-07,2025-10-06,False
SHP-000585,ORD-000585,Correios,2026-01-02,2026-01-02,False
SHP-000586,ORD-000586,Loggi,2025-03-20,2025-03-19,False
SHP-000587,ORD-000587,Jadlog,2025-11-09,2025-11-09,False
SHP-000588,ORD-000588,Jadlog,2025-06-01,2025-06-01,False
SHP-000589,ORD-000589,Jadlog,2025-08-21,2025-08-21,False
SHP-000590,ORD-000590,Jadlog,2025-10-22,2025-10-23,True
SHP-000591,ORD-000591,Correios,2025-11-30,2025-11-29,False
SHP-000592,ORD-000592,Jadlog,2025-12-01,2025-11-30,False
SHP-000593,ORD-000593,Loggi,2025-09-06,2025-09-05,False
SHP-000594,ORD-000594,Correios,2025-09-25,2025-09-25,False
SHP-000595,ORD-000595,Total Express,2025-03-01,2025-03-01,False
SHP-000596,ORD-000596,Correios,2025-12-13,,False
SHP-000597,ORD-000597,Jadlog,2025-01-07,2025-01-07,False
SHP-000598,ORD-000598,Total Express,2025-07-24,2025-07-26,True
SHP-000599,ORD-000599,Total Express,2025-10-05,2025-10-05,False
SHP-000600,ORD-000600,Correios,2025-03-14,2025-03-14,False
