order_item_id,order_id,product_id,quantity,unit_price,unit_cost,gross_revenue,discount_amount,cost_amount
ORD-000120-01,ORD-000120,PROD-0010,3,219.9,93.0,659.7,0.0,279.0
ORD-000120-02,ORD-000120,PROD-0011,2,179.9,82.0,359.8,0.0,164.0
ORD-000120-03,ORD-000120,PROD-0002,3,149.9,72.0,449.7,0.0,216.0
ORD-000120-04,ORD-000120,PROD-0005,1,349.9,221.0,349.9,0.0,221.0
ORD-000121-01,ORD-000121,PROD-0002,3,149.9,72.0,449.7,67.45,216.0
ORD-000121-02,ORD-000121,PROD-0001,1,59.9,24.5,59.9,8.98,24.5
ORD-000122-01,ORD-000122,PROD-0012,3,259.9,137.0,779.7,0.0,411.0
ORD-000122-02,ORD-000122,PROD-0005,1,349.9,221.0,349.9,0.0,221.0
ORD-000123-01,ORD-000123,PROD-0001,1,59.9,24.5,59.9,3.0,24.5
ORD-000123-02,ORD-000123,PROD-0008,2,399.9,238.0,799.8,39.99,476.0
ORD-000123-03,ORD-000123,PROD-0010,1,219.9,93.0,219.9,11.0,93.0
ORD-000124-01,ORD-000124,PROD-0007,1,279.9,154.0,279.9,0.0,154.0
ORD-000124-02,ORD-000124,PROD-0003,3,229.9,118.0,689.7,0.0,354.0
ORD-000124-03,ORD-000124,PROD-0011,3,179.9,82.0,539.7,0.0,246.0
ORD-000125-01,ORD-000125,PROD-0009,3,44.9,17.0,134.7,0.0,51.0
ORD-000126-01,ORD-000126,PROD-0006,2,189.9,91.0,379.8,0.0,182.0
ORD-000126-02,ORD-000126,PROD-0002,1,149.9,72.0,149.9,0.0,72.0
ORD-000126-03,ORD-000126,PROD-0009,2,44.9,17.0,89.8,0.0,34.0
ORD-000127-01,ORD-000127,PROD-0003,2,229.9,118.0,459.8,68.97,236.0
ORD-000127-02,ORD-000127,PROD-0001,1,59.9,24.5,59.9,8.98,24.5
ORD-000128-01,ORD-000128,PROD-0009,2,44.9,17.0,89.8,13.47,34.0
ORD-000128-02,ORD-000128,PROD-0004,2,99.9,43.0,199.8,29.97,86.0
ORD-000129-01,ORD-000129,PROD-0010,1,219.9,93.0,219.9,0.0,93.0
ORD-000130-01,ORD-000130,PROD-0006,2,189.9,91.0,379.8,0.0,182.0
ORD-000130-02,ORD-000130,PROD-0007,2,279.9,154.0,559.8,0.0,308.0
ORD-000130-03,ORD-000130,PROD-0012,2,259.9,137.0,519.8,0.0,274.0
ORD-000131-01,ORD-000131,PROD-0004,2,99.9,43.0,199.8,0.0,86.0
ORD-000131-02,ORD-000131,PROD-0008,2,399.9,238.0,799.8,0.0,476.0
ORD-000131-03,ORD-000131,PROD-0005,1,349.9,221.0,349.9,0.0,221.0
ORD-000132-01,ORD-000132,PROD-0009,1,44.9,17.0,44.9,0.0,17.0
ORD-000132-02,ORD-000132,PROD-0001,1,59.9,24.5,59.9,0.0,24.5
ORD-000132-03,ORD-000132,PROD-0005,2,349.9,221.0,699.8,0.0,442.0
ORD-000132-04,ORD-000132,PROD-0010,2,219.9,93.0,439.8,0.0,186.0
ORD-000133-01,ORD-000133,PROD-0003,2,229.9,118.0,459.8,0.0,236.0
ORD-000133-02,ORD-000133,PROD-0004,2,99.9,43.0,199.8,0.0,86.0
ORD-000134-01,ORD-000134,PROD-0002,1,149.9,72.0,149.9,22.48,72.0
ORD-000134-02,ORD-000134,PROD-0006,1,189.9,91.0,189.9,28.48,91.0
ORD-000135-01,ORD-000135,PROD-0004,2,99.9,43.0,199.8,29.97,86.0
ORD-000135-02,ORD-000135,PROD-0003,2,229.9,118.0,459.8,68.97,236.0
ORD-000135-03,ORD-000135,PROD-0005,1,349.9,221.0,349.9,52.48,221.0
ORD-000136-01,ORD-000136,PROD-0007,1,279.9,154.0,279.9,13.99,154.0
ORD-000136-02,ORD-000136,PROD-0003,3,229.9,118.0,689.7,34.49,354.0
ORD-000136-03,ORD-000136,PROD-0012,3,259.9,137.0,779.7,38.98,411.0
ORD-000137-01,ORD-000137,PROD-0007,1,279.9,154.0,279.9,0.0,154.0
ORD-000137-02,ORD-000137,PROD-0005,2,349.9,221.0,699.8,0.0,442.0
ORD-000137-03,ORD-000137,PROD-0003,3,229.9,118.0,689.7,0.0,354.0
ORD-000138-01,ORD-000138,PROD-0005,3,349.9,221.0,1049.7,0.0,663.0
ORD-000138-02,ORD-000138,PROD-0009,1,44.9,17.0,44.9,0.0,17.0
ORD-000139-01,ORD-000139,PROD-0012,3,259.9,137.0,779.7,116.95,411.0
ORD-000140-01,ORD-000140,PROD-0004,3,99.9,43.0,299.7,14.99,129.0
ORD-000141-01,ORD-000141,PROD-0001,3,59.9,24.5,179.7,0.0,73.5
ORD-000141-02,ORD-000141,PROD-0012,3,259.9,137.0,779.7,0.0,411.0
ORD-000141-03,ORD-000141,PROD-0003,1,229.9,118.0,229.9,0.0,118.0
ORD-000142-01,ORD-000142,PROD-0003,3,229.9,118.0,689.7,0.0,354.0
ORD-000142-02,ORD-000142,PROD-0007,2,279.9,154.0,559.8,0.0,308.0
ORD-000143-01,ORD-000143,PROD-0003,3,229.9,118.0,689.7,34.49,354.0
ORD-000143-02,ORD-000143,PROD-0012,3,259.9,137.0,779.7,38.98,411.0
ORD-000143-03,ORD-000143,PROD-0001,2,59.9,24.5,119.8,5.99,49.0
ORD-000144-01,ORD-000144,PROD-0006,1,189.9,91.0,189.9,0.0,91.0
ORD-000144-02,ORD-000144,PROD-0002,2,149.9,72.0,299.8,0.0,144.0
ORD-000145-01,ORD-000145,PROD-0004,2,99.9,43.0,199.8,0.0,86.0
ORD-000145-02,ORD-000145,PROD-0012,2,259.9,137.0,519.8,0.0,274.0
ORD-000145-03,ORD-000145,PROD-0002,1,149.9,72.0,149.9,0.0,72.0
ORD-000146-01,ORD-000146,PROD-0009,2,44.9,17.0,89.8,4.49,34.0
ORD-000146-02,ORD-000146,PROD-0007,3,279.9,154.0,839.7,41.98,462.0
ORD-000146-03,ORD-000146,PROD-0002,3,149.9,72.0,449.7,22.49,216.0
ORD-000147-01,ORD-000147,PROD-0006,1,189.9,91.0,189.9,0.0,91.0
ORD-000148-01,ORD-000148,PROD-0010,1,219.9,93.0,219.9,32.98,93.0
ORD-000148-02,ORD-000148,PROD-0007,1,279.9,154.0,279.9,41.98,154.0
ORD-000149-01,ORD-000149,PROD-0005,1,349.9,221.0,349.9,34.99,221.0
ORD-000149-02,ORD-000149,PROD-0004,2,99.9,43.0,199.8,19.98,86.0
ORD-000149-03,ORD-000149,PROD-0002,3,149.9,72.0,449.7,44.97,216.0
ORD-000150-01,ORD-000150,PROD-0002,1,149.9,72.0,149.9,22.48,72.0
ORD-000150-02,ORD-000150,PROD-0001,1,59.9,24.5,59.9,8.98,24.5
ORD-000151-01,ORD-000151,PROD-0003,1,229.9,118.0,229.9,0.0,118.0
ORD-000151-02,ORD-000151,PROD-0006,2,189.9,91.0,379.8,0.0,182.0
ORD-000151-03,ORD-000151,PROD-0007,1,279.9,154.0,279.9,0.0,154.0
ORD-000151-04,ORD-000151,PROD-0011,2,179.9,82.0,359.8,0.0,164.0
ORD-000152-01,ORD-000152,PROD-0009,1,44.9,17.0,44.9,6.73,17.0
ORD-000152-02,ORD-000152,PROD-0007,3,279.9,154.0,839.7,125.95,462.0
ORD-000152-03,ORD-000152,PROD-0010,1,219.9,93.0,219.9,32.98,93.0
ORD-000153-01,ORD-000153,PROD-0009,3,44.9,17.0,134.7,6.73,51.0
ORD-000154-01,ORD-000154,PROD-0002,3,149.9,72.0,449.7,0.0,216.0
ORD-000154-02,ORD-000154,PROD-0011,1,179.9,82.0,179.9,0.0,82.0
ORD-000154-03,ORD-000154,PROD-0007,3,279.9,154.0,839.7,0.0,462.0
ORD-000154-04,ORD-000154,PROD-0004,2,99.9,43.0,199.8,0.0,86.0
ORD-000155-01,ORD-000155,PROD-0012,3,259.9,137.0,779.7,77.97,411.0
ORD-000156-01,ORD-000156,PROD-0005,3,349.9,221.0,1049.7,0.0,663.0
ORD-000157-01,ORD-000157,PROD-0003,1,229.9,118.0,229.9,0.0,118.0
ORD-000157-02,ORD-000157,PROD-0010,2,219.9,93.0,439.8,0.0,186.0
ORD-000157-03,ORD-000157,PROD-0011,2,179.9,82.0,359.8,0.0,164.0
ORD-000157-04,ORD-000157,PROD-0007,3,279.9,154.0,839.7,0.0,462.0
ORD-000158-01,ORD-000158,PROD-0012,1,259.9,137.0,259.9,0.0,137.0
ORD-000158-02,ORD-000158,PROD-0011,2,179.9,82.0,359.8,0.0,164.0
ORD-000158-03,ORD-000158,PROD-0002,3,149.9,72.0,449.7,0.0,216.0
ORD-000158-04,ORD-000158,PROD-0004,2,99.9,43.0,199.8,0.0,86.0
ORD-000159-01,ORD-000159,PROD-0001,1,59.9,24.5,59.9,8.98,24.5
ORD-000159-02,ORD-000159,PROD-0009,2,44.9,17.0,89.8,13.47,34.0
ORD-000159-03,ORD-000159,PROD-0003,3,229.9,118.0,689.7,103.45,354.0
ORD-000160-01,ORD-000160,PROD-0006,3,189.9,91.0,569.7,0.0,273.0
ORD-000161-01,ORD-000161,PROD-0003,2,229.9,118.0,459.8,0.0,236.0
ORD-000161-02,ORD-000161,PROD-0008,2,399.9,238.0,799.8,0.0,476.0
ORD-000161-03,ORD-000161,PROD-0010,1,219.9,93.0,219.9,0.0,93.0
ORD-000161-04,ORD-000161,PROD-0009,2,44.9,17.0,89.8,0.0,34.0
ORD-000162-01,ORD-000162,PROD-0011,2,179.9,82.0,359.8,0.0,164.0
ORD-000162-02,ORD-000162,PROD-0004,3,99.9,43.0,299.7,0.0,129.0
ORD-000163-01,ORD-000163,PROD-0012,2,259.9,137.0,519.8,0.0,274.0
ORD-000163-02,ORD-000163,PROD-0011,2,179.9,82.0,359.8,0.0,164.0
ORD-000163-03,ORD-000163,PROD-0005,2,349.9,221.0,699.8,0.0,442.0
ORD-000164-01,ORD-000164,PROD-0009,3,44.9,17.0,134.7,6.73,51.0
ORD-000165-01,ORD-000165,PROD-0005,1,349.9,221.0,349.9,0.0,221.0
ORD-000165-02,ORD-000165,PROD-0012,1,259.9,137.0,259.9,0.0,137.0
ORD-000165-03,ORD-000165,PROD-0011,3,179.9,82.0,539.7,0.0,246.0
ORD-000166-01,ORD-000166,PROD-0007,3,279.9,154.0,839.7,41.98,462.0
ORD-000166-02,ORD-000166,PROD-0012,1,259.9,137.0,259.9,12.99,137.0
ORD-000166-03,ORD-000166,PROD-0011,3,179.9,82.0,539.7,26.99,246.0
ORD-000167-01,ORD-000167,PROD-0003,1,229.9,118.0,229.9,34.48,118.0
ORD-000167-02,ORD-000167,PROD-0011,2,179.9,82.0,359.8,53.97,164.0
ORD-000167-03,ORD-000167,PROD-0009,1,44.9,17.0,44.9,6.73,17.0
ORD-000168-01,ORD-000168,PROD-0007,2,279.9,154.0,559.8,0.0,308.0
ORD-000168-02,ORD-000168,PROD-0006,3,189.9,91.0,569.7,0.0,273.0
ORD-000168-03,ORD-000168,PROD-0011,2,179.9,82.0,359.8,0.0,164.0
ORD-000169-01,ORD-000169,PROD-0001,2,59.9,24.5,119.8,5.99,49.0
ORD-000169-02,ORD-000169,PROD-0003,2,229.9,118.0,459.8,22.99,236.0
ORD-000169-03,ORD-000169,PROD-0011,3,179.9,82.0,539.7,26.99,246.0
ORD-000169-04,ORD-000169,PROD-0004,2,99.9,43.0,199.8,9.99,86.0
ORD-000170-01,ORD-000170,PROD-0005,2,349.9,221.0,699.8,104.97,442.0
ORD-000170-02,ORD-000170,PROD-0004,1,99.9,43.0,99.9,14.98,43.0
ORD-000170-03,ORD-000170,PROD-0003,1,229.9,118.0,229.9,34.48,118.0
ORD-000170-04,ORD-000170,PROD-0010,3,219.9,93.0,659.7,98.95,279.0
ORD-000171-01,ORD-000171,PROD-0001,1,59.9,24.5,59.9,5.99,24.5
ORD-000171-02,ORD-000171,PROD-0006,1,189.9,91.0,189.9,18.99,91.0
ORD-000171-03,ORD-000171,PROD-0009,3,44.9,17.0,134.7,13.47,51.0
ORD-000172-01,ORD-000172,PROD-0003,2,229.9,118.0,459.8,22.99,236.0
ORD-000172-02,ORD-000172,PROD-0002,2,149.9,72.0,299.8,14.99,144.0
ORD-000172-03,ORD-000172,PROD-0001,2,59.9,24.5,119.8,5.99,49.0
ORD-000173-01,ORD-000173,PROD-0007,1,279.9,154.0,279.9,0.0,154.0
ORD-000173-02,ORD-000173,PROD-0001,1,59.9,24.5,59.9,0.0,24.5
ORD-000174-01,ORD-000174,PROD-0009,3,44.9,17.0,134.7,6.73,51.0
ORD-000174-02,ORD-000174,PROD-0010,1,219.9,93.0,219.9,11.0,93.0
ORD-000174-03,ORD-000174,PROD-0001,3,59.9,24.5,179.7,8.98,73.5
ORD-000175-01,ORD-000175,PROD-0004,3,99.9,43.0,299.7,0.0,129.0
ORD-000175-02,ORD-000175,PROD-0011,1,179.9,82.0,179.9,0.0,82.0
ORD-000176-01,ORD-000176,PROD-0009,3,44.9,17.0,134.7,20.2,51.0
ORD-000177-01,ORD-000177,PROD-0006,2,189.9,91.0,379.8,0.0,182.0
ORD-000177-02,ORD-000177,PROD-0007,1,279.9,154.0,279.9,0.0,154.0
ORD-000178-01,ORD-000178,PROD-0010,3,219.9,93.0,659.7,0.0,279.0
ORD-000179-01,ORD-000179,PROD-0005,1,349.9,221.0,349.9,17.5,221.0
ORD-000179-02,ORD-000179,PROD-0008,1,399.9,238.0,399.9,20.0,238.0
ORD-000179-03,ORD-000179,PROD-0001,1,59.9,24.5,59.9,3.0,24.5
ORD-000180-01,ORD-000180,PROD-0006,2,189.9,91.0,379.8,0.0,182.0
ORD-000180-02,ORD-000180,PROD-0012,3,259.9,137.0,779.7,0.0,411.0
ORD-000181-01,ORD-000181,PROD-0007,1,279.9,154.0,279.9,0.0,154.0
ORD-000181-02,ORD-000181,PROD-0011,3,179.9,82.0,539.7,0.0,246.0
ORD-000181-03,ORD-000181,PROD-0003,3,229.9,118.0,689.7,0.0,354.0
ORD-000181-04,ORD-000181,PROD-0002,1,149.9,72.0,149.9,0.0,72.0
ORD-000182-01,ORD-000182,PROD-0010,2,219.9,93.0,439.8,43.98,186.0
ORD-000182-02,ORD-000182,PROD-0001,2,59.9,24.5,119.8,11.98,49.0
ORD-000182-03,ORD-000182,PROD-0003,1,229.9,118.0,229.9,22.99,118.0
ORD-000183-01,ORD-000183,PROD-0011,3,179.9,82.0,539.7,53.97,246.0
ORD-000183-02,ORD-000183,PROD-0006,3,189.9,91.0,569.7,56.97,273.0
ORD-000184-01,ORD-000184,PROD-0009,1,44.9,17.0,44.9,6.73,17.0
ORD-000184-02,ORD-000184,PROD-0010,1,219.9,93.0,219.9,32.98,93.0
ORD-000185-01,ORD-000185,PROD-0001,3,59.9,24.5,179.7,0.0,73.5
ORD-000185-02,ORD-000185,PROD-0009,3,44.9,17.0,134.7,0.0,51.0
ORD-000185-03,ORD-000185,PROD-0004,2,99.9,43.0,199.8,0.0,86.0
ORD-000186-01,ORD-000186,PROD-0012,2,259.9,137.0,519.8,25.99,274.0
ORD-000186-02,ORD-000186,PROD-0011,2,179.9,82.0,359.8,17.99,164.0
ORD-000186-03,ORD-000186,PROD-0001,1,59.9,24.5,59.9,3.0,24.5
ORD-000186-04,ORD-000186,PROD-0002,3,149.9,72.0,449.7,22.49,216.0
ORD-000187-01,ORD-000187,PROD-0006,2,189.9,91.0,379.8,56.97,182.0
ORD-000187-02,ORD-000187,PROD-0001,2,59.9,24.5,119.8,17.97,49.0
ORD-000187-03,ORD-000187,PROD-0004,3,99.9,43.0,299.7,44.96,129.0
ORD-000188-01,ORD-000188,PROD-0009,3,44.9,17.0,134.7,0.0,51.0
ORD-000188-02,ORD-000188,PROD-0012,1,259.9,137.0,259.9,0.0,137.0
ORD-000188-03,ORD-000188,PROD-0006,1,189.9,91.0,189.9,0.0,91.0
ORD-000189-01,ORD-000189,PROD-0012,1,259.9,137.0,259.9,12.99,137.0
ORD-000189-02,ORD-000189,PROD-0006,2,189.9,91.0,379.8,18.99,182.0
ORD-000190-01,ORD-000190,PROD-0001,2,59.9,24.5,119.8,11.98,49.0
ORD-000190-02,ORD-000190,PROD-0009,3,44.9,17.0,134.7,13.47,51.0
ORD-000190-03,ORD-000190,PROD-0012,2,259.9,137.0,519.8,51.98,274.0
ORD-000190-04,ORD-000190,PROD-0011,3,179.9,82.0,539.7,53.97,246.0
ORD-000191-01,ORD-000191,PROD-0009,3,44.9,17.0,134.7,13.47,51.0
ORD-000191-02,ORD-000191,PROD-0007,3,279.9,154.0,839.7,83.97,462.0
ORD-000191-03,ORD-000191,PROD-0011,1,179.9,82.0,179.9,17.99,82.0
ORD-000192-01,ORD-000192,PROD-0012,3,259.9,137.0,779.7,116.95,411.0
ORD-000192-02,ORD-000192,PROD-0009,3,44.9,17.0,134.7,20.2,51.0
ORD-000192-03,ORD-000192,PROD-0006,3,189.9,91.0,569.7,85.45,273.0
ORD-000193-01,ORD-000193,PROD-0009,3,44.9,17.0,134.7,0.0,51.0
ORD-000193-02,ORD-000193,PROD-0012,3,259.9,137.0,779.7,0.0,411.0
ORD-000194-01,ORD-000194,PROD-0007,1,279.9,154.0,279.9,41.98,154.0
ORD-000194-02,ORD-000194,PROD-0001,1,59.9,24.5,59.9,8.98,24.5
ORD-000194-03,ORD-000194,PROD-0009,2,44.9,17.0,89.8,13.47,34.0
ORD-000195-01,ORD-000195,PROD-0004,2,99.9,43.0,199.8,0.0,86.0
ORD-000195-02,ORD-000195,PROD-0009,2,44.9,17.0,89.8,0.0,34.0
ORD-000195-03,ORD-000195,PROD-0001,1,59.9,24.5,59.9,0.0,24.5
ORD-000196-01,ORD-000196,PROD-0012,2,259.9,137.0,519.8,51.98,274.0
ORD-000196-02,ORD-000196,PROD-0011,2,179.9,82.0,359.8,35.98,164.0
ORD-000196-03,ORD-000196,PROD-0001,2,59.9,24.5,119.8,11.98,49.0
ORD-000197-01,ORD-000197,PROD-0010,1,219.9,93.0,219.9,0.0,93.0
ORD-000197-02,ORD-000197,PROD-0009,3,44.9,17.0,134.7,0.0,51.0
ORD-000197-03,ORD-000197,PROD-0012,1,259.9,137.0,259.9,0.0,137.0
ORD-000198-01,ORD-000198,PROD-0009,1,44.9,17.0,44.9,2.25,17.0
ORD-000198-02,ORD-000198,PROD-0005,3,349.9,221.0,1049.7,52.48,663.0
ORD-000198-03,ORD-000198,PROD-0003,2,229.9,118.0,459.8,22.99,236.0
ORD-000199-01,ORD-000199,PROD-0008,2,399.9,238.0,799.8,79.98,476.0
ORD-000199-02,ORD-000199,PROD-0010,1,219.9,93.0,219.9,21.99,93.0
ORD-000199-03,ORD-000199,PROD-0009,3,44.9,17.0,134.7,13.47,51.0
ORD-000200-01,ORD-000200,PROD-0004,2,99.9,43.0,199.8,19.98,86.0
ORD-000200-02,ORD-000200,PROD-0012,2,259.9,137.0,519.8,51.98,274.0
ORD-000200-03,ORD-000200,PROD-0006,2,189.9,91.0,379.8,37.98,182.0
ORD-000201-01,ORD-000201,PROD-0001,2,59.9,24.5,119.8,0.0,49.0
ORD-000201-02,ORD-000201,PROD-0011,2,179.9,82.0,359.8,0.0,164.0
ORD-000202-01,ORD-000202,PROD-0005,3,349.9,221.0,1049.7,104.97,663.0
ORD-000203-01,ORD-000203,PROD-0004,3,99.9,43.0,299.7,29.97,129.0
ORD-000204-01,ORD-000204,PROD-0012,3,259.9,137.0,779.7,116.95,411.0
ORD-000205-01,ORD-000205,PROD-0005,2,349.9,221.0,699.8,69.98,442.0
ORD-000205-02,ORD-000205,PROD-0007,2,279.9,154.0,559.8,55.98,308.0
ORD-000206-01,ORD-000206,PROD-0012,3,259.9,137.0,779.7,116.95,411.0
ORD-000207-01,ORD-000207,PROD-0007,1,279.9,154.0,279.9,0.0,154.0
ORD-000207-02,ORD-000207,PROD-0012,3,259.9,137.0,779.7,0.0,411.0
ORD-000207-03,ORD-000207,PROD-0001,1,59.9,24.5,59.9,0.0,24.5
ORD-000207-04,ORD-000207,PROD-0008,1,399.9,238.0,399.9,0.0,238.0
ORD-000208-01,ORD-000208,PROD-0009,3,44.9,17.0,134.7,20.2,51.0
ORD-000209-01,ORD-000209,PROD-0004,1,99.9,43.0,99.9,14.98,43.0
ORD-000209-02,ORD-000209,PROD-0007,1,279.9,154.0,279.9,41.98,154.0
ORD-000209-03,ORD-000209,PROD-0009,1,44.9,17.0,44.9,6.73,17.0
ORD-000210-01,ORD-000210,PROD-0005,3,349.9,221.0,1049.7,104.97,663.0
ORD-000211-01,ORD-000211,PROD-0010,2,219.9,93.0,439.8,65.97,186.0
ORD-000211-02,ORD-000211,PROD-0002,2,149.9,72.0,299.8,44.97,144.0
ORD-000211-03,ORD-000211,PROD-0004,2,99.9,43.0,199.8,29.97,86.0
ORD-000212-01,ORD-000212,PROD-0004,2,99.9,43.0,199.8,9.99,86.0
ORD-000212-02,ORD-000212,PROD-0012,2,259.9,137.0,519.8,25.99,274.0
ORD-000212-03,ORD-000212,PROD-0007,1,279.9,154.0,279.9,13.99,154.0
ORD-000213-01,ORD-000213,PROD-0005,1,349.9,221.0,349.9,34.99,221.0
ORD-000214-01,ORD-000214,PROD-0001,2,59.9,24.5,119.8,11.98,49.0
ORD-000214-02,ORD-000214,PROD-0009,3,44.9,17.0,134.7,13.47,51.0
ORD-000215-01,ORD-000215,PROD-0007,2,279.9,154.0,559.8,0.0,308.0
ORD-000216-01,ORD-000216,PROD-0012,2,259.9,137.0,519.8,0.0,274.0
ORD-000216-02,ORD-000216,PROD-0008,1,399.9,238.0,399.9,0.0,238.0
ORD-000217-01,ORD-000217,PROD-0007,1,279.9,154.0,279.9,27.99,154.0
ORD-000217-02,ORD-000217,PROD-0008,1,399.9,238.0,399.9,39.99,238.0
ORD-000217-03,ORD-000217,PROD-0011,3,179.9,82.0,539.7,53.97,246.0
ORD-000218-01,ORD-000218,PROD-0006,2,189.9,91.0,379.8,0.0,182.0
ORD-000218-02,ORD-000218,PROD-0010,2,219.9,93.0,439.8,0.0,186.0
ORD-000218-03,ORD-000218,PROD-0002,1,149.9,72.0,149.9,0.0,72.0
ORD-000218-04,ORD-000218,PROD-0009,3,44.9,17.0,134.7,0.0,51.0
ORD-000219-01,ORD-000219,PROD-0002,3,149.9,72.0,449.7,0.0,216.0
ORD-000219-02,ORD-000219,PROD-0009,2,44.9,17.0,89.8,0.0,34.0
ORD-000220-01,ORD-000220,PROD-0012,3,259.9,137.0,779.7,116.95,411.0
ORD-000220-02,ORD-000220,PROD-0002,2,149.9,72.0,299.8,44.97,144.0
ORD-000220-03,ORD-000220,PROD-0008,2,399.9,238.0,799.8,119.97,476.0
ORD-000221-01,ORD-000221,PROD-0010,1,219.9,93.0,219.9,0.0,93.0
ORD-000222-01,ORD-000222,PROD-0002,3,149.9,72.0,449.7,0.0,216.0
ORD-000222-02,ORD-000222,PROD-0004,2,99.9,43.0,199.8,0.0,86.0
ORD-000222-03,ORD-000222,PROD-0008,2,399.9,238.0,799.8,0.0,476.0
ORD-000223-01,ORD-000223,PROD-0012,2,259.9,137.0,519.8,77.97,274.0
ORD-000223-02,ORD-000223,PROD-0011,2,179.9,82.0,359.8,53.97,164.0
ORD-000224-01,ORD-000224,PROD-0003,2,229.9,118.0,459.8,0.0,236.0
ORD-000224-02,ORD-000224,PROD-0010,3,219.9,93.0,659.7,0.0,279.0
ORD-000224-03,ORD-000224,PROD-0002,3,149.9,72.0,449.7,0.0,216.0
ORD-000224-04,ORD-000224,PROD-0012,1,259.9,137.0,259.9,0.0,137.0
ORD-000225-01,ORD-000225,PROD-0006,1,189.9,91.0,189.9,28.48,91.0
ORD-000225-02,ORD-000225,PROD-0001,2,59.9,24.5,119.8,17.97,49.0
ORD-000225-03,ORD-000225,PROD-0009,2,44.9,17.0,89.8,13.47,34.0
ORD-000225-04,ORD-000225,PROD-0007,2,279.9,154.0,559.8,83.97,308.0
ORD-000226-01,ORD-000226,PROD-0005,3,349.9,221.0,1049.7,0.0,663.0
ORD-000226-02,ORD-000226,PROD-0004,3,99.9,43.0,299.7,0.0,129.0
ORD-000226-03,ORD-000226,PROD-0001,1,59.9,24.5,59.9,0.0,24.5
ORD-000226-04,ORD-000226,PROD-0010,3,219.9,93.0,659.7,0.0,279.0
ORD-000227-01,ORD-000227,PROD-0009,2,44.9,17.0,89.8,13.47,34.0
ORD-000227-02,ORD-000227,PROD-0007,3,279.9,154.0,839.7,125.95,462.0
ORD-000227-03,ORD-000227,PROD-0010,2,219.9,93.0,439.8,65.97,186.0
ORD-000228-01,ORD-000228,PROD-0012,3,259.9,137.0,779.7,0.0,411.0
ORD-000228-02,ORD-000228,PROD-0007,1,279.9,154.0,279.9,0.0,154.0
ORD-000228-03,ORD-000228,PROD-0003,3,229.9,118.0,689.7,0.0,354.0
ORD-000229-01,ORD-000229,PROD-0003,2,229.9,118.0,459.8,45.98,236.0
ORD-000230-01,ORD-000230,PROD-0010,1,219.9,93.0,219.9,0.0,93.0
ORD-000231-01,ORD-000231,PROD-0004,3,99.9,43.0,299.7,44.96,129.0
ORD-000232-01,ORD-000232,PROD-0002,2,149.9,72.0,299.8,0.0,144.0
ORD-000232-02,ORD-000232,PROD-0005,2,349.9,221.0,699.8,0.0,442.0
ORD-000233-01,ORD-000233,PROD-0006,3,189.9,91.0,569.7,0.0,273.0
ORD-000233-02,ORD-000233,PROD-0005,1,349.9,221.0,349.9,0.0,221.0
ORD-000233-03,ORD-000233,PROD-0004,2,99.9,43.0,199.8,0.0,86.0
ORD-000234-01,ORD-000234,PROD-0009,2,44.9,17.0,89.8,8.98,34.0
ORD-000235-01,ORD-000235,PROD-0008,1,399.9,238.0,399.9,20.0,238.0
ORD-000236-01,ORD-000236,PROD-0004,2,99.9,43.0,199.8,19.98,86.0
ORD-000236-02,ORD-000236,PROD-0005,3,349.9,221.0,1049.7,104.97,663.0
ORD-000236-03,ORD-000236,PROD-0002,3,149.9,72.0,449.7,44.97,216.0
ORD-000237-01,ORD-000237,PROD-0008,1,399.9,238.0,399.9,0.0,238.0
ORD-000237-02,ORD-000237,PROD-0004,3,99.9,43.0,299.7,0.0,129.0
ORD-000238-01,ORD-000238,PROD-0011,3,179.9,82.0,539.7,0.0,246.0
ORD-000239-01,ORD-000239,PROD-0008,2,399.9,238.0,799.8,39.99,476.0
ORD-000239-02,ORD-000239,PROD-0003,2,229.9,118.0,459.8,22.99,236.0
ORD-000239-03,ORD-000239,PROD-0009,1,44.9,17.0,44.9,2.25,17.0
ORD-000240-01,ORD-000240,PROD-0008,3,399.9,238.0,1199.7,59.98,714.0
ORD-000240-02,ORD-000240,PROD-0002,3,149.9,72.0,449.7,22.49,216.0
ORD-000241-01,ORD-000241,PROD-0003,1,229.9,118.0,229.9,0.0,118.0
ORD-000241-02,ORD-000241,PROD-0009,2,44.9,17.0,89.8,0.0,34.0
ORD-000241-03,ORD-000241,PROD-0005,2,349.9,221.0,699.8,0.0,442.0
ORD-000242-01,ORD-000242,PROD-0008,1,399.9,238.0,399.9,0.0,238.0
ORD-000242-02,ORD-000242,PROD-0003,3,229.9,118.0,689.7,0.0,354.0
ORD-000242-03,ORD-000242,PROD-0010,3,219.9,93.0,659.7,0.0,279.0
ORD-000243-01,ORD-000243,PROD-0003,2,229.9,118.0,459.8,68.97,236.0
ORD-000244-01,ORD-000244,PROD-0012,1,259.9,137.0,259.9,25.99,137.0
ORD-000245-01,ORD-000245,PROD-0009,2,44.9,17.0,89.8,0.0,34.0
ORD-000245-02,ORD-000245,PROD-0012,1,259.9,137.0,259.9,0.0,137.0
ORD-000245-03,ORD-000245,PROD-0005,2,349.9,221.0,699.8,0.0,442.0
ORD-000246-01,ORD-000246,PROD-0006,2,189.9,91.0,379.8,0.0,182.0
