order_id,customer_id,order_datetime,channel,payment_method,status,gross_revenue,discount_amount,freight_amount,cancellation_amount,return_amount,net_revenue,cost_amount,gross_margin
ORD-000198,CUST-00247,2025-03-30 19:32:00,site,pix,delivered,1554.4,77.72,11.12,0.0,0.0,1476.68,916.0,560.68
ORD-000199,CUST-00040,2025-06-15 17:03:00,app,boleto,returned,1154.4,115.44,35.19,0.0,1038.96,0.0,620.0,0
ORD-000200,CUST-00202,2025-09-16 10:26:00,site,boleto,cancelled,1099.4,109.94,22.0,989.46,0.0,0.0,542.0,0
ORD-000201,CUST-00144,2025-11-29 08:07:00,site,pix,returned,479.6,0.0,23.27,0.0,479.6,0.0,213.0,0
ORD-000202,CUST-00007,2025-09-22 20:23:00,site,pix,cancelled,1049.7,104.97,23.27,944.73,0.0,0.0,663.0,0
ORD-000203,CUST-00243,2025-02-19 10:49:00,marketplace,credit_card,cancelled,299.7,29.97,10.12,269.73,0.0,0.0,129.0,0
ORD-000204,CUST-00214,2025-02-23 11:34:00,site,credit_card,returned,779.7,116.95,33.16,0.0,662.74,0.0,411.0,0
ORD-000205,CUST-00023,2025-02-07 08:11:00,marketplace,pix,delivered,1259.6,125.96,12.01,0.0,0.0,1133.64,750.0,383.64
ORD-000206,CUST-00100,2025-12-11 09:34:00,site,boleto,delivered,779.7,116.95,31.51,0.0,0.0,662.74,411.0,251.74
ORD-000207,CUST-00075,2025-12-18 12:38:00,marketplace,pix,delivered,1519.4,0.0,32.86,0.0,0.0,1519.4,827.5,691.9
ORD-000208,CUST-00077,2025-12-13 20:55:00,site,credit_card,returned,134.7,20.2,21.09,0.0,114.49,0.0,51.0,0
ORD-000209,CUST-00138,2025-10-08 09:19:00,site,boleto,delivered,424.7,63.7,32.14,0.0,0.0,360.99,214.0,146.99
ORD-000210,CUST-00047,2025-12-10 20:36:00,site,pix,delivered,1049.7,104.97,23.74,0.0,0.0,944.73,663.0,281.73
ORD-000211,CUST-00244,2025-06-19 13:08:00,app,boleto,returned,939.4,140.91,16.94,0.0,798.49,0.0,416.0,0
ORD-000212,CUST-00145,2025-10-18 13:51:00,marketplace,boleto,delivered,999.5,49.98,14.96,0.0,0.0,949.52,514.0,435.52
ORD-000213,CUST-00115,2025-07-03 20:19:00,marketplace,credit_card,delivered,349.9,34.99,13.16,0.0,0.0,314.91,221.0,93.91
ORD-000214,CUST-00229,2025-01-10 16:40:00,marketplace,pix,delivered,254.5,25.45,27.27,0.0,0.0,229.05,100.0,129.05
ORD-000215,CUST-00101,2025-04-25 20:37:00,marketplace,credit_card,returned,559.8,0.0,13.92,0.0,559.8,0.0,308.0,0
ORD-000216,CUST-00194,2025-09-21 10:28:00,site,pix,delivered,919.7,0.0,26.89,0.0,0.0,919.7,512.0,407.7
ORD-000217,CUST-00095,2025-04-30 08:42:00,app,credit_card,delivered,1219.5,121.95,37.13,0.0,0.0,1097.55,638.0,459.55
ORD-000218,CUST-00214,2025-05-15 17:34:00,app,pix,cancelled,1104.2,0.0,21.2,1104.2,0.0,0.0,491.0,0
ORD-000219,CUST-00203,2025-09-04 17:00:00,site,credit_card,cancelled,539.5,0.0,23.1,539.5,0.0,0.0,250.0,0
ORD-000220,CUST-00093,2025-11-05 19:52:00,site,boleto,delivered,1879.3,281.89,16.81,0.0,0.0,1597.4,1031.0,566.4
ORD-000221,CUST-00063,2025-01-23 10:36:00,site,credit_card,cancelled,219.9,0.0,13.94,219.9,0.0,0.0,93.0,0
ORD-000222,CUST-00133,2025-07-27 17:36:00,site,credit_card,returned,1449.3,0.0,36.26,0.0,1449.3,0.0,778.0,0
ORD-000223,CUST-00204,2025-10-26 20:11:00,marketplace,boleto,cancelled,879.6,131.94,25.22,747.66,0.0,0.0,438.0,0
ORD-000224,CUST-00097,2025-07-17 10:06:00,marketplace,boleto,delivered,1829.1,0.0,25.58,0.0,0.0,1829.1,868.0,961.1
ORD-000225,CUST-00169,2025-03-08 17:34:00,marketplace,boleto,delivered,959.3,143.89,29.38,0.0,0.0,815.4,482.0,333.4
ORD-000226,CUST-00109,2025-03-10 12:30:00,site,pix,delivered,2069.0,0.0,18.4,0.0,0.0,2069.0,1095.5,973.5
ORD-000227,CUST-00105,2025-07-05 09:09:00,marketplace,pix,delivered,1369.3,205.39,27.46,0.0,0.0,1163.9,682.0,481.9
ORD-000228,CUST-00046,2025-07-09 16:35:00,site,pix,delivered,1749.3,0.0,39.56,0.0,0.0,1749.3,919.0,830.3
ORD-000229,CUST-00055,2025-09-18 14:50:00,marketplace,credit_card,delivered,459.8,45.98,28.32,0.0,0.0,413.82,236.0,177.82
ORD-000230,CUST-00238,2025-11-04 14:05:00,marketplace,pix,delivered,219.9,0.0,16.55,0.0,0.0,219.9,93.0,126.9
ORD-000231,CUST-00183,2025-11-02 08:49:00,marketplace,pix,delivered,299.7,44.96,24.73,0.0,0.0,254.75,129.0,125.75
ORD-000232,CUST-00158,2025-03-28 18:02:00,marketplace,pix,delivered,999.6,0.0,29.55,0.0,0.0,999.6,586.0,413.6
ORD-000233,CUST-00133,2025-01-08 19:45:00,app,boleto,delivered,1119.4,0.0,26.39,0.0,0.0,1119.4,580.0,539.4
ORD-000234,CUST-00105,2025-09-17 09:35:00,marketplace,boleto,delivered,89.8,8.98,18.73,0.0,0.0,80.82,34.0,46.82
ORD-000235,CUST-00145,2025-09-05 20:15:00,app,credit_card,delivered,399.9,20.0,30.35,0.0,0.0,379.9,238.0,141.9
ORD-000236,CUST-00205,2025-06-11 14:22:00,app,credit_card,cancelled,1699.2,169.92,10.19,1529.28,0.0,0.0,965.0,0
ORD-000237,CUST-00122,2025-06-10 13:13:00,site,pix,cancelled,699.6,0.0,15.38,699.6,0.0,0.0,367.0,0
ORD-000238,CUST-00052,2025-05-08 17:22:00,app,boleto,delivered,539.7,0.0,13.5,0.0,0.0,539.7,246.0,293.7
ORD-000239,CUST-00218,2025-09-04 13:39:00,marketplace,credit_card,delivered,1304.5,65.23,36.84,0.0,0.0,1239.28,729.0,510.28
ORD-000240,CUST-00123,2025-10-04 08:32:00,app,pix,delivered,1649.4,82.47,35.71,0.0,0.0,1566.93,930.0,636.93
ORD-000241,CUST-00173,2025-04-18 14:37:00,marketplace,pix,delivered,1019.5,0.0,20.75,0.0,0.0,1019.5,594.0,425.5
ORD-000242,CUST-00109,2025-04-18 14:44:00,site,credit_card,delivered,1749.3,0.0,35.53,0.0,0.0,1749.3,871.0,878.3
ORD-000243,CUST-00143,2025-08-10 14:12:00,app,credit_card,delivered,459.8,68.97,14.39,0.0,0.0,390.83,236.0,154.83
ORD-000244,CUST-00202,2025-09-07 12:16:00,site,credit_card,cancelled,259.9,25.99,11.33,233.91,0.0,0.0,137.0,0
ORD-000245,CUST-00215,2025-11-19 09:28:00,site,pix,returned,1049.5,0.0,17.69,0.0,1049.5,0.0,613.0,0
ORD-000246,CUST-00148,2025-10-22 18:41:00,site,pix,cancelled,1249.3,0.0,39.28,1249.3,0.0,0.0,627.0,0
ORD-000247,CUST-00119,2025-11-20 10:55:00,site,credit_card,delivered,1419.4,212.91,34.13,0.0,0.0,1206.49,719.0,487.49
ORD-000248,CUST-00082,2025-12-01 12:45:00,site,credit_card,delivered,2019.3,201.93,29.24,0.0,0.0,1817.37,1082.0,735.37
ORD-000249,CUST-00170,2025-05-09 19:44:00,marketplace,credit_card,returned,1689.3,0.0,16.22,0.0,1689.3,0.0,911.0,0
ORD-000250,CUST-00022,2025-12-02 14:19:00,app,pix,delivered,804.4,0.0,32.03,0.0,0.0,804.4,388.0,416.4
ORD-000251,CUST-00141,2025-08-16 10:44:00,app,pix,cancelled,2818.8,0.0,27.62,2818.8,0.0,0.0,1398.0,0
ORD-000252,CUST-00207,2025-02-15 15:19:00,app,boleto,delivered,669.5,33.48,17.69,0.0,0.0,636.02,332.5,303.52
ORD-000253,CUST-00077,2025-01-05 20:27:00,site,pix,delivered,89.8,8.98,16.84,0.0,0.0,80.82,34.0,46.82
ORD-000254,CUST-00064,2025-03-25 19:47:00,site,boleto,returned,1149.5,57.48,34.75,0.0,1092.03,0.0,658.0,0
ORD-000255,CUST-00167,2025-09-30 20:17:00,app,boleto,delivered,1279.6,0.0,35.5,0.0,0.0,1279.6,781.0,498.6
ORD-000256,CUST-00049,2025-06-14 08:09:00,site,boleto,delivered,699.8,69.98,10.56,0.0,0.0,629.82,442.0,187.82
ORD-000257,CUST-00024,2025-03-19 08:31:00,app,credit_card,delivered,1169.5,0.0,22.51,0.0,0.0,1169.5,627.5,542.0
ORD-000258,CUST-00050,2025-05-09 14:53:00,site,credit_card,delivered,1479.6,0.0,39.14,0.0,0.0,1479.6,868.0,611.6
ORD-000259,CUST-00122,2025-07-19 18:19:00,marketplace,credit_card,delivered,779.7,0.0,28.77,0.0,0.0,779.7,411.0,368.7
ORD-000260,CUST-00051,2025-07-04 08:55:00,site,pix,returned,639.7,0.0,39.1,0.0,639.7,0.0,318.0,0
ORD-000261,CUST-00203,2025-05-05 08:02:00,app,credit_card,cancelled,339.8,50.97,24.16,288.83,0.0,0.0,163.0,0
ORD-000262,CUST-00239,2025-11-17 08:03:00,site,pix,delivered,459.8,68.97,14.52,0.0,0.0,390.83,236.0,154.83
ORD-000263,CUST-00188,2025-04-09 08:44:00,marketplace,pix,delivered,1519.2,0.0,31.63,0.0,0.0,1519.2,795.5,723.7
ORD-000264,CUST-00140,2025-06-28 13:46:00,app,pix,delivered,239.7,0.0,35.93,0.0,0.0,239.7,106.0,133.7
ORD-000265,CUST-00001,2025-11-23 16:24:00,marketplace,pix,returned,1329.3,0.0,36.39,0.0,1329.3,0.0,595.0,0
ORD-000266,CUST-00197,2025-10-10 10:39:00,site,credit_card,delivered,754.5,0.0,22.19,0.0,0.0,754.5,370.0,384.5
ORD-000267,CUST-00125,2025-04-09 09:02:00,marketplace,credit_card,cancelled,1714.3,257.14,34.99,1457.15,0.0,0.0,948.0,0
ORD-000268,CUST-00168,2025-09-09 09:29:00,app,credit_card,returned,1639.2,0.0,20.73,0.0,1639.2,0.0,797.5,0
ORD-000269,CUST-00026,2025-04-29 16:24:00,marketplace,boleto,delivered,759.6,0.0,25.69,0.0,0.0,759.6,339.0,420.6
ORD-000270,CUST-00173,2025-08-23 19:42:00,marketplace,credit_card,delivered,694.5,0.0,14.9,0.0,0.0,694.5,359.0,335.5
ORD-000271,CUST-00239,2025-06-30 13:35:00,marketplace,boleto,delivered,1769.1,0.0,22.27,0.0,0.0,1769.1,863.0,906.1
ORD-000272,CUST-00115,2025-07-23 08:46:00,site,pix,delivered,759.7,0.0,27.77,0.0,0.0,759.7,466.5,293.2
ORD-000273,CUST-00025,2025-01-20 15:22:00,marketplace,pix,delivered,549.7,0.0,17.85,0.0,0.0,549.7,307.0,242.7
ORD-000274,CUST-00186,2025-06-16 20:30:00,app,credit_card,delivered,659.7,32.99,34.67,0.0,0.0,626.72,279.0,347.72
ORD-000275,CUST-00021,2025-01-29 20:21:00,marketplace,boleto,delivered,299.7,14.99,22.4,0.0,0.0,284.72,129.0,155.72
ORD-000276,CUST-00079,2025-09-26 08:20:00,app,pix,cancelled,869.4,86.94,14.39,782.46,0.0,0.0,427.5,0
ORD-000277,CUST-00057,2025-08-10 12:50:00,marketplace,credit_card,delivered,1199.7,0.0,13.87,0.0,0.0,1199.7,714.0,485.7
ORD-000278,CUST-00022,2025-07-24 16:27:00,marketplace,boleto,returned,1674.0,0.0,32.76,0.0,1674.0,0.0,880.0,0
ORD-000279,CUST-00019,2025-05-17 20:27:00,app,pix,delivered,449.7,67.45,37.62,0.0,0.0,382.25,216.0,166.25
ORD-000280,CUST-00083,2025-06-26 17:41:00,site,credit_card,delivered,1279.6,0.0,14.98,0.0,0.0,1279.6,706.0,573.6
ORD-000281,CUST-00194,2025-02-13 09:47:00,site,pix,delivered,879.5,0.0,38.37,0.0,0.0,879.5,515.5,364.0
ORD-000282,CUST-00085,2025-04-18 19:34:00,marketplace,boleto,delivered,1194.3,0.0,26.29,0.0,0.0,1194.3,568.0,626.3
ORD-000283,CUST-00066,2025-03-29 08:18:00,site,credit_card,delivered,1199.7,179.95,28.44,0.0,0.0,1019.74,714.0,305.74
ORD-000284,CUST-00222,2025-02-25 08:18:00,site,boleto,returned,1174.2,58.71,16.84,0.0,1115.49,0.0,596.0,0
ORD-000285,CUST-00011,2025-05-07 16:19:00,app,boleto,delivered,559.5,27.98,21.7,0.0,0.0,531.52,255.5,276.02
ORD-000286,CUST-00208,2025-02-01 18:16:00,site,boleto,delivered,1079.4,0.0,38.22,0.0,0.0,1079.4,531.0,548.4
ORD-000287,CUST-00107,2025-05-04 17:09:00,marketplace,boleto,delivered,764.5,0.0,37.19,0.0,0.0,764.5,407.0,357.5
ORD-000288,CUST-00080,2025-12-19 19:57:00,site,boleto,cancelled,619.7,0.0,22.8,619.7,0.0,0.0,268.0,0
ORD-000289,CUST-00048,2025-06-12 10:46:00,site,credit_card,delivered,1209.6,0.0,36.3,0.0,0.0,1209.6,695.0,514.6
ORD-000290,CUST-00156,2025-10-18 17:14:00,marketplace,pix,cancelled,189.9,0.0,16.83,189.9,0.0,0.0,91.0,0
ORD-000291,CUST-00183,2025-11-29 13:11:00,site,pix,delivered,619.7,30.98,24.12,0.0,0.0,588.71,317.0,271.71
ORD-000292,CUST-00194,2025-04-15 09:11:00,marketplace,pix,delivered,1739.4,173.94,24.6,0.0,0.0,1565.46,981.0,584.46
ORD-000293,CUST-00157,2025-10-20 17:34:00,app,pix,cancelled,44.9,6.73,36.17,38.16,0.0,0.0,17.0,0
ORD-000294,CUST-00133,2025-10-03 14:47:00,app,pix,delivered,199.8,19.98,21.52,0.0,0.0,179.82,86.0,93.82
ORD-000295,CUST-00043,2025-08-05 12:39:00,marketplace,boleto,delivered,979.7,146.95,25.41,0.0,0.0,832.74,558.0,274.74
ORD-000296,CUST-00101,2025-07-31 13:28:00,marketplace,boleto,delivered,1099.6,0.0,23.51,0.0,0.0,1099.6,620.0,479.6
ORD-000297,CUST-00024,2025-02-28 19:28:00,site,pix,returned,1324.2,0.0,12.46,0.0,1324.2,0.0,629.0,0
ORD-000298,CUST-00223,2025-03-16 10:49:00,site,credit_card,returned,1529.5,0.0,22.49,0.0,1529.5,0.0,870.0,0
ORD-000299,CUST-00004,2025-08-23 15:54:00,marketplace,boleto,delivered,1559.3,155.93,34.12,0.0,0.0,1403.37,784.0,619.37
ORD-000300,CUST-00159,2025-11-18 16:52:00,site,credit_card,delivered,359.8,0.0,15.45,0.0,0.0,359.8,164.0,195.8
ORD-000301,CUST-00085,2025-02-14 08:06:00,app,boleto,delivered,1459.3,0.0,14.74,0.0,0.0,1459.3,662.0,797.3
ORD-000302,CUST-00024,2025-06-03 13:23:00,site,credit_card,delivered,699.8,0.0,32.65,0.0,0.0,699.8,442.0,257.8
ORD-000303,CUST-00135,2025-07-31 16:13:00,marketplace,boleto,returned,659.7,0.0,28.26,0.0,659.7,0.0,279.0,0
ORD-000304,CUST-00110,2025-11-08 13:16:00,marketplace,pix,cancelled,1659.2,165.92,39.75,1493.28,0.0,0.0,761.0,0
ORD-000305,CUST-00227,2025-11-09 11:45:00,site,boleto,delivered,1199.7,0.0,9.95,0.0,0.0,1199.7,714.0,485.7
ORD-000306,CUST-00106,2025-01-24 13:22:00,app,pix,cancelled,869.7,130.45,16.27,739.24,0.0,0.0,495.0,0
ORD-000307,CUST-00197,2025-01-04 09:43:00,app,pix,delivered,229.9,0.0,21.78,0.0,0.0,229.9,118.0,111.9
ORD-000308,CUST-00205,2025-01-19 18:08:00,marketplace,boleto,delivered,1939.2,0.0,28.72,0.0,0.0,1939.2,1095.5,843.7
ORD-000309,CUST-00054,2025-10-23 18:21:00,marketplace,boleto,delivered,1029.3,0.0,38.99,0.0,0.0,1029.3,500.5,528.8
ORD-000310,CUST-00222,2025-06-07 19:54:00,app,credit_card,delivered,1769.2,265.38,10.85,0.0,0.0,1503.82,936.0,567.82
ORD-000311,CUST-00200,2025-04-14 09:28:00,marketplace,pix,cancelled,769.5,0.0,33.87,769.5,0.0,0.0,359.0,0
ORD-000312,CUST-00197,2025-02-20 16:43:00,site,pix,delivered,1234.1,0.0,31.64,0.0,0.0,1234.1,614.5,619.6
ORD-000313,CUST-00134,2025-12-04 19:19:00,app,boleto,delivered,389.7,38.97,32.65,0.0,0.0,350.73,177.0,173.73
ORD-000314,CUST-00070,2025-03-18 10:17:00,app,boleto,delivered,299.7,0.0,38.65,0.0,0.0,299.7,129.0,170.7
ORD-000315,CUST-00242,2025-12-27 20:18:00,site,pix,cancelled,674.6,0.0,15.04,674.6,0.0,0.0,294.0,0
ORD-000316,CUST-00028,2025-07-16 08:05:00,site,pix,delivered,2379.0,118.95,15.27,0.0,0.0,2260.05,1275.0,985.05
ORD-000317,CUST-00209,2025-12-24 15:06:00,site,boleto,delivered,2219.1,0.0,30.43,0.0,0.0,2219.1,1200.0,1019.1
ORD-000318,CUST-00117,2025-09-07 08:04:00,site,pix,delivered,2199.1,0.0,20.44,0.0,0.0,2199.1,1168.0,1031.1
ORD-000319,CUST-00137,2025-08-25 14:37:00,site,boleto,delivered,959.7,0.0,28.53,0.0,0.0,959.7,546.0,413.7
ORD-000320,CUST-00146,2025-06-25 16:44:00,marketplace,pix,delivered,779.7,0.0,29.78,0.0,0.0,779.7,411.0,368.7
ORD-000321,CUST-00084,2025-10-12 09:52:00,site,credit_card,delivered,2359.0,0.0,19.14,0.0,0.0,2359.0,1203.0,1156.0
ORD-000322,CUST-00194,2025-03-17 18:09:00,marketplace,pix,delivered,2159.0,215.9,18.65,0.0,0.0,1943.1,1164.0,779.1
ORD-000323,CUST-00157,2025-09-19 14:54:00,marketplace,pix,delivered,179.7,0.0,11.77,0.0,0.0,179.7,73.5,106.2
ORD-000324,CUST-00061,2025-08-10 19:37:00,site,credit_card,delivered,1329.3,199.39,19.44,0.0,0.0,1129.9,681.0,448.9
ORD-000325,CUST-00216,2025-08-02 10:18:00,site,boleto,returned,179.9,0.0,13.93,0.0,179.9,0.0,82.0,0
ORD-000326,CUST-00022,2025-03-12 18:51:00,app,credit_card,delivered,2019.1,100.95,36.71,0.0,0.0,1918.14,1050.0,868.14
ORD-000327,CUST-00148,2025-09-13 19:15:00,site,boleto,returned,1339.3,133.93,17.98,0.0,1205.37,0.0,646.0,0
ORD-000328,CUST-00187,2025-09-27 20:49:00,marketplace,boleto,delivered,199.8,9.99,25.41,0.0,0.0,189.81,86.0,103.81
ORD-000329,CUST-00157,2025-01-28 13:34:00,marketplace,boleto,delivered,1279.4,63.97,23.52,0.0,0.0,1215.43,604.0,611.43
ORD-000330,CUST-00016,2025-11-19 15:37:00,site,boleto,delivered,1019.5,101.95,11.45,0.0,0.0,917.55,484.5,433.05
ORD-000331,CUST-00034,2025-11-12 12:17:00,app,credit_card,delivered,1119.5,0.0,32.14,0.0,0.0,1119.5,515.0,604.5
ORD-000332,CUST-00047,2025-09-28 08:21:00,marketplace,pix,delivered,1079.7,0.0,27.77,0.0,0.0,1079.7,630.0,449.7
ORD-000333,CUST-00148,2025-06-26 08:41:00,marketplace,boleto,delivered,2749.1,0.0,11.48,0.0,0.0,2749.1,1561.0,1188.1
ORD-000334,CUST-00038,2025-09-29 14:00:00,app,pix,delivered,764.3,38.22,21.36,0.0,0.0,726.08,336.5,389.58
ORD-000335,CUST-00070,2025-05-17 20:06:00,site,pix,delivered,2178.9,326.83,27.43,0.0,0.0,1852.07,1022.0,830.07
ORD-000336,CUST-00213,2025-02-04 08:26:00,site,credit_card,delivered,1299.4,129.94,13.02,0.0,0.0,1169.46,634.0,535.46
ORD-000337,CUST-00182,2025-03-03 09:54:00,app,boleto,cancelled,759.6,0.0,21.18,759.6,0.0,0.0,380.0,0
ORD-000338,CUST-00237,2025-05-22 20:27:00,app,pix,returned,1229.5,184.42,33.0,0.0,1045.08,0.0,704.0,0
ORD-000339,CUST-00046,2025-08-14 09:31:00,app,boleto,delivered,1254.2,125.42,21.68,0.0,0.0,1128.78,631.0,497.78
ORD-000340,CUST-00019,2025-02-06 17:46:00,marketplace,pix,delivered,1389.2,69.46,10.46,0.0,0.0,1319.74,660.0,659.74
ORD-000341,CUST-00132,2025-12-29 20:31:00,site,pix,delivered,44.9,2.25,22.02,0.0,0.0,42.66,17.0,25.66
ORD-000342,CUST-00146,2025-10-02 13:21:00,app,credit_card,returned,569.7,0.0,21.92,0.0,569.7,0.0,273.0,0
ORD-000343,CUST-00046,2025-10-11 08:24:00,site,credit_card,returned,2269.1,0.0,18.87,0.0,2269.1,0.0,1214.0,0
ORD-000344,CUST-00185,2025-10-31 11:31:00,site,pix,delivered,964.6,0.0,33.68,0.0,0.0,964.6,529.0,435.6
ORD-000345,CUST-00031,2025-04-19 20:41:00,site,boleto,returned,479.8,47.98,23.65,0.0,431.82,0.0,230.0,0
ORD-000346,CUST-00121,2025-11-13 08:15:00,app,boleto,returned,419.7,62.95,13.82,0.0,356.75,0.0,188.5,0
ORD-000347,CUST-00210,2025-02-24 09:31:00,app,pix,cancelled,1409.4,140.94,16.52,1268.46,0.0,0.0,735.0,0
ORD-000348,CUST-00083,2025-04-20 20:02:00,app,credit_card,cancelled,349.9,0.0,19.97,349.9,0.0,0.0,221.0,0
ORD-000349,CUST-00142,2025-03-26 15:15:00,marketplace,boleto,cancelled,839.6,0.0,13.9,839.6,0.0,0.0,452.5,0
ORD-000350,CUST-00107,2025-12-22 20:50:00,app,credit_card,delivered,1239.5,185.92,13.71,0.0,0.0,1053.58,688.0,365.58
ORD-000351,CUST-00153,2025-04-03 19:31:00,site,boleto,cancelled,909.5,0.0,28.72,909.5,0.0,0.0,451.5,0
ORD-000352,CUST-00221,2025-10-04 16:14:00,app,credit_card,delivered,659.4,98.91,29.68,0.0,0.0,560.49,297.5,262.99
ORD-000353,CUST-00166,2025-07-06 12:13:00,marketplace,credit_card,delivered,559.5,0.0,19.93,0.0,0.0,559.5,267.5,292.0
ORD-000354,CUST-00152,2025-10-24 13:26:00,marketplace,pix,delivered,439.7,65.95,30.21,0.0,0.0,373.75,206.0,167.75
ORD-000355,CUST-00019,2025-08-30 17:31:00,app,pix,delivered,2269.1,113.45,14.25,0.0,0.0,2155.64,1200.0,955.64
ORD-000356,CUST-00009,2025-12-21 17:03:00,marketplace,boleto,delivered,1839.3,0.0,13.23,0.0,0.0,1839.3,991.0,848.3
ORD-000357,CUST-00023,2025-07-30 16:31:00,site,boleto,delivered,1329.2,132.92,24.1,0.0,0.0,1196.28,707.0,489.28
ORD-000358,CUST-00107,2025-01-23 08:30:00,marketplace,boleto,returned,1549.4,154.94,10.91,0.0,1394.46,0.0,814.0,0
ORD-000359,CUST-00092,2025-06-01 11:41:00,app,pix,delivered,2109.3,0.0,24.29,0.0,0.0,2109.3,1161.0,948.3
ORD-000360,CUST-00203,2025-07-09 18:29:00,app,boleto,returned,839.7,125.95,9.94,0.0,713.74,0.0,462.0,0
ORD-000361,CUST-00193,2025-05-19 19:39:00,marketplace,credit_card,cancelled,439.8,43.98,33.73,395.82,0.0,0.0,186.0,0
ORD-000362,CUST-00228,2025-01-27 09:24:00,marketplace,credit_card,delivered,934.3,46.72,28.47,0.0,0.0,887.58,442.0,445.58
ORD-000363,CUST-00139,2025-02-28 18:30:00,app,boleto,returned,719.6,71.96,36.03,0.0,647.64,0.0,360.0,0
ORD-000364,CUST-00014,2025-02-02 13:22:00,marketplace,boleto,delivered,1199.7,59.98,24.94,0.0,0.0,1139.71,714.0,425.71
ORD-000365,CUST-00159,2025-07-08 20:43:00,app,credit_card,returned,1069.5,0.0,15.55,0.0,1069.5,0.0,553.0,0
ORD-000366,CUST-00039,2025-04-15 16:40:00,marketplace,boleto,delivered,1179.6,0.0,22.4,0.0,0.0,1179.6,658.0,521.6
ORD-000367,CUST-00017,2025-01-12 20:14:00,marketplace,boleto,cancelled,1709.2,256.38,19.98,1452.82,0.0,0.0,848.0,0
ORD-000368,CUST-00118,2025-06-05 17:08:00,site,pix,delivered,989.7,0.0,33.58,0.0,0.0,989.7,567.0,422.7
ORD-000369,CUST-00159,2025-03-24 19:34:00,app,boleto,delivered,329.8,0.0,39.1,0.0,0.0,329.8,161.0,168.8
ORD-000370,CUST-00095,2025-04-05 11:35:00,app,credit_card,returned,2079.3,0.0,29.87,0.0,2079.3,0.0,1159.0,0
ORD-000371,CUST-00197,2025-03-16 15:59:00,site,boleto,delivered,2609.2,0.0,10.03,0.0,0.0,2609.2,1541.0,1068.2
ORD-000372,CUST-00177,2025-02-27 19:30:00,app,boleto,delivered,349.9,0.0,30.24,0.0,0.0,349.9,221.0,128.9
ORD-000373,CUST-00024,2025-06-17 08:38:00,marketplace,pix,returned,449.8,0.0,27.4,0.0,449.8,0.0,264.0,0
ORD-000374,CUST-00050,2025-09-09 13:38:00,site,pix,cancelled,1539.4,153.94,38.2,1385.46,0.0,0.0,818.0,0
ORD-000375,CUST-00079,2025-08-17 16:05:00,marketplace,credit_card,delivered,2969.1,445.36,36.53,0.0,0.0,2523.73,1736.0,787.73
ORD-000376,CUST-00122,2025-09-26 13:04:00,site,credit_card,cancelled,2768.9,138.45,12.55,2630.45,0.0,0.0,1504.0,0
ORD-000377,CUST-00075,2025-10-11 15:02:00,app,credit_card,delivered,1549.0,154.9,19.02,0.0,0.0,1394.1,735.0,659.1
ORD-000378,CUST-00046,2025-09-09 19:41:00,app,boleto,delivered,2159.2,0.0,13.48,0.0,0.0,2159.2,1137.0,1022.2
ORD-000379,CUST-00250,2025-12-22 09:23:00,marketplace,credit_card,cancelled,789.5,118.42,27.16,671.08,0.0,0.0,353.0,0
ORD-000380,CUST-00014,2025-05-20 13:26:00,site,credit_card,returned,764.3,0.0,11.36,0.0,764.3,0.0,349.0,0
ORD-000381,CUST-00224,2025-06-11 18:51:00,site,boleto,delivered,564.6,0.0,30.46,0.0,0.0,564.6,254.0,310.6
ORD-000382,CUST-00106,2025-06-24 10:06:00,marketplace,boleto,delivered,794.4,0.0,25.0,0.0,0.0,794.4,330.0,464.4
ORD-000383,CUST-00118,2025-02-09 09:52:00,app,credit_card,delivered,1779.2,0.0,24.29,0.0,0.0,1779.2,901.0,878.2
ORD-000384,CUST-00191,2025-03-02 11:08:00,site,credit_card,returned,1209.4,0.0,30.54,0.0,1209.4,0.0,615.0,0
ORD-000385,CUST-00011,2025-04-11 09:02:00,site,boleto,returned,1669.3,166.93,27.7,0.0,1502.37,0.0,968.5,0
ORD-000386,CUST-00048,2025-12-10 13:01:00,marketplace,credit_card,delivered,1329.3,0.0,35.28,0.0,0.0,1329.3,612.0,717.3
ORD-000387,CUST-00026,2025-10-24 20:00:00,marketplace,boleto,cancelled,794.5,0.0,31.37,794.5,0.0,0.0,395.5,0
ORD-000388,CUST-00179,2025-10-29 10:28:00,site,pix,returned,1299.4,0.0,15.33,0.0,1299.4,0.0,685.0,0
ORD-000389,CUST-00134,2025-03-11 15:48:00,app,credit_card,delivered,299.8,44.97,18.55,0.0,0.0,254.83,144.0,110.83
ORD-000390,CUST-00154,2025-06-09 18:53:00,site,credit_card,delivered,1159.3,0.0,26.52,0.0,0.0,1159.3,581.0,578.3
ORD-000391,CUST-00102,2025-08-13 16:42:00,site,boleto,returned,1329.4,0.0,13.48,0.0,1329.4,0.0,648.0,0
ORD-000392,CUST-00215,2025-08-06 19:31:00,app,pix,delivered,1769.2,265.38,32.88,0.0,0.0,1503.82,899.0,604.82
ORD-000393,CUST-00197,2025-08-21 09:07:00,site,pix,delivered,329.6,16.48,24.82,0.0,0.0,313.12,145.5,167.62
ORD-000394,CUST-00098,2025-11-06 18:20:00,marketplace,pix,delivered,449.7,0.0,28.56,0.0,0.0,449.7,216.0,233.7
